"female_nonwhite"|"GenderRace"|"resid_LSAT"|"resid_UGPA"|"scf_LSAT"|"scf_UGPA"
"212"|0|"Male-White"|-10.1893070100711|-0.938948739790546|27|2.3
"213"|0|"Female-White"|0.81069298992886|-0.238948739790546|38|3
"214"|0|"Male-White"|-6.18930701007114|-0.538948739790546|31|2.7
"215"|0|"Female-White"|0.81069298992886|-0.238948739790546|38|3
"216"|0|"Female-White"|-9.18930701007114|0.661051260209454|28|3.9
"217"|0|"Male-White"|-3.18930701007114|-0.638948739790546|34|2.6
"218"|0|"Female-White"|-6.18930701007114|-0.238948739790546|31|3
"219"|0|"Male-White"|-4.18930701007114|-0.338948739790546|33|2.9
"220"|0|"Female-White"|-2.18930701007114|-0.538948739790546|35|2.7
"221"|0|"Female-White"|-5.18930701007114|-0.438948739790546|32|2.8
"222"|0|"Female-White"|-1.18930701007114|-0.638948739790546|36|2.6
"223"|0|"Male-White"|-0.18930701007114|0.161051260209454|37|3.4
"224"|0|"Female-White"|-4.18930701007114|-0.0389487397905457|33|3.2
"225"|0|"Female-White"|-0.18930701007114|-0.338948739790546|37|2.9
"226"|0|"Male-White"|-11.1893070100711|-0.438948739790546|26|2.8
"227"|0|"Male-White"|0.81069298992886|-0.638948739790546|38|2.6
"228"|0|"Male-White"|-3.18930701007114|-0.538948739790546|34|2.7
"229"|0|"Male-White"|-2.18930701007114|-0.338948739790546|35|2.9
"230"|0|"Male-White"|-7.18930701007114|-0.438948739790546|30|2.8
"231"|0|"Female-White"|3.81069298992886|-0.238948739790546|41|3
"232"|0|"Male-White"|-2.18930701007114|-0.0389487397905457|35|3.2
"233"|0|"Male-White"|-3.18930701007114|-0.338948739790546|34|2.9
"234"|0|"Male-White"|4.81069298992886|-0.638948739790546|42|2.6
"235"|0|"Male-White"|-7.18930701007114|-0.138948739790546|30|3.1
"236"|0|"Male-White"|3.81069298992886|-0.738948739790546|41|2.5
"237"|0|"Male-White"|-5.18930701007114|0.261051260209454|32|3.5
"238"|0|"Female-White"|-2.18930701007114|0.461051260209454|35|3.7
"239"|0|"Male-White"|-6.18930701007114|0.061051260209454|31|3.3
"240"|0|"Male-White"|1.81069298992886|-0.138948739790546|39|3.1
"241"|0|"Male-White"|1.81069298992886|-0.338948739790546|39|2.9
"242"|0|"Female-White"|2.81069298992886|-0.638948739790546|40|2.6
"243"|0|"Male-White"|2.81069298992886|0.561051260209454|40|3.8
"244"|0|"Male-White"|-4.18930701007114|-0.0389487397905457|33|3.2
"245"|0|"Male-White"|-5.18930701007114|0.061051260209454|32|3.3
"246"|0|"Male-White"|1.81069298992886|0.061051260209454|39|3.3
"247"|0|"Female-White"|1.81069298992886|-0.538948739790546|39|2.7
"248"|0|"Male-White"|-4.18930701007114|0.061051260209454|33|3.3
"249"|0|"Male-White"|0.81069298992886|0.461051260209454|38|3.7
"250"|0|"Female-White"|2.81069298992886|0.361051260209454|40|3.6
"251"|0|"Male-White"|0.81069298992886|0.161051260209454|38|3.4
"252"|0|"Male-White"|-4.18930701007114|-0.238948739790546|33|3
"253"|0|"Male-White"|2.81069298992886|-0.0389487397905457|40|3.2
"254"|0|"Male-NonWhite"|4.81069298992886|0.061051260209454|42|3.3
"255"|0|"Male-NonWhite"|-8.18930701007114|-0.438948739790546|29|2.8
"256"|0|"Female-White"|-4.18930701007114|0.261051260209454|33|3.5
"257"|0|"Male-White"|2.81069298992886|0.161051260209454|40|3.4
"258"|0|"Male-White"|-1.18930701007114|-0.138948739790546|36|3.1
"259"|0|"Female-NonWhite"|-7.22913256955653|-0.292198581560219|29.96|2.947
"260"|0|"Male-White"|1.81069298992886|0.361051260209454|39|3.6
"261"|0|"Female-White"|3.81069298992886|0.461051260209454|41|3.7
"262"|0|"Female-White"|-1.18930701007114|0.661051260209454|36|3.9
"263"|0|"Male-White"|6.81069298992886|-0.0389487397905457|44|3.2
"264"|0|"Female-White"|4.81069298992886|0.261051260209454|42|3.5
"265"|0|"Male-White"|8.81069298992886|0.061051260209454|46|3.3
"266"|0|"Male-White"|2.81069298992886|-1.03894873979055|40|2.2
"267"|0|"Female-White"|3.81069298992886|0.561051260209454|41|3.8
"268"|0|"Female-NonWhite"|8.77086743044347|0.307801418439781|45.96|3.547
"269"|0|"Male-NonWhite"|-5.18930701007114|-0.438948739790546|32|2.8
"270"|0|"Male-White"|-0.18930701007114|0.161051260209454|37|3.4
"271"|0|"Female-White"|2.81069298992886|0.261051260209454|40|3.5
"272"|0|"Female-White"|-1.18930701007114|0.461051260209454|36|3.7
"273"|0|"Female-White"|4.81069298992886|0.261051260209454|42|3.5
"274"|0|"Male-White"|-1.18930701007114|-0.338948739790546|36|2.9
"275"|0|"Female-White"|-0.18930701007114|0.661051260209454|37|3.9
"276"|0|"Female-White"|10.8106929899289|-0.938948739790546|48|2.3
"277"|0|"Female-White"|-0.18930701007114|-0.138948739790546|37|3.1
"278"|0|"Female-White"|-2.18930701007114|0.661051260209454|35|3.9
"279"|0|"Male-NonWhite"|-3.18930701007114|-0.0389487397905457|34|3.2
"280"|0|"Female-White"|9.81069298992886|0.661051260209454|47|3.9
"281"|0|"Female-White"|3.81069298992886|-0.438948739790546|41|2.8
"282"|0|"Female-White"|2.81069298992886|0.261051260209454|40|3.5
"283"|0|"Male-White"|6.81069298992886|0.161051260209454|44|3.4
"284"|0|"Male-White"|0.81069298992886|-0.238948739790546|38|3
"285"|0|"Male-White"|1.81069298992886|0.361051260209454|39|3.6
"286"|0|"Female-NonWhite"|-4.22913256955653|0.307801418439781|32.96|3.547
"287"|0|"Male-White"|8.81069298992886|-0.738948739790546|46|2.5
"288"|0|"Male-White"|4.81069298992886|-0.238948739790546|42|3
"289"|0|"Male-NonWhite"|-3.18930701007114|-0.438948739790546|34|2.8
"290"|0|"Male-White"|-3.18930701007114|0.461051260209454|34|3.7
"291"|0|"Male-White"|0.81069298992886|0.061051260209454|38|3.3
"292"|0|"Female-White"|-4.18930701007114|0.661051260209454|33|3.9
"293"|0|"Male-White"|0.81069298992886|0.061051260209454|38|3.3
"294"|0|"Male-White"|-3.18930701007114|0.661051260209454|34|3.9
"295"|0|"Male-White"|-0.18930701007114|0.461051260209454|37|3.7
"296"|0|"Male-NonWhite"|2.81069298992886|-0.438948739790546|40|2.8
"297"|0|"Male-White"|7.81069298992886|-0.0389487397905457|45|3.2
"298"|0|"Male-White"|3.81069298992886|-0.0389487397905457|41|3.2
"299"|0|"Male-White"|-1.18930701007114|0.461051260209454|36|3.7
"300"|0|"Male-White"|7.81069298992886|0.261051260209454|45|3.5
"301"|0|"Male-NonWhite"|0.81069298992886|0.161051260209454|38|3.4
"302"|0|"Female-White"|6.81069298992886|0.861051260209454|44|4
"303"|0|"Male-White"|3.81069298992886|0.261051260209454|41|3.5
"304"|0|"Male-White"|2.81069298992886|0.261051260209454|40|3.5
"305"|0|"Female-White"|3.81069298992886|0.161051260209454|41|3.4
"306"|0|"Female-White"|6.81069298992886|0.361051260209454|44|3.6
"307"|0|"Male-White"|2.81069298992886|0.061051260209454|40|3.3
"308"|0|"Female-White"|4.81069298992886|0.361051260209454|42|3.6
"309"|0|"Male-White"|2.81069298992886|-1.23894873979055|40|2
"310"|0|"Female-White"|7.81069298992886|0.161051260209454|45|3.4
"311"|0|"Female-White"|2.81069298992886|0.561051260209454|40|3.8
"312"|0|"Female-White"|-1.18930701007114|0.461051260209454|36|3.7
"313"|0|"Female-White"|-3.18930701007114|-0.0389487397905457|34|3.2
"314"|0|"Female-White"|-0.18930701007114|0.261051260209454|37|3.5
"315"|0|"Female-NonWhite"|-9.22913256955653|-0.292198581560219|27.96|2.947
"316"|0|"Male-White"|0.81069298992886|0.161051260209454|38|3.4
"317"|0|"Male-White"|2.81069298992886|0.261051260209454|40|3.5
"318"|0|"Female-White"|1.81069298992886|0.161051260209454|39|3.4
"319"|0|"Male-White"|2.81069298992886|-0.0389487397905457|40|3.2
"320"|0|"Male-White"|-4.18930701007114|-0.338948739790546|33|2.9
"321"|0|"Male-White"|0.81069298992886|0.561051260209454|38|3.8
"322"|0|"Male-White"|5.81069298992886|0.561051260209454|43|3.8
"323"|0|"Female-White"|0.81069298992886|0.261051260209454|38|3.5
"324"|0|"Female-White"|-2.18930701007114|0.061051260209454|35|3.3
"325"|0|"Female-White"|1.81069298992886|0.061051260209454|39|3.3
"326"|0|"Female-White"|2.81069298992886|0.561051260209454|40|3.8
"327"|0|"Female-White"|-4.18930701007114|0.061051260209454|33|3.3
"328"|0|"Male-White"|-0.18930701007114|-0.0389487397905457|37|3.2
"329"|0|"Male-NonWhite"|-2.18930701007114|-0.438948739790546|35|2.8
"330"|0|"Male-White"|-7.18930701007114|-0.638948739790546|30|2.6
"331"|0|"Female-White"|0.81069298992886|-0.0389487397905457|38|3.2
"332"|0|"Female-NonWhite"|-1.22913256955653|0.607801418439782|35.96|3.847
"333"|0|"Female-White"|2.81069298992886|-0.238948739790546|40|3
"334"|0|"Male-White"|-3.18930701007114|0.461051260209454|34|3.7
"335"|0|"Female-White"|4.81069298992886|0.661051260209454|42|3.9
"336"|0|"Male-White"|-1.18930701007114|-0.438948739790546|36|2.8
"337"|0|"Male-White"|-5.18930701007114|-0.538948739790546|32|2.7
"338"|0|"Female-White"|-7.18930701007114|-0.238948739790546|30|3
"339"|0|"Male-NonWhite"|-0.18930701007114|-0.738948739790546|37|2.5
"340"|0|"Female-White"|-2.18930701007114|0.461051260209454|35|3.7
"341"|0|"Female-White"|-2.18930701007114|0.261051260209454|35|3.5
"342"|0|"Female-White"|-0.18930701007114|0.161051260209454|37|3.4
"343"|0|"Male-NonWhite"|-9.18930701007114|-0.538948739790546|28|2.7
"344"|0|"Female-NonWhite"|-2.22913256955653|-0.192198581560219|34.96|3.047
"345"|0|"Female-White"|0.81069298992886|-0.238948739790546|38|3
"346"|0|"Female-White"|-4.18930701007114|-0.538948739790546|33|2.7
"347"|0|"Female-White"|9.81069298992886|-0.338948739790546|47|2.9
"348"|0|"Male-White"|0.81069298992886|-0.438948739790546|38|2.8
"349"|0|"Male-NonWhite"|-3.18930701007114|-0.438948739790546|34|2.8
"350"|0|"Female-NonWhite"|1.77086743044347|0.00780141843978166|38.96|3.247
"351"|0|"Male-White"|-3.18930701007114|0.161051260209454|34|3.4
"352"|0|"Female-NonWhite"|-3.22913256955653|-0.592198581560218|33.96|2.647
"353"|0|"Male-White"|2.81069298992886|-0.0389487397905457|40|3.2
"354"|0|"Male-White"|-7.18930701007114|-0.538948739790546|30|2.7
"355"|0|"Male-NonWhite"|-11.1893070100711|-0.738948739790546|26|2.5
"356"|0|"Male-White"|-4.18930701007114|0.561051260209454|33|3.8
"357"|0|"Male-White"|-1.18930701007114|-0.938948739790546|36|2.3
"358"|0|"Male-White"|-2.18930701007114|-0.338948739790546|35|2.9
"359"|0|"Female-White"|-7.18930701007114|-0.338948739790546|30|2.9
"360"|0|"Male-White"|-10.1893070100711|-0.538948739790546|27|2.7
"361"|0|"Male-White"|0.81069298992886|-0.0389487397905457|38|3.2
"362"|0|"Male-White"|-9.18930701007114|-1.13894873979055|28|2.1
"363"|0|"Female-White"|-0.18930701007114|0.061051260209454|37|3.3
"364"|0|"Male-White"|1.81069298992886|-0.838948739790546|39|2.4
"365"|0|"Male-White"|3.81069298992886|-0.838948739790546|41|2.4
"366"|0|"Male-NonWhite"|-4.18930701007114|-0.938948739790546|33|2.3
"367"|0|"Male-White"|7.81069298992886|-0.638948739790546|45|2.6
"368"|0|"Male-White"|-4.18930701007114|0.161051260209454|33|3.4
"369"|0|"Male-NonWhite"|-10.1893070100711|0.361051260209454|27|3.6
"370"|0|"Female-White"|2.81069298992886|0.461051260209454|40|3.7
"371"|0|"Female-White"|-1.18930701007114|-0.138948739790546|36|3.1
"372"|0|"Female-White"|-1.18930701007114|-0.0389487397905457|36|3.2
"373"|0|"Male-NonWhite"|-17.1893070100711|-0.0389487397905457|20|3.2
"374"|0|"Male-White"|-1.18930701007114|0.561051260209454|36|3.8
"375"|0|"Male-White"|-1.18930701007114|0.061051260209454|36|3.3
"376"|0|"Female-White"|4.81069298992886|0.161051260209454|42|3.4
"377"|0|"Male-White"|2.81069298992886|0.361051260209454|40|3.6
"378"|0|"Male-NonWhite"|-11.1893070100711|0.361051260209454|26|3.6
"379"|0|"Male-White"|-0.18930701007114|0.561051260209454|37|3.8
