"sex"|"race_nonwhite"|"U"|"UGPA"|"pr_UGPA"|"scf_UGPA"|"LSAT"|"pr_LSAT"|"scf_LSAT"
"51"|"Female"|"White"|0.098119014193049|3.4|3.367740117209|3.23422704038728|36|37.2637738443234|37.8742287755359
"54"|"Male"|"White"|0.99893075319036|3.7|3.54542055210231|3.54542055210231|31|39.006703384764|39.006703384764
"55"|"Female"|"NonWhite"|-1.17857978393859|2.6|2.70068191555801|2.56716883873629|23|31.1446032365404|31.6548139496536
"57"|"Female"|"White"|-0.0709117298955533|3.3|3.30934692741855|3.17583385059683|33|37.0583315713833|37.6654209484487
"58"|"Male"|"White"|0.177878910163149|3.3|3.26178081333055|3.26178081333055|35|37.9731597245052|37.9731597245052
"64"|"Male"|"White"|0.109615645304758|3.3|3.23819865493632|3.23819865493632|29|37.8884728178197|37.8884728178197
"66"|"Male"|"White"|-0.63618910738506|2.9|2.98055369984099|2.98055369984099|32|36.9754463192692|36.9754463192692
"69"|"Female"|"White"|0.0777633312039218|3.4|3.36070806356392|3.2271949867422|39|37.2389730746878|37.8490217198332
"70"|"Female"|"White"|-0.708326827357892|3|3.08914615292567|2.95563307610395|39|36.2937457431364|36.8883096795115
"71"|"Female"|"White"|0.893946618843424|3.8|3.64266591611852|3.5091528392968|32|38.2464431919061|38.8729962067826
"72"|"Male"|"White"|0.165028746128452|3.3|3.25734160866774|3.25734160866774|29|37.9572034553875|37.9572034553875
"73"|"Male"|"White"|-0.456442757225203|3|3.04264869206041|3.04264869206041|31|37.1934620983904|37.1934620983904
"74"|"Female"|"White"|-0.0847077636672936|3.3|3.30458096355362|3.1710678867319|36|37.0416137631495|37.6484292691755
"76"|"Male"|"White"|0.551438329934719|3.5|3.39083027243544|3.39083027243544|30|38.4399581909617|38.4399581909617
"78"|"Female"|"White"|-1.18428315800266|2.8|2.92472276061818|2.79120968379646|34|35.7331366151649|36.3185166559934
"81"|"Male"|"White"|-0.356682986895507|3|3.07711160135969|3.07711160135969|43|37.3150157350383|37.3150157350383
"84"|"Male"|"White"|-0.703207539998803|2.9|2.9574015799342|2.9574015799342|25|36.8944865973964|36.8944865973964
"86"|"Male"|"White"|0.883613122916023|3.6|3.50558304025142|3.50558304025142|42|38.8598603287846|38.8598603287846
"87"|"Male"|"White"|0.592643057639494|3.5|3.40506481596835|3.40506481596835|37|38.4917975755501|38.4917975755501
"88"|"Male"|"White"|0.589666305433754|3.5|3.40403647016389|3.40403647016389|30|38.4880502023898|38.4880502023898
"89"|"Male"|"White"|-0.20175442618228|3.1|3.13063306515296|3.13063306515296|41|37.5045785354954|37.5045785354954
"90"|"Female"|"White"|0.613756660657549|3.6|3.54587177672131|3.41235869989959|38|37.8975500872357|38.5183875372555
"95"|"Male"|"White"|-0.69405277577252|2.9|2.96056417551901|2.96056417551901|28|36.9055352892526|36.9055352892526
"96"|"Female"|"White"|-0.076732480574937|3.3|3.30733609677956|3.17382301995784|42|37.0512771609015|37.6582509726546
"101"|"Female"|"White"|-1.71674697375112|2.5|2.74077834969344|2.60726527287172|42|35.1162259458359|35.6914997595877
"102"|"Female"|"White"|-1.29977751828303|2.7|2.88482419579826|2.75131111897654|42|35.5984113273559|36.1815842992857
"103"|"Female"|"White"|0.766068900673216|3.7|3.59848940901418|3.46497633219246|40|38.0868129236104|38.7107508763394
"104"|"Female"|"White"|0.390096430600334|3.5|3.46860633999424|3.33509326317252|38|37.6213335970909|38.2376460701399
"108"|"Female"|"White"|0.538332816463184|3.6|3.51981593183632|3.3863028550146|38|37.8041770594574|38.4234848730672
"109"|"Male"|"White"|-0.440164682902657|3|3.04827209914215|3.04827209914215|36|37.2132692695156|37.2132692695156
"112"|"Male"|"White"|-1.13716842198721|2.7|2.80748589281933|2.80748589281933|32|36.3745255156659|36.3745255156659
"115"|"Female"|"White"|-0.124344492364745|3.3|3.29088809937093|3.15737502254921|36|36.9936245717565|37.599653919122
"117"|"Female"|"White"|0.781079147281353|3.7|3.60367483361676|3.47016175679504|39|38.1055157083713|38.7297600500139
"118"|"Female"|"White"|1.02319179659732|3.8|3.68731482442675|3.55380174760503|37|38.4084602913459|39.0376674694241
"121"|"Male"|"White"|0.257051928171111|3.3|3.28913184400694|3.28913184400694|40|38.0716183036644|38.0716183036644
"122"|"Female"|"White"|-0.0274962596805251|3.3|3.32434519182173|3.19083211500001|45|37.1109909776957|37.7189430208559
"124"|"Female"|"White"|0.56824706024479|3.6|3.53015007621932|3.3966369993976|37|37.8411826634114|38.4610967026147
"129"|"Male"|"White"|1.22866060419733|3.8|3.62478279394011|3.62478279394011|38|39.3008924243223|39.3008924243223
"131"|"Male"|"White"|-0.642736061686222|2.9|2.97829199563375|2.97829199563375|34|36.9675296328383|36.9675296328383
"134"|"Female"|"White"|-0.316299722935804|3.2|3.22457543968028|3.09106236285856|40|36.7620976730305|37.3643341480577
"136"|"Female"|"White"|0.148054802957488|3.4|3.38499088425957|3.25147780743785|41|37.324684132833|37.9361368960454
"140"|"Male"|"White"|0.575416146987635|3.5|3.39911362484853|3.39911362484853|38|38.4701160190068|38.4701160190068
"143"|"Female"|"NonWhite"|-0.61207153655115|2.8|2.89638728138312|2.7628742045614|32|31.7270495486662|32.2468018939525
"144"|"Female"|"White"|0.608498986753907|3.6|3.54405546601543|3.41054238919371|39|37.8910337335628|38.5117644327139
"145"|"Female"|"White"|-1.13985235581652|2.8|2.94007178057657|2.80655870375485|32|35.7851012755924|36.3713326011926
"146"|"Male"|"White"|-0.174752225511491|3.1|3.13996121806994|3.13996121806994|41|37.5377154787613|37.5377154787613
"149"|"Male"|"White"|0.194312827641043|3.3|3.26745805783102|3.26745805783102|34|37.9935757766167|37.9935757766167
"150"|"Male"|"White"|0.82558317472471|3.6|3.48553607307669|3.48553607307669|38|38.786175420008|38.786175420008
"152"|"Female"|"White"|0.789080126630133|3.7|3.60643884384545|3.47292576702373|35|38.1154886901266|38.7398964090997
"155"|"Male"|"White"|0.0676646081233867|3.2|3.2237062920869|3.2237062920869|40|37.8365223934887|37.8365223934887
"159"|"Female"|"White"|0.114728491715474|3.4|3.37347801050478|3.23996493368306|38|37.2840225832694|37.8948092292082
"160"|"Male"|"White"|0.402736568489697|3.4|3.33945991241572|3.33945991241572|40|38.253457456175|38.253457456175
"162"|"Male"|"White"|1.00304627018659|3.7|3.54684229443885|3.54684229443885|36|39.011954240455|39.011954240455
"166"|"Female"|"NonWhite"|0.603775851835461|3.4|3.31641268971399|3.18289961289227|31|33.0141419854656|33.5549794717323
"169"|"Female"|"White"|-0.352270143344746|3.2|3.21214913464857|3.07863605782685|28|36.7188734136255|37.320401789081
"170"|"Male"|"White"|-1.65649590682033|2.4|2.62807954547838|2.62807954547838|39|35.7619033372724|35.7619033372724
"171"|"Female"|"White"|1.20988786598195|3.9|3.75181065961632|3.6182975827946|41|38.6437082705065|39.2767692796416
"172"|"Male"|"White"|0.602864664412758|3.5|3.40859596189978|3.40859596189978|29|38.5046681273349|38.5046681273349
"173"|"Male"|"White"|-0.186226770406322|3.1|3.13599723340304|3.13599723340304|36|37.5236304083667|37.5236304083667
"175"|"Male"|"White"|-0.426337703622272|3|3.05304875341118|3.05304875341118|36|37.2301022317367|37.2301022317367
"176"|"Male"|"White"|-0.594290745868419|2.9|2.99502786540857|2.99502786540857|36|37.0261506756204|37.0261506756204
"180"|"Male"|"White"|-0.298665744960136|3.1|3.0971541790441|3.0971541790441|32|37.38589023829|37.38589023829
"183"|"Female"|"NonWhite"|1.20416536923815|3.7|3.52382264479007|3.39030956796835|32|33.6688405251418|34.2204032791625
"184"|"Female"|"White"|-0.755359026543282|3|3.07289845699258|2.93938538017086|31|36.2379590913604|36.8316091311233
"186"|"Male"|"White"|-0.0249927306298187|3.2|3.19169698161225|3.19169698161225|35|37.7220316597494|37.7220316597494
"188"|"Male"|"White"|-0.478695931074698|3|3.03496113314301|3.03496113314301|33|37.1664014788|37.1664014788
"197"|"Female"|"NonWhite"|-0.0562855285576874|3.1|3.08838855323831|2.95487547641659|29|32.3090559644712|32.8383427355516
"199"|"Female"|"White"|-1.41144683270982|2.7|2.84624702744789|2.71273395062617|34|35.4686310139206|36.0496779254937
"200"|"Female"|"White"|-0.74556484645386|3|3.07628194453437|2.94276886771265|30|36.2495692614816|36.8434094989853
"202"|"Male"|"White"|-0.720623058852399|2.9|2.95138523241588|2.95138523241588|34|36.8734773056143|36.8734773056143
"204"|"Female"|"White"|-1.98304842870685|2.4|2.64878211856668|2.51526904174496|38|34.8116969626723|35.3819819843536
"209"|"Female"|"White"|0.0320058043034135|3.4|3.34490071462838|3.21138763780666|29|37.1832836786248|37.7924200204004
"211"|"Female"|"White"|-0.561310295119775|3.1|3.13993433536906|3.00642125854734|32|36.4686819593754|37.0661116998501
"215"|"Female"|"White"|-0.666094931617324|3|3.10373554088871|2.97022246406699|38|36.3439117517138|36.9392975073561
"217"|"Male"|"White"|-1.34379966749557|2.6|2.73610327186084|2.73610327186084|34|36.1295267868746|36.1295267868746
"218"|"Female"|"White"|-0.752577327857484|3|3.07385941980544|2.94034634298372|31|36.2412561811759|36.8349602338453
"220"|"Female"|"White"|-1.34121578160405|2.7|2.87050897528771|2.73699589846599|35|35.5501971123892|36.1325802393236
"222"|"Female"|"White"|-1.53720358955198|2.6|2.80280322549748|2.66929014867576|36|35.323044844181|35.9017067639494
"223"|"Male"|"White"|0.415794542129834|3.4|3.34397090677452|3.34397090677452|37|38.2697983734272|38.2697983734272
"224"|"Female"|"White"|-0.305280093378311|3.2|3.22838226975513|3.09486919293341|33|36.7753497134372|37.377803283315
"225"|"Female"|"White"|-0.927586466594304|2.9|3.01340093985007|2.87988786302835|37|36.0344046105087|36.6247200219238
"226"|"Male"|"White"|-0.911458958348251|2.8|2.88545925570568|2.88545925570568|26|36.6440438576719|36.6440438576719
"227"|"Male"|"White"|-1.23988404582932|2.6|2.77200185735704|2.77200185735704|38|36.2525305945358|36.2525305945358
"231"|"Female"|"White"|-0.722693037149069|3|3.08418321663009|2.95067013980837|41|36.2766963401868|36.8709809733396
"232"|"Male"|"White"|0.00614505655553656|3.2|3.20245381006126|3.20245381006126|35|37.7604679259044|37.7604679259044
"237"|"Male"|"White"|0.565836574530206|3.5|3.3958042754421|3.3958042754421|32|38.4580645831239|38.4580645831239
"238"|"Female"|"White"|0.735228153016783|3.7|3.58783519554022|3.4543221187185|35|38.0484141177773|38.6717230214875
"240"|"Male"|"White"|-0.252262832508066|3.1|3.11318448221915|3.11318448221915|39|37.4426734267953|37.4426734267953
"242"|"Female"|"White"|-1.50658181057059|2.6|2.81338179427456|2.67986871745284|40|35.3584399533005|35.9376817155452
"243"|"Male"|"White"|1.28054201655771|3.8|3.64270569414913|3.64270569414913|40|39.3676376078378|39.3676376078378
"245"|"Male"|"White"|0.139343790504966|3.3|3.24846850989172|3.24846850989172|32|37.92533009693|37.92533009693
"246"|"Male"|"White"|0.25267082545893|3.3|3.28761835269776|3.28761835269776|39|38.0661633525415|38.0661633525415
"247"|"Female"|"White"|-1.31319348588956|2.7|2.88018952920612|2.7466764523844|39|35.5827944375963|36.1657115737269
"252"|"Male"|"White"|-0.461403296756305|3|3.04093502909416|3.04093502909416|33|37.1874282068905|37.1874282068905
"253"|"Male"|"White"|-0.00821014422698122|3.2|3.19749467692667|3.19749467692667|40|37.7427431033819|37.7427431033819
"254"|"Male"|"NonWhite"|0.716375631061762|3.3|3.22179821867062|3.22179821867062|42|33.6787826150355|33.6787826150355
"258"|"Male"|"White"|-0.226559097964751|3.1|3.1220640683418|3.1220640683418|36|37.4741641655115|37.4741641655115
"261"|"Female"|"White"|0.821539676785934|3.7|3.61765228719257|3.48413921037085|41|38.1559753313287|38.7810463022277
"262"|"Female"|"White"|1.2514017235726|3.9|3.76615199484676|3.63263891802504|36|38.6962136696184|39.3301348219031
"264"|"Female"|"White"|0.34722199964707|3.5|3.45379498246688|3.32028190564517|42|37.5686148239518|38.184063658359
"265"|"Male"|"White"|0.254260551645472|3.3|3.28816753789732|3.28816753789732|46|38.068142644825|38.068142644825
"266"|"Male"|"White"|-2.08886491894258|2.2|2.47871378411647|2.47871378411647|40|35.25973971472|35.25973971472
"267"|"Female"|"White"|1.06855772946329|3.8|3.70298689368342|3.5694738168617|41|38.4654919741125|39.0956334448934
"268"|"Female"|"NonWhite"|0.696675678899876|3.4|3.34850576995523|3.21499269313351|41|33.1146063598804|33.6570896529575
"269"|"Male"|"NonWhite"|-0.415403884711137|2.8|2.83081481253457|2.83081481253457|32|32.4548933768821|32.4548933768821
"272"|"Female"|"White"|0.749734572692598|3.7|3.59284656860065|3.45933349177893|36|38.0664707617279|38.6900754692766
"274"|"Male"|"White"|-0.651159718383363|2.9|2.97538196771606|2.97538196771606|36|36.957346099966|36.957346099966
"276"|"Female"|"White"|-2.08308684816464|2.3|2.61422294742161|2.48070987059989|48|34.6979816565496|35.2664037947327
"277"|"Female"|"White"|-0.499434099236761|3.1|3.16131002337889|3.02779694655718|37|36.5425608573821|37.1412008815438
"279"|"Male"|"NonWhite"|0.468895738629783|3.2|3.13630406548553|3.13630406548553|34|33.407278104745|33.407278104745
"280"|"Female"|"White"|1.23032291938419|3.9|3.75887013248399|3.62535705566227|47|38.6695449631702|39.3030292288575
"281"|"Female"|"White"|-1.06082598261759|2.8|2.96737215148565|2.83385907466393|41|35.8777144750517|36.4654629895588
"283"|"Male"|"White"|0.426044955695736|3.4|3.34751200427137|3.34751200427137|44|38.2826307640189|38.2826307640189
"287"|"Male"|"White"|-1.44345680616065|2.5|2.70167581759256|2.70167581759256|46|36.0119557624272|36.0119557624272
"289"|"Male"|"NonWhite"|-0.379834568761031|2.8|2.84310255242586|2.84310255242586|34|32.4926719499149|32.4926719499149
"290"|"Male"|"White"|1.04021003507119|3.7|3.55968085104543|3.55968085104543|34|39.0594023142242|39.0594023142242
"291"|"Male"|"White"|0.188973131740941|3.3|3.26561341188924|3.26561341188924|38|37.9869410050245|37.9869410050245
"293"|"Male"|"White"|0.154576950372891|3.3|3.25373094188344|3.25373094188344|38|37.9442302259292|37.9442302259292
"295"|"Male"|"White"|1.06859992525705|3.7|3.56948839377792|3.56948839377792|37|39.0956874002939|39.0956874002939
"296"|"Male"|"NonWhite"|-0.289812851762173|2.8|2.87420136367655|2.87420136367655|40|32.58848163901|32.58848163901
"298"|"Male"|"White"|0.0340813478665676|3.2|3.2121046529855|3.2121046529855|41|37.7949856177756|37.7949856177756
"301"|"Male"|"NonWhite"|0.959151238210094|3.4|3.30566723422245|3.30566723422245|38|33.9472700809213|33.9472700809213
"303"|"Male"|"White"|0.639507265569345|3.5|3.42125447781231|3.42125447781231|41|38.5508420907071|38.5508420907071
"304"|"Male"|"White"|0.64591163285804|3.5|3.42346692405452|3.42346692405452|40|38.5589180252696|38.5589180252696
"305"|"Female"|"White"|0.148431757543397|3.4|3.38512110660934|3.25160802978762|41|37.3251443099886|37.9366046118205
"311"|"Female"|"White"|1.01237653707634|3.8|3.68357859581789|3.55006551899617|40|38.394876398752|39.023861045579
"312"|"Female"|"White"|0.789950045105181|3.7|3.60673936500146|3.47322628817974|36|38.1165731748305|38.7409986598258
"315"|"Female"|"NonWhite"|-0.716172651663033|2.8|2.86042461550892|2.7269115386872|23|31.6192087390953|32.1371944368525
"316"|"Male"|"White"|0.374801205707277|3.4|3.32980939026003|3.32980939026003|38|38.2185222083205|38.2185222083205
"318"|"Female"|"White"|0.126183587175683|3.4|3.37743527618969|3.24392219936797|39|37.2979939869025|37.9090095122961
"320"|"Male"|"White"|-0.679855176440216|2.9|2.9654688638161|2.9654688638161|33|36.9226766173753|36.9226766173753
"321"|"Male"|"White"|1.23161038996636|3.8|3.62580182394664|3.62580182394664|38|39.3046842734078|39.3046842734078
"322"|"Male"|"White"|1.24952134212469|3.8|3.63198932335302|3.63198932335302|43|39.3277160481683|39.3277160481683
"325"|"Female"|"White"|-0.0456210213665322|3.3|3.31808382999229|3.18457075317057|39|37.0889980349621|37.6965897898595
"329"|"Male"|"NonWhite"|-0.393138182732077|2.8|2.83850669940693|2.83850669940693|35|32.4785368857239|32.4785368857239
"331"|"Female"|"White"|-0.319994487077241|3.2|3.22329905019915|3.08978597337743|38|36.757655474441|37.3598191773961
"340"|"Female"|"White"|0.783843205872699|3.7|3.60462970250045|3.47111662567873|35|38.1089607297809|38.7332615077447
"342"|"Female"|"White"|0.148814983797768|3.4|3.38525349556334|3.25174041874162|37|37.3256121492631|37.9370801152355
"345"|"Female"|"White"|-0.716974514465254|3|3.08615873168919|2.95264565486747|38|36.2834819580488|36.8778777531548
"348"|"Male"|"White"|-0.867289408288642|2.8|2.90071802376883|2.90071802376883|38|36.6970196319722|36.6970196319722
"350"|"Female"|"NonWhite"|0.0155011681430929|3.1|3.11318791283103|2.97967483600931|34|32.3850037972652|32.9155347453105
"351"|"Male"|"White"|0.424998980147575|3.4|3.34715066261705|3.34715066261705|34|38.2813211205426|38.2813211205426
"352"|"Female"|"NonWhite"|-1.33734310970728|2.5|2.64583569770953|2.51232262088781|29|30.9832999861108|31.4908682302928
"353"|"Male"|"White"|-0.0255902818714685|3.2|3.19149055216504|3.19149055216504|40|37.7212944294256|37.7212944294256
"354"|"Male"|"White"|-1.13238175019111|2.7|2.8091394916138|2.8091394916138|30|36.3802206266202|36.3802206266202
"356"|"Male"|"White"|1.19687970375377|3.8|3.61380379623577|3.61380379623577|33|39.2600623545676|39.2600623545676
"357"|"Male"|"White"|-1.86767363178795|2.3|2.55512630232703|2.55512630232703|36|35.515749290887|35.515749290887
"359"|"Female"|"White"|-0.959392204289602|2.9|3.00241336189388|2.86890028507216|30|35.9969388839528|36.5866405320485
"360"|"Male"|"White"|-1.12688233028275|2.7|2.81103931564982|2.81103931564982|27|36.3867648554131|36.3867648554131
"365"|"Male"|"White"|-1.64173078737609|2.4|2.633180288699|2.633180288699|41|35.77917760571|35.77917760571
"366"|"Male"|"NonWhite"|-1.39881934678203|2.3|2.49108510224311|2.49108510224311|33|31.4276135630742|31.4276135630742
"368"|"Male"|"White"|0.352443704505691|3.4|3.32208579052116|3.32208579052116|33|38.1905854776076|38.1905854776076
"370"|"Female"|"White"|0.7727598048761|3.7|3.60080084200878|3.46728776518706|40|38.0951486638266|38.7192231726045
"371"|"Female"|"White"|-0.426693290692427|3.1|3.18643898948351|3.05292591266179|36|36.6296032918952|37.2296692447241
"375"|"Male"|"White"|0.156439973607948|3.3|3.25437454000481|3.25437454000481|36|37.9465423676777|37.9465423676777
"376"|"Female"|"White"|0.172656415607838|3.4|3.39348973246845|3.25997665564673|42|37.3547290948976|37.9666740545078
"377"|"Male"|"White"|0.890049121275991|3.6|3.5078064137315|3.5078064137315|40|38.8680412098019|38.8680412098019
"379"|"Male"|"White"|1.18866920844639|3.8|3.61096740683606|3.61096740683606|37|39.2495209316595|39.2495209316595
"380"|"Male"|"White"|0.870221327935704|3.6|3.50095672431028|3.50095672431028|45|38.8428433629988|38.8428433629988
"381"|"Male"|"NonWhite"|0.393838116458692|3.2|3.11037473529008|3.11037473529008|23|33.32536749919|33.32536749919
"382"|"Male"|"White"|-1.78405336238277|2.4|2.5840136759704|2.5840136759704|30|35.6130158989596|35.6130158989596
"383"|"Female"|"White"|-0.70626636238123|3|3.08985795907127|2.95634488224955|38|36.2961917004247|36.8907957064581
"385"|"Female"|"White"|-0.732787229455364|3|3.08069608717148|2.94718301034976|35|36.264721635247|36.8588100988516
"388"|"Male"|"White"|0.0148641249844482|3.2|3.20546589061684|3.20546589061684|38|37.7712376997889|37.7712376997889
"389"|"Female"|"NonWhite"|-0.774490939789503|2.8|2.84027803871199|2.70676496189027|20|31.5589557148994|32.0759543479568
"391"|"Male"|"White"|-0.765966219510802|2.9|2.93572103002299|2.93572103002299|29|36.818833480205|36.818833480205
"392"|"Male"|"White"|-1.25319042904143|2.6|2.7674050476789|2.7674050476789|45|36.2367566227639|36.2367566227639
"393"|"Male"|"White"|-0.861084315074631|2.8|2.90286162899087|2.90286162899087|36|36.7044679871921|36.7044679871921
"395"|"Male"|"NonWhite"|-1.7380997718012|2.2|2.37387762997437|2.37387762997437|28|31.0807968545877|31.0807968545877
"396"|"Male"|"White"|0.188746479839867|3.3|3.26553511295287|3.26553511295287|35|37.986659407207|37.986659407207
"397"|"Male"|"White"|-0.20541131449274|3.1|3.12936976021807|3.12936976021807|36|37.5000930731024|37.5000930731024
"398"|"Male"|"White"|0.408657890076289|3.4|3.34150548617853|3.34150548617853|37|38.2608666098566|38.2608666098566
"401"|"Male"|"White"|0.00384476006017929|3.2|3.20165915196191|3.20165915196191|36|37.7576271167812|37.7576271167812
"403"|"Male"|"NonWhite"|-0.609027942023085|2.7|2.76392564164689|2.76392564164689|30|32.2500120952531|32.2500120952531
"412"|"Male"|"NonWhite"|-0.771369863990168|2.6|2.70784316557732|2.70784316557732|34|32.0792288349929|32.0792288349929
"413"|"Female"|"White"|-0.192095503489272|3.3|3.26748290363319|3.13396982681147|22|36.9117406224238|37.516428547397
"415"|"Male"|"NonWhite"|0.295810228831746|3.1|3.0765101204366|3.0765101204366|33|33.2186917327086|33.2186917327086
"417"|"Male"|"White"|0.69144219855845|3.5|3.43919586720356|3.43919586720356|40|38.6163810519598|38.6163810519598
"421"|"Male"|"White"|-0.767407459128644|2.8|2.93522314084317|2.93522314084317|47|36.8170979459637|36.8170979459637
"422"|"Male"|"White"|-1.46303118535264|2.5|2.69491367236655|2.69491367236655|38|35.9889077808735|35.9889077808735
"425"|"Female"|"White"|0.0731827230357266|3.4|3.3591256513018|3.22561257448008|34|37.2333944709529|37.8433517274436
"428"|"Male"|"White"|-0.902798621892001|2.8|2.88845104677343|2.88845104677343|35|36.654424802278|36.654424802278
"430"|"Male"|"White"|-1.72388797627167|2.4|2.6047983493678|2.6047983493678|38|35.6831646661257|35.6831646661257
"434"|"Female"|"White"|0.139821928166782|3.4|3.38214676366621|3.24863368684449|42|37.3146350508932|37.9259231901025
"436"|"Female"|"White"|0.415039825880555|3.5|3.47722326008455|3.34371018326283|43|37.6520382452844|38.2688537217055
"437"|"Male"|"White"|-0.371510217046016|3|3.07198940143734|3.07198940143734|43|37.2969241939701|37.2969241939701
"438"|"Male"|"White"|1.1221984855143|3.7|3.5880044981616|3.5880044981616|41|39.1642835762174|39.1642835762174
"439"|"Female"|"White"|1.2546195925333|3.9|3.76726363660137|3.63375055977965|42|38.7002865052825|39.3342743787379
"442"|"Male"|"White"|0.293148136985596|3.3|3.30160160377393|3.30160160377393|46|38.1165917864266|38.1165917864266
"445"|"Male"|"White"|0.818169910511285|3.6|3.48297509432388|3.48297509432388|42|38.7767723213484|38.7767723213484
"448"|"Female"|"NonWhite"|0.746589767798482|3.4|3.36574904059212|3.2322359637704|45|33.1687109981553|33.712080633109
"449"|"Male"|"White"|0.489763841062389|3.4|3.36952426592539|3.36952426592539|44|38.3624963664665|38.3624963664665
"451"|"Male"|"White"|0.921154820792553|3.6|3.51855215720692|3.51855215720692|41|38.9076043513329|38.9076043513329
"453"|"Male"|"NonWhite"|-0.557228030037464|2.7|2.78182038681893|2.78182038681893|34|32.3046965710877|32.3046965710877
"467"|"Female"|"White"|0.621283756073827|3.6|3.54847207948625|3.41495900266453|39|37.9068811094356|38.527871420208
"468"|"Female"|"White"|-0.0649437035809986|3.3|3.31140863574941|3.17789555892769|43|37.0655658658872|37.6727737551241
"469"|"Female"|"White"|0.591190247908375|3.6|3.53807600661063|3.40456292978891|42|37.869589221894|38.4899686171767
"470"|"Female"|"White"|0.883377615951673|3.7|3.63901475907557|3.50550168225385|48|38.2332245385139|38.8595610054856
"471"|"Male"|"White"|-1.50404454028709|2.5|2.68074524027721|2.68074524027721|33|35.9406641576175|35.9406641576175
"473"|"Female"|"White"|0.119284610390668|3.4|3.37505196265143|3.24153888582971|38|37.2895789046138|37.9004565741772
"474"|"Female"|"White"|0.632050218961505|3.6|3.55219145085956|3.41867837403784|40|37.9202318320977|38.5414408543328
"479"|"Male"|"White"|0.431541956566065|3.4|3.34941099262897|3.34941099262897|43|38.2895141770154|38.2895141770154
"480"|"Female"|"White"|0.632299826211849|3.6|3.55227767992766|3.41876460310594|42|37.9205414080079|38.5417555017139
"484"|"Female"|"White"|0.427804188553374|3.5|3.48163282389572|3.348119747074|42|37.6677605239735|38.2848335626747
"485"|"Female"|"NonWhite"|0.103084575683541|3.1|3.14344438816384|3.00993131134212|46|32.4779058216288|33.0099586901089
"486"|"Male"|"White"|0.868116340896902|3.6|3.50022953761814|3.50022953761814|42|38.8401692318947|38.8401692318947
"487"|"Male"|"White"|0.266162869295268|3.3|3.29227930050725|3.29227930050725|45|38.082964923203|38.082964923203
"491"|"Male"|"White"|0.0440994938946997|3.2|3.21556551157382|3.21556551157382|43|37.8073715842655|37.8073715842655
"499"|"Female"|"White"|0.0338714158823338|3.3|3.3455452069164|3.21203213009468|46|37.1855525998837|37.7947261111145
"501"|"Female"|"White"|0.425329531301342|3.5|3.48077793130583|3.34726485448411|37|37.6647118955988|38.2817349916872
"503"|"Female"|"White"|1.21094023625738|3.9|3.75217421038665|3.61866113356493|39|38.6450383942553|39.27812119347
"506"|"Male"|"White"|0.895934317891702|3.6|3.50983950779843|3.50983950779843|44|38.8755234670444|38.8755234670444
