"female"|"nonwhite"|"Sex"|"Race"|"resid_LSAT"|"resid_UGPA"|"scf_LSAT"|"scf_UGPA"
"159"|1|0|"Female"|"White"|0.823898808579564|0.0677777506620059|38|3.4
"160"|0|0|"Male"|"White"|2.21518748381011|0.192943308969725|40|3.4
"161"|1|0|"Female"|"NonWhite"|-0.537543055805742|-0.31323501969442|36.639|3.019
"162"|0|0|"Male"|"White"|-1.78481251618989|0.492943308969725|36|3.7
"163"|1|0|"Female"|"White"|-7.17610119142044|0.167777750662006|30|3.5
"164"|0|0|"Male"|"White"|-0.784812516189888|0.492943308969725|37|3.7
"165"|1|0|"Female"|"NonWhite"|3.46245694419426|-0.113235019694419|40.639|3.219
"166"|1|0|"Female"|"NonWhite"|-1.53754305580574|0.286764980305581|35.639|3.619
"167"|0|0|"Male"|"White"|-1.78481251618989|-0.507056691030275|36|2.7
"168"|1|0|"Female"|"White"|-2.17610119142044|-0.432222249337994|35|2.9
"169"|1|0|"Female"|"White"|-9.17610119142044|-0.132222249337994|28|3.2
"170"|0|0|"Male"|"White"|1.21518748381011|-0.807056691030275|39|2.4
"171"|1|0|"Female"|"White"|3.82389880857956|0.567777750662006|41|3.9
"172"|0|0|"Male"|"White"|-8.78481251618989|0.292943308969725|29|3.5
"173"|0|0|"Male"|"White"|-1.78481251618989|-0.107056691030275|36|3.1
"174"|0|0|"Male"|"White"|1.21518748381011|0.592943308969725|39|3.8
"175"|0|0|"Male"|"White"|-1.78481251618989|-0.207056691030275|36|3
"176"|0|0|"Male"|"White"|-1.78481251618989|-0.307056691030275|36|2.9
"177"|0|0|"Male"|"White"|-1.78481251618989|-0.307056691030275|36|2.9
"178"|0|0|"Male"|"White"|-0.784812516189888|-0.407056691030275|37|2.8
"179"|0|0|"Male"|"White"|0.215187483810112|-0.00705669103027473|38|3.2
"180"|0|0|"Male"|"White"|-5.78481251618989|-0.107056691030275|32|3.1
"181"|0|0|"Male"|"White"|-0.784812516189888|-0.107056691030275|37|3.1
"182"|0|0|"Male"|"White"|-10.7848125161899|0.0929433089697249|27|3.3
"183"|1|0|"Female"|"NonWhite"|-0.537543055805742|0.586764980305581|36.639|3.919
"184"|1|0|"Female"|"White"|-6.17610119142044|-0.332222249337994|31|3
"185"|1|0|"Female"|"White"|-4.17610119142044|-0.232222249337994|33|3.1
"186"|0|0|"Male"|"White"|-2.78481251618989|-0.00705669103027473|35|3.2
"187"|1|0|"Female"|"White"|-6.17610119142044|-0.132222249337994|31|3.2
"188"|0|0|"Male"|"White"|-4.78481251618989|-0.207056691030275|33|3
"189"|1|0|"Female"|"White"|-4.17610119142044|-0.232222249337994|33|3.1
"190"|0|0|"Male"|"White"|-3.78481251618989|-0.307056691030275|34|2.9
"191"|1|0|"Female"|"White"|1.82389880857956|0.767777750662006|39|4
"192"|0|0|"Male"|"White"|-3.78481251618989|-0.107056691030275|34|3.1
"193"|0|0|"Male"|"White"|-3.78481251618989|-0.407056691030275|34|2.8
"194"|1|0|"Female"|"White"|-0.176101191420436|-0.532222249337994|37|2.8
"195"|1|0|"Female"|"White"|-12.1761011914204|-0.132222249337994|25|3.2
"196"|0|0|"Male"|"White"|-4.78481251618989|-0.307056691030275|33|2.9
"197"|1|0|"Female"|"NonWhite"|-3.53754305580574|-0.0132350196944193|33.639|3.319
"198"|1|0|"Female"|"White"|-3.17610119142044|-0.332222249337994|34|3
"199"|1|0|"Female"|"White"|-3.17610119142044|-0.632222249337994|34|2.7
"200"|1|0|"Female"|"White"|-7.17610119142044|-0.332222249337994|30|3
"201"|1|0|"Female"|"White"|-4.17610119142044|-0.0322222493379942|33|3.3
"202"|0|0|"Male"|"White"|-3.78481251618989|-0.307056691030275|34|2.9
"203"|1|0|"Female"|"White"|-7.17610119142044|0.0677777506620059|30|3.4
"204"|1|0|"Female"|"White"|0.823898808579564|-0.932222249337994|38|2.4
"205"|0|0|"Male"|"White"|-5.78481251618989|-0.107056691030275|32|3.1
"206"|1|0|"Female"|"White"|2.82389880857956|0.667777750662006|40|4
"207"|1|0|"Female"|"White"|4.82389880857956|0.667777750662006|42|4
"208"|1|0|"Female"|"White"|-2.17610119142044|-0.132222249337994|35|3.2
"209"|1|0|"Female"|"White"|-8.17610119142044|0.0677777506620059|29|3.4
"210"|0|0|"Male"|"White"|-2.78481251618989|-0.307056691030275|35|2.9
"211"|1|0|"Female"|"White"|-5.17610119142044|-0.232222249337994|32|3.1
"212"|0|0|"Male"|"White"|-10.7848125161899|-0.907056691030275|27|2.3
"213"|1|0|"Female"|"White"|0.823898808579564|-0.332222249337994|38|3
"214"|0|0|"Male"|"White"|-6.78481251618989|-0.507056691030275|31|2.7
"215"|1|0|"Female"|"White"|0.823898808579564|-0.332222249337994|38|3
"216"|1|0|"Female"|"White"|-9.17610119142044|0.567777750662006|28|3.9
"217"|0|0|"Male"|"White"|-3.78481251618989|-0.607056691030275|34|2.6
"218"|1|0|"Female"|"White"|-6.17610119142044|-0.332222249337994|31|3
"219"|0|0|"Male"|"White"|-4.78481251618989|-0.307056691030275|33|2.9
"220"|1|0|"Female"|"White"|-2.17610119142044|-0.632222249337994|35|2.7
"221"|1|0|"Female"|"White"|-5.17610119142044|-0.532222249337994|32|2.8
"222"|1|0|"Female"|"White"|-1.17610119142044|-0.732222249337994|36|2.6
"223"|0|0|"Male"|"White"|-0.784812516189888|0.192943308969725|37|3.4
"224"|1|0|"Female"|"White"|-4.17610119142044|-0.132222249337994|33|3.2
"225"|1|0|"Female"|"White"|-0.176101191420436|-0.432222249337994|37|2.9
"226"|0|0|"Male"|"White"|-11.7848125161899|-0.407056691030275|26|2.8
"227"|0|0|"Male"|"White"|0.215187483810112|-0.607056691030275|38|2.6
"228"|0|0|"Male"|"White"|-3.78481251618989|-0.507056691030275|34|2.7
"229"|0|0|"Male"|"White"|-2.78481251618989|-0.307056691030275|35|2.9
"230"|0|0|"Male"|"White"|-7.78481251618989|-0.407056691030275|30|2.8
"231"|1|0|"Female"|"White"|3.82389880857956|-0.332222249337994|41|3
"232"|0|0|"Male"|"White"|-2.78481251618989|-0.00705669103027473|35|3.2
"233"|0|0|"Male"|"White"|-3.78481251618989|-0.307056691030275|34|2.9
"234"|0|0|"Male"|"White"|4.21518748381011|-0.607056691030275|42|2.6
"235"|0|0|"Male"|"White"|-7.78481251618989|-0.107056691030275|30|3.1
"236"|0|0|"Male"|"White"|3.21518748381011|-0.707056691030275|41|2.5
"237"|0|0|"Male"|"White"|-5.78481251618989|0.292943308969725|32|3.5
"238"|1|0|"Female"|"White"|-2.17610119142044|0.367777750662006|35|3.7
"239"|0|0|"Male"|"White"|-6.78481251618989|0.0929433089697249|31|3.3
"240"|0|0|"Male"|"White"|1.21518748381011|-0.107056691030275|39|3.1
"241"|0|0|"Male"|"White"|1.21518748381011|-0.307056691030275|39|2.9
"242"|1|0|"Female"|"White"|2.82389880857956|-0.732222249337994|40|2.6
"243"|0|0|"Male"|"White"|2.21518748381011|0.592943308969725|40|3.8
"244"|0|0|"Male"|"White"|-4.78481251618989|-0.00705669103027473|33|3.2
"245"|0|0|"Male"|"White"|-5.78481251618989|0.0929433089697249|32|3.3
"246"|0|0|"Male"|"White"|1.21518748381011|0.0929433089697249|39|3.3
"247"|1|0|"Female"|"White"|1.82389880857956|-0.632222249337994|39|2.7
"248"|0|0|"Male"|"White"|-4.78481251618989|0.0929433089697249|33|3.3
"249"|0|0|"Male"|"White"|0.215187483810112|0.492943308969725|38|3.7
"250"|1|0|"Female"|"White"|2.82389880857956|0.267777750662006|40|3.6
"251"|0|0|"Male"|"White"|0.215187483810112|0.192943308969725|38|3.4
"252"|0|0|"Male"|"White"|-4.78481251618989|-0.207056691030275|33|3
"253"|0|0|"Male"|"White"|2.21518748381011|-0.00705669103027473|40|3.2
"254"|0|0|"Male"|"NonWhite"|8.85374561942481|0.3119305386133|46.639|3.519
"255"|0|0|"Male"|"NonWhite"|-4.14625438057519|-0.1880694613867|33.639|3.019
"256"|1|0|"Female"|"White"|-4.17610119142044|0.167777750662006|33|3.5
"257"|0|0|"Male"|"White"|2.21518748381011|0.192943308969725|40|3.4
"258"|0|0|"Male"|"White"|-1.78481251618989|-0.107056691030275|36|3.1
"259"|1|0|"Female"|"NonWhite"|-7.53754305580574|-0.31323501969442|29.639|3.019
"260"|0|0|"Male"|"White"|1.21518748381011|0.392943308969725|39|3.6
"261"|1|0|"Female"|"White"|3.82389880857956|0.367777750662006|41|3.7
"262"|1|0|"Female"|"White"|-1.17610119142044|0.567777750662006|36|3.9
"263"|0|0|"Male"|"White"|6.21518748381011|-0.00705669103027473|44|3.2
"264"|1|0|"Female"|"White"|4.82389880857956|0.167777750662006|42|3.5
"265"|0|0|"Male"|"White"|8.21518748381011|0.0929433089697249|46|3.3
"266"|0|0|"Male"|"White"|2.21518748381011|-1.00705669103027|40|2.2
"267"|1|0|"Female"|"White"|3.82389880857956|0.467777750662006|41|3.8
"268"|1|0|"Female"|"NonWhite"|8.46245694419426|0.286764980305581|45.639|3.619
"269"|0|0|"Male"|"NonWhite"|-1.14625438057519|-0.1880694613867|36.639|3.019
"270"|0|0|"Male"|"White"|-0.784812516189888|0.192943308969725|37|3.4
"271"|1|0|"Female"|"White"|2.82389880857956|0.167777750662006|40|3.5
"272"|1|0|"Female"|"White"|-1.17610119142044|0.367777750662006|36|3.7
"273"|1|0|"Female"|"White"|4.82389880857956|0.167777750662006|42|3.5
"274"|0|0|"Male"|"White"|-1.78481251618989|-0.307056691030275|36|2.9
"275"|1|0|"Female"|"White"|-0.176101191420436|0.567777750662006|37|3.9
"276"|1|0|"Female"|"White"|10.8238988085796|-1.03222224933799|48|2.3
"277"|1|0|"Female"|"White"|-0.176101191420436|-0.232222249337994|37|3.1
"278"|1|0|"Female"|"White"|-2.17610119142044|0.567777750662006|35|3.9
"279"|0|0|"Male"|"NonWhite"|0.853745619424807|0.2119305386133|38.639|3.419
"280"|1|0|"Female"|"White"|9.82389880857956|0.567777750662006|47|3.9
"281"|1|0|"Female"|"White"|3.82389880857956|-0.532222249337994|41|2.8
"282"|1|0|"Female"|"White"|2.82389880857956|0.167777750662006|40|3.5
"283"|0|0|"Male"|"White"|6.21518748381011|0.192943308969725|44|3.4
"284"|0|0|"Male"|"White"|0.215187483810112|-0.207056691030275|38|3
"285"|0|0|"Male"|"White"|1.21518748381011|0.392943308969725|39|3.6
"286"|1|0|"Female"|"NonWhite"|-4.53754305580574|0.286764980305581|32.639|3.619
"287"|0|0|"Male"|"White"|8.21518748381011|-0.707056691030275|46|2.5
"288"|0|0|"Male"|"White"|4.21518748381011|-0.207056691030275|42|3
"289"|0|0|"Male"|"NonWhite"|0.853745619424807|-0.1880694613867|38.639|3.019
"290"|0|0|"Male"|"White"|-3.78481251618989|0.492943308969725|34|3.7
"291"|0|0|"Male"|"White"|0.215187483810112|0.0929433089697249|38|3.3
"292"|1|0|"Female"|"White"|-4.17610119142044|0.567777750662006|33|3.9
"293"|0|0|"Male"|"White"|0.215187483810112|0.0929433089697249|38|3.3
"294"|0|0|"Male"|"White"|-3.78481251618989|0.692943308969725|34|3.9
"295"|0|0|"Male"|"White"|-0.784812516189888|0.492943308969725|37|3.7
"296"|0|0|"Male"|"NonWhite"|6.85374561942481|-0.1880694613867|44.639|3.019
"297"|0|0|"Male"|"White"|7.21518748381011|-0.00705669103027473|45|3.2
"298"|0|0|"Male"|"White"|3.21518748381011|-0.00705669103027473|41|3.2
"299"|0|0|"Male"|"White"|-1.78481251618989|0.492943308969725|36|3.7
"300"|0|0|"Male"|"White"|7.21518748381011|0.292943308969725|45|3.5
"301"|0|0|"Male"|"NonWhite"|4.85374561942481|0.4119305386133|42.639|3.619
"302"|1|0|"Female"|"White"|6.82389880857956|0.767777750662006|44|4
"303"|0|0|"Male"|"White"|3.21518748381011|0.292943308969725|41|3.5
"304"|0|0|"Male"|"White"|2.21518748381011|0.292943308969725|40|3.5
"305"|1|0|"Female"|"White"|3.82389880857956|0.0677777506620059|41|3.4
"306"|1|0|"Female"|"White"|6.82389880857956|0.267777750662006|44|3.6
"307"|0|0|"Male"|"White"|2.21518748381011|0.0929433089697249|40|3.3
"308"|1|0|"Female"|"White"|4.82389880857956|0.267777750662006|42|3.6
"309"|0|0|"Male"|"White"|2.21518748381011|-1.20705669103027|40|2
"310"|1|0|"Female"|"White"|7.82389880857956|0.0677777506620059|45|3.4
"311"|1|0|"Female"|"White"|2.82389880857956|0.467777750662006|40|3.8
"312"|1|0|"Female"|"White"|-1.17610119142044|0.367777750662006|36|3.7
"313"|1|0|"Female"|"White"|-3.17610119142044|-0.132222249337994|34|3.2
"314"|1|0|"Female"|"White"|-0.176101191420436|0.167777750662006|37|3.5
"315"|1|0|"Female"|"NonWhite"|-9.53754305580574|-0.31323501969442|27.639|3.019
"316"|0|0|"Male"|"White"|0.215187483810112|0.192943308969725|38|3.4
"317"|0|0|"Male"|"White"|2.21518748381011|0.292943308969725|40|3.5
"318"|1|0|"Female"|"White"|1.82389880857956|0.0677777506620059|39|3.4
"319"|0|0|"Male"|"White"|2.21518748381011|-0.00705669103027473|40|3.2
"320"|0|0|"Male"|"White"|-4.78481251618989|-0.307056691030275|33|2.9
"321"|0|0|"Male"|"White"|0.215187483810112|0.592943308969725|38|3.8
"322"|0|0|"Male"|"White"|5.21518748381011|0.592943308969725|43|3.8
"323"|1|0|"Female"|"White"|0.823898808579564|0.167777750662006|38|3.5
"324"|1|0|"Female"|"White"|-2.17610119142044|-0.0322222493379942|35|3.3
"325"|1|0|"Female"|"White"|1.82389880857956|-0.0322222493379942|39|3.3
"326"|1|0|"Female"|"White"|2.82389880857956|0.467777750662006|40|3.8
"327"|1|0|"Female"|"White"|-4.17610119142044|-0.0322222493379942|33|3.3
"328"|0|0|"Male"|"White"|-0.784812516189888|-0.00705669103027473|37|3.2
"329"|0|0|"Male"|"NonWhite"|1.85374561942481|-0.1880694613867|39.639|3.019
"330"|0|0|"Male"|"White"|-7.78481251618989|-0.607056691030275|30|2.6
"331"|1|0|"Female"|"White"|0.823898808579564|-0.132222249337994|38|3.2
"332"|1|0|"Female"|"NonWhite"|-1.53754305580574|0.586764980305581|35.639|3.919
"333"|1|0|"Female"|"White"|2.82389880857956|-0.332222249337994|40|3
"334"|0|0|"Male"|"White"|-3.78481251618989|0.492943308969725|34|3.7
"335"|1|0|"Female"|"White"|4.82389880857956|0.567777750662006|42|3.9
"336"|0|0|"Male"|"White"|-1.78481251618989|-0.407056691030275|36|2.8
"337"|0|0|"Male"|"White"|-5.78481251618989|-0.507056691030275|32|2.7
"338"|1|0|"Female"|"White"|-7.17610119142044|-0.332222249337994|30|3
"339"|0|0|"Male"|"NonWhite"|3.85374561942481|-0.4880694613867|41.639|2.719
"340"|1|0|"Female"|"White"|-2.17610119142044|0.367777750662006|35|3.7
