LSAT|UGPA|female|male|white|nonwhite|U|org_nonwhite|org_white|scf_UGPA|scf_LSAT
36|3.7|1|0|1|0|0.786057574441944|0|1|3.6084289876753224|38.11158943770529
36|2.9|0|1|1|0|-0.6578781323178929|0|1|2.969624202578158|36.9496258142978
48|2.3|1|0|1|0|-2.1031215848480502|0|1|2.5964535537510636|34.67621170985164
37|3.1|1|0|1|0|-0.51932334955459|0|1|3.151201050546468|36.519184573876345
34|3.2|0|1|1|0|0.485704249456605|1|0|3.3701799359611933|38.35734572677973
47|3.9|1|0|1|0|1.2530332837779299|0|1|3.7719937650854933|38.697950639766475
41|2.8|1|0|1|0|-1.1005798043186599|0|1|2.9476078427179515|35.831700293093554
44|3.4|0|1|1|0|0.423414794501303|0|1|3.348362182636824|38.27930611299333
46|2.5|0|1|1|0|-1.4345243182348701|0|1|2.6975930069799947|36.023169240246716
34|2.8|0|1|1|0|-0.39392745999327294|1|0|3.062076619487447|37.26988557597094
34|3.7|0|1|1|0|1.01089282067162|0|1|3.554134582919807|39.02168833564203
38|3.3|0|1|1|0|0.193860335086978|0|1|3.267957520666277|37.99307607113743
38|3.3|0|1|1|0|0.192347787489862|0|1|3.2674277297026397|37.99119720009874
37|3.7|0|1|1|0|1.0582083215206899|0|1|3.570707499261502|39.08210262579491
40|2.8|0|1|1|0|-0.333278624300775|1|0|3.083319722954938|37.343864055187396
41|3.2|0|1|1|0|0.040383628660272|0|1|3.2142001563699076|37.80290172687042
38|3.4|0|1|1|0|0.9915506590434859|1|0|3.5473597201205496|38.99701840385073
41|3.5|0|1|1|0|0.658473946597405|0|1|3.4306949402560427|38.57463462470986
40|3.5|0|1|1|0|0.658466479116173|0|1|3.4306923246662353|38.57462520646209
41|3.4|1|0|1|0|0.151556445344012|0|1|3.386186087514674|37.32908538357621
40|3.8|1|0|1|0|1.03896869991637|0|1|3.6970146488044686|38.42804742751865
36|3.7|1|0|1|0|0.789436247440602|0|1|3.6096124151768363|38.11579981887247
23|2.8|1|0|1|0|-0.7122356221002181|1|0|3.083630827325471|36.289566427653085
38|3.4|0|1|1|0|0.43130553294565094|0|1|3.351126024205986|38.289183269439306
39|3.4|1|0|1|0|0.194390740480722|0|1|3.401189398842195|37.381401720717
33|2.9|0|1|1|0|-0.729171538368797|0|1|2.944652689374376|36.86359628657729
38|3.8|0|1|1|0|1.300343275644|0|1|3.655518655564936|39.392737252942595
43|3.8|0|1|1|0|1.3138678154613401|0|1|3.6602558149087137|39.41016049160311
39|3.3|1|0|1|0|-0.0581118705019897|0|1|3.312746825630836|37.07405812714811
35|2.8|0|1|1|0|-0.318441801641624|1|0|3.08851652772915|37.36198411830751
38|3.2|1|0|1|0|-0.28453733561728006|0|1|3.2334381377030654|36.8006049295155
35|3.7|1|0|1|0|0.710429686045164|0|1|3.581939261369836|38.01746629824815
37|3.4|1|0|1|0|0.123553856411506|0|1|3.376377788851417|37.29492356834237
38|3.0|1|0|1|0|-0.7087728861925731|0|1|3.0848436990372985|36.29367527435957
38|2.8|0|1|1|0|-0.8767308828861908|0|1|2.892967963898831|36.686172682932884
34|3.1|1|0|1|0|-0.0022389475887584303|1|0|3.3323170988096127|37.141847633431055
34|3.4|0|1|1|0|0.37558367569578605|0|1|3.3316086638899316|38.21948847626095
29|2.5|1|0|1|0|-1.34709534010223|1|0|2.8612623263828016|35.544055266181715
40|3.2|0|1|1|0|0.0267907917540023|0|1|3.2094390750149304|37.7861046796265
30|2.7|0|1|1|0|-1.11305225859753|0|1|2.8101930947938527|36.40379988802577
33|3.8|0|1|1|0|1.2742546244720903|0|1|3.646380740387436|39.359149822738004
36|2.3|0|1|1|0|-1.9338623693326298|0|1|2.5226928664643995|35.4398176480573
30|2.9|1|0|1|0|-1.00231153282819|0|1|2.9820276800488403|35.94701184402729
27|2.7|0|1|1|0|-1.14661498608443|0|1|2.7984372797890873|36.36387351126117
41|2.4|0|1|1|0|-1.70964410894147|0|1|2.601228450048232|35.700582796675384
33|2.3|0|1|1|0|-1.4401929054622298|1|0|2.695607504973067|36.016493326596155
33|3.4|0|1|1|0|0.398721369975196|0|1|3.3397129651178856|38.24841281484468
40|3.7|1|0|1|0|0.829281571021975|0|1|3.623568797387146|38.1654887352093
36|3.1|1|0|1|0|-0.506723060051875|0|1|3.1556144782828826|36.53423279839177
36|3.3|0|1|1|0|0.18704241473855604|0|1|3.2655694486490505|37.98460765523679
42|3.4|1|0|1|0|0.172745857079583|0|1|3.3936079755158923|37.35495624579356
40|3.6|0|1|1|0|0.875519928389633|0|1|3.506718332886247|38.84935424523673
37|3.8|0|1|1|0|1.2616927751606202|0|1|3.6419807768659664|39.342987480153916
45|3.6|0|1|1|0|0.9379785778365891|0|1|3.528595348949155|38.928771362581514
23|3.2|0|1|1|0|0.366484908288196|1|0|3.328421693270313|38.20812013664664
30|2.4|0|1|1|0|-1.78418942215429|0|1|2.5751179108513127|35.61367460746449
38|3.0|1|0|1|0|-0.7110587557229829|0|1|3.084043041244066|36.290962832971374
35|3.0|1|0|1|0|-0.751552218512559|0|1|3.0698596392055273|36.24294637216429
38|3.2|0|1|1|0|-0.0100094068208938|0|1|3.1965492904539476|37.74066709469365
20|2.8|1|0|1|0|-0.72682148518418|1|0|3.0785219246545896|36.272264098777875
29|2.9|0|1|1|0|-0.6843707510785739|0|1|2.9603447920992596|36.917633838795275
45|2.6|0|1|1|0|-1.19431754912449|0|1|2.7817287894981537|36.30720165736865
36|2.8|0|1|1|0|-0.8411225880074119|0|1|2.905440267509837|36.728909347605864
28|2.2|0|1|1|0|-1.7120278182164699|1|0|2.600393522515213|35.697800484398314
35|3.3|0|1|1|0|0.155290897806265|0|1|3.2544480354885024|37.94519452611534
36|3.1|0|1|1|0|-0.22486680786438898|0|1|3.12129247885966|37.47646908944527
37|3.4|0|1|1|0|0.41492994500793606|0|1|3.3453902453582987|38.26868812661315
36|3.2|0|1|1|0|-0.0391018757138453|0|1|3.1863592460819303|37.70478499741209
30|2.7|0|1|1|0|-0.613125698393016|1|0|2.9852993688601352|37.00373097387995
34|2.6|0|1|1|0|-0.7930867497012891|1|0|2.922265492126818|36.78664029728395
22|3.3|1|0|1|0|-0.20110902563624602|0|1|3.2626600708335025|36.90112552896119
33|3.1|0|1|1|0|0.243665252633954|1|0|3.285402390045215|38.05499515775134
40|3.5|0|1|1|0|0.581823292059294|0|1|3.4038469757961836|38.47808117412628
47|2.8|0|1|1|0|-0.7497929382485259|0|1|2.9374297554748585|36.83874987651105
38|2.5|0|1|1|0|-1.54203123492267|0|1|2.659937204876074|35.896768542766885
34|3.4|1|0|1|0|0.108248083539498|0|1|3.3710167277023038|37.276264475500454
35|2.8|0|1|1|0|-0.8388491167395321|0|1|2.9062365826381074|36.73163963175291
38|2.4|0|1|1|0|-1.6955121834018|0|1|2.606178354741476|35.71708231205446
42|3.4|1|0|1|0|0.210675918535841|0|1|3.4068935103632376|37.4013111093805
43|3.5|1|0|1|0|0.404343959849836|0|1|3.474728452172161|37.638893762765726
43|3.0|0|1|1|0|-0.37364511450761295|0|1|3.069180794840455|37.29460933195983
41|3.7|0|1|1|0|1.0657759778884|0|1|3.5733581768118636|39.09177397930941
42|3.9|1|0|1|0|1.2131793519766|0|1|3.758034367725674|38.647557616091355
46|3.3|0|1|1|0|0.320126036552147|0|1|3.312183849663253|38.15025011654764
42|3.6|0|1|1|0|0.879226587482097|0|1|3.5080166421072048|38.85406279289074
45|3.4|1|0|1|0|0.74154711182314|1|0|3.592838575229629|38.05616549788497
44|3.4|0|1|1|0|0.476464925455551|0|1|3.3669437334276573|38.34576015821542
41|3.6|0|1|1|0|0.869611034506471|0|1|3.5046486601100892|38.8418493912477
34|2.7|0|1|1|0|-0.604982431550569|1|0|2.9881516620348068|37.01358460277628
39|3.6|1|0|1|0|0.580092488506446|0|1|3.5362868338934694|37.85579954830672
43|3.3|1|0|1|0|-0.0407208143930917|0|1|3.318838286416718|37.095145077043284
42|3.6|1|0|1|0|0.6464162772151459|0|1|3.5595176690745185|37.937979697903515
48|3.7|1|0|1|0|0.857559703754162|0|1|3.6334736091224125|38.20079213625339
33|2.5|0|1|1|0|-1.53042576227968|0|1|2.664002184085142|35.91039223394046
38|3.4|1|0|1|0|0.186539219315336|0|1|3.398439293673826|37.37180665731879
40|3.6|1|0|1|0|0.599534338228694|0|1|3.543096613842802|37.879870998222614
43|3.4|0|1|1|0|0.45588621637566795|0|1|3.3597357525782336|38.31996824340863
42|3.6|1|0|1|0|0.6105890712952751|0|1|3.5469686888077616|37.893564970509495
42|3.5|1|0|1|0|0.369866301542351|0|1|3.4626521698432438|37.596488080705164
46|3.1|1|0|1|0|0.0892646614144859|1|0|3.3643675184344897|37.25313497143216
42|3.6|0|1|1|0|0.8991229543145941|0|1|3.5149856230352623|38.879346787534246
45|3.3|0|1|1|0|0.259434130188095|0|1|3.290925660090286|38.07462056226068
43|3.2|0|1|1|0|0.0340875425554857|0|1|3.2119948640994616|37.79512054978102
46|3.3|1|0|1|0|-0.0118901084391395|0|1|3.32893664465604|37.130129222004285
37|3.5|1|0|1|0|0.360237550128567|0|1|3.4592795649084542|37.58465376647631
39|3.9|1|0|1|0|1.2146459183548401|0|1|3.758548053123904|38.64941084213111
44|3.6|0|1|1|0|0.908741608763403|0|1|3.5183546913667647|38.8915759236562
37|2.5|0|1|1|0|-1.01119429038567|1|0|2.84587027363837|36.525239202512324
39|3.7|0|1|1|0|1.09743446693758|0|1|3.584447005654449|39.132259017761015
44|3.2|0|1|1|0|0.0632482373573628|0|1|3.2222088055508857|37.83117300606569
42|3.7|1|0|1|0|0.793595032872582|0|1|3.6110690879756118|38.120982986831045
40|3.7|0|1|1|0|1.10322468307905|0|1|3.586475109890712|39.139668110130756
46|3.5|1|0|1|0|0.447773621514755|0|1|3.4899402989582016|37.692378009127296
37|3.0|0|1|1|0|-0.36102349813920503|0|1|3.0736016926100427|37.31000309709725
39|2.9|0|1|1|0|-0.597892140055546|0|1|2.9906351358579006|37.02216623269096
41|2.9|0|1|1|0|-0.668734102930491|0|1|2.9658217469443398|36.93651300231629
30|2.9|0|1|1|0|-0.68420450469547|0|1|2.960403022221521|36.917834508331794
39|2.9|0|1|1|0|-0.600178847715073|0|1|2.9898341844982155|37.01939833239826
29|3.2|1|0|1|0|-0.38465245167653295|0|1|3.198371417215805|36.68034021926955
35|3.2|1|0|1|0|-0.29956178510663|0|1|3.228175614005783|36.78253147948765
34|3.4|0|1|1|0|0.383949968835146|0|1|3.3345390751462975|38.22994462017538
37|2.5|0|1|1|0|-1.47474993679097|0|1|2.6835034211326483|35.9758221505561
34|2.8|1|0|1|0|-1.1476809531996102|0|1|2.9311100061528963|35.776561309854834
41|2.8|1|0|1|0|-1.0494845964850998|0|1|2.9655046543270744|35.89161102275368
34|2.8|0|1|1|0|-0.907892388686146|0|1|2.8820532103944507|36.64881380510972
38|2.7|0|1|1|0|-1.08360438854778|0|1|2.8205076233947945|36.43886731506124
35|3.5|1|0|1|0|0.364153051538582|0|1|3.4606510240738335|37.58946570357947
46|2.7|1|0|1|0|-1.28123815778508|0|1|2.8843297261451633|35.62067347312382
35|3.2|0|1|1|0|-0.0420560520974332|0|1|3.1853245044605747|37.70114328102493
28|3.3|1|0|1|0|-0.13541244612975|0|1|3.2856712172138343|36.980474827869806
35|2.9|1|0|1|0|-0.919631815531942|0|1|3.0109874081150525|36.044318629631476
32|3.8|1|0|1|0|0.9593613648160809|0|1|3.6691310655996574|38.32815546833754
40|3.3|0|1|1|0|0.193299462056542|0|1|3.267761067038081|37.99237934959926
31|3.9|1|0|1|0|1.16846554953509|0|1|3.7423727326613845|38.591097672671765
35|3.6|0|1|1|0|0.8358586179436021|0|1|3.4928264038518115|38.79900841475019
32|3.1|1|0|1|0|-0.539632516299284|0|1|3.144087480672126|36.494942866920994
29|2.5|1|0|1|0|-1.29157644778082|1|0|2.880708595392218|35.608634993494356
40|3.4|1|0|1|0|0.167781399745928|0|1|3.3918691048583667|37.34889336580045
27|3.5|0|1|1|0|1.07279731077786|1|0|3.5758174969182996|39.10074927981117
31|1.9|0|1|1|0|-2.29723125483167|1|0|2.395417829056255|35.02125919929876
32|2.9|0|1|1|0|-0.11801852524276299|1|0|3.158717585164474|37.607622395544915
31|3.1|0|1|1|0|0.196596885360932|1|0|3.2689160356971074|37.99647562182784
27|2.8|1|0|1|0|-0.690316596688782|1|0|3.091308272727433|36.315583166300314
32|2.1|1|0|1|0|-2.19831818244344|1|0|2.563109613189281|34.5684482389399
31|2.9|1|0|1|0|-0.44891070314278797|1|0|3.1758640653606305|36.603356246463775
31|2.9|0|1|1|0|-0.172604924119126|1|0|3.139597935034212|37.540561858245205
29|2.7|0|1|1|0|-0.630356802279426|1|0|2.979263933578673|36.982889401203636
40|1.7|0|1|1|0|-3.16894116564101|0|1|2.0900892334200663|34.03719452052037
34|3.3|1|0|1|0|0.41755575960882896|1|0|3.4793560699337793|37.655156245268266
30|3.4|0|1|1|0|0.927316212511491|1|0|3.524860706276744|38.91520252135456
35|2.3|0|1|1|0|-1.8884838967931599|0|1|2.5385873115324014|35.49243848790706
35|3.2|1|0|1|0|0.178631335077697|1|0|3.3956694465506123|37.3621452040685
30|2.8|0|1|1|0|-0.386719511767212|1|0|3.064601304227165|37.278670036544106
37|2.7|1|0|1|0|-1.36628005488446|0|1|2.8545426115447534|35.52176679270406
34|1.9|0|1|1|0|-2.8096191374749|0|1|2.2159468024125353|34.439434680799906
36|2.7|0|1|1|0|-1.09350838131192|0|1|2.8170386113251045|36.42706956824094
26|3.6|1|0|1|0|1.0408603961357399|1|0|3.6976772418791466|38.43042430802309
26|2.9|1|0|1|0|-0.475792615124705|1|0|3.1664482994829273|36.571198587587936
26|2.8|1|0|1|0|-0.6668964342982621|1|0|3.0995115123643777|36.34340228825682
37|1.9|0|1|1|0|-2.2779304172330095|1|0|2.4021782175358695|35.04336667506071
20|2.7|1|0|1|0|-0.983860211372691|1|0|2.9884905136105337|35.968704637505276
32|2.4|0|1|1|0|-1.73354357895567|0|1|2.592857326208296|35.67269667560473
32|2.0|0|1|1|0|-2.08833128381441|1|0|2.4685879674110214|35.26127970206839
23|3.5|0|1|1|0|1.0236559194427801|1|0|3.558605036880972|39.037975557378516
29|2.7|1|0|1|0|-0.8658397616669691|1|0|3.029828827788404|36.10776855586269
39|2.5|0|1|1|0|-1.49914450063979|0|1|2.674958883748414|35.94713913534978
33|3.0|1|0|1|0|-0.7477493076431608|0|1|3.0711916619583772|36.24745309497521
28|2.7|1|0|1|0|-0.93678915768687|1|0|3.00497780891232|36.02410430539823
30|2.5|1|0|1|0|-1.8018074581510801|0|1|2.701993043447026|35.019521652453385
32|3.4|1|0|1|0|0.634544143702062|1|0|3.555359288163844|37.92325613595147
29|2.6|1|0|1|0|-1.10618021761725|1|0|2.9456462195836535|35.82513971759875
30|3.6|1|0|1|0|1.03867477417947|1|0|3.6969116972016978|38.42767812858751
36|2.9|1|0|1|0|-0.41480382933239707|1|0|3.1878104752303984|36.64419751310067
24|2.7|1|0|1|0|-0.917339117572648|1|0|3.0117904576610637|36.04702068439173
39|3.4|1|0|1|0|0.667562166569933|1|0|3.5669243127527817|37.96421852997636
25|3.6|1|0|1|0|0.977845090321245|1|0|3.675605249133233|38.35132583314785
32|3.0|1|0|1|0|-0.250296810472751|1|0|3.2454313608230345|36.841827275414474
34|2.9|1|0|1|0|-0.37997001722800605|1|0|3.200011505410971|36.6859562892417
28|3.0|1|0|1|0|-0.269335009177349|1|0|3.238762965291635|36.81890139302802
35|2.7|1|0|1|0|-0.835710793288302|1|0|3.0403819206108595|36.14335569233751
30|3.3|0|1|1|0|0.677904448650146|1|0|3.4375007455253224|38.59914884067904
24|3.6|1|0|1|0|1.01401953921665|1|0|3.6882758561117543|38.39671303068934
39|2.9|0|1|1|0|-0.118663362683123|1|0|3.1584917218266395|37.60682950041827
35|2.8|1|0|1|0|-1.14111345898148|0|1|2.9334103629133335|35.78424445659052
33|2.9|1|0|1|0|-0.398005908351819|1|0|3.1936941821368|36.66432892436204
29|2.6|0|1|1|0|-0.8396740785430871|1|0|2.905947628221266|36.73064888535422
28|2.4|0|1|1|0|-1.2491023984468401|1|0|2.762539629321917|36.24222482327757
29|2.4|1|0|1|0|-1.5077698479120298|1|0|2.8049838314204654|35.35781744003157
32|3.2|1|0|1|0|0.22245989331198998|1|0|3.4110210124425397|37.415724179575285
30|3.4|1|0|1|0|0.606455111907104|1|0|3.5455207116782654|37.88844347820529
40|3.7|0|1|1|0|1.11549043418208|0|1|3.5907713608708507|39.15536785438724
46|4.0|1|0|1|0|1.49693192639839|0|1|3.8574226779674596|39.00778126637441
33|3.3|0|1|1|0|0.700440185448368|1|0|3.4453942027212365|38.62760024474352
47|3.7|0|1|1|0|1.11527242214022|0|1|3.590694999102162|39.155088751424415
