LoanApproval,AnnualSalary,AccountBalance,Gender
No,75000,27141.62071062171,Female
Yes,125000,36367.722543907716,Female
Yes,120000,36316.387384361355,Male
Yes,134000,37677.120352837934,Female
Yes,140000,45479.30986851087,Male
No,85000,25342.720846628752,Female
No,80000,20680.566440678187,Male
No,80000,20641.437382710425,Male
No,13500,7270.3781781000935,Female
Yes,120000,38255.396240669696,Male
Yes,110000,31610.29844016897,Male
No,50000,13752.410354801226,Male
No,52000,15825.612947190531,Female
Yes,130000,35905.98331078146,Male
Yes,140000,41729.30788363598,Male
Yes,100000,25710.126398264696,Male
Yes,160000,48079.419417985155,Male
Yes,130000,41272.86573543982,Male
Yes,110000,29359.060694260683,Male
No,80000,20914.18744552194,Male
Yes,150000,46363.19836987996,Male
Yes,119500,30748.71573797371,Female
Yes,110000,32366.14152500023,Male
No,100000,23929.8356304389,Male
Yes,100000,31247.75420944398,Male
Yes,130000,42905.198426218,Male
Yes,120000,35427.69339488555,Male
Yes,170000,51468.30222164821,Male
Yes,113500,36361.75699705864,Female
No,66500,14686.614001914382,Female
Yes,150000,47221.91235575974,Male
Yes,112000,34433.68745579914,Female
No,91500,23615.672311119437,Female
Yes,112500,31038.413895948976,Female
Yes,100000,29278.058199676896,Male
No,90000,23114.011663876154,Male
Yes,140000,43121.49523047523,Male
No,31500,8612.762323311035,Female
No,80000,27609.716716684063,Male
Yes,190000,54669.94332211157,Male
No,80000,21229.943742711625,Male
Yes,100000,28930.47567566336,Male
No,62000,18153.816855430385,Female
No,60000,18912.068330786777,Male
No,80000,25559.99238224875,Male
No,92000,24162.372130264946,Female
No,90000,26192.64992588299,Male
Yes,110000,32230.538768046677,Male
Yes,140000,40153.58314276464,Male
No,80000,27691.22520093468,Male
No,80000,19711.243829391056,Male
Yes,120000,31941.467003749203,Male
No,83500,25068.772756158916,Female
No,90000,23600.472406817087,Male
No,90000,22801.7352742903,Male
No,26500,7365.245787379591,Female
Yes,110000,34683.57224981165,Male
Yes,110000,34935.41769172179,Male
Yes,86500,27819.89956276706,Female
No,60000,25296.961665630173,Male
Yes,110000,34304.49320460522,Male
No,78000,21309.2242090174,Female
Yes,120000,31940.328225751196,Male
Yes,90000,29434.669585235733,Male
No,60000,20387.450118510485,Male
No,90000,24605.67444298635,Male
Yes,100000,26263.237877361717,Male
No,60000,18627.95077505575,Male
No,80000,18453.970007452896,Male
No,37500,6174.793864713516,Female
No,70000,19403.801810958685,Male
No,91000,23510.610759587827,Female
No,66500,14922.199215080933,Female
Yes,110000,33575.08836840465,Male
No,40000,11212.611235209455,Male
No,70000,25940.260672431505,Male
Yes,100000,25914.141938131335,Male
Yes,120000,34657.70008375976,Male
Yes,110000,31818.971923841884,Male
Yes,110000,33651.441646333704,Male
No,80500,21509.58872567274,Female
Yes,130000,39444.533908459,Male
Yes,170000,52848.034207807345,Male
Yes,130000,40255.20435500016,Male
No,60000,15462.122472716956,Male
Yes,183500,52519.20899322632,Female
Yes,150000,50452.98636069982,Male
Yes,100000,28815.306387262026,Male
No,80500,20636.34944290981,Female
Yes,128000,37113.157885854744,Female
Yes,110000,30714.673392367928,Male
No,80000,22396.42216270829,Male
Yes,96500,26302.8886675807,Female
Yes,120000,38153.58857481717,Male
No,80000,23902.868792467034,Male
Yes,102000,32738.65918397227,Female
Yes,140000,39110.38196412348,Male
Yes,100000,29420.59392895514,Male
No,85000,24169.89194582711,Female
No,70000,21883.930973507406,Male
Yes,103000,31303.833635820898,Female
No,40000,16441.5175964246,Male
Yes,138000,40929.43412231211,Female
Yes,120000,34956.4586904351,Male
Yes,90000,27955.275575770564,Male
No,55000,14109.690677934708,Female
Yes,130000,38901.689851444484,Male
No,70000,18963.494080215365,Male
Yes,140000,44422.397937994,Male
Yes,110000,28274.784975707043,Male
Yes,140000,40254.16388993481,Male
No,90000,26288.15983276724,Male
No,80000,22165.012564589753,Male
No,44000,10186.554456469767,Female
No,85000,20955.38529965373,Female
No,33500,6928.770458226972,Female
Yes,110000,34730.412764844295,Male
Yes,160000,44007.692993329074,Male
No,80500,24307.732761567204,Female
No,65000,18623.961926494972,Female
No,79000,26919.30561047171,Female
Yes,120000,37127.89885199466,Male
No,70000,17709.92854053711,Male
Yes,100000,32059.45805016529,Male
No,80000,26667.882920225027,Male
No,82000,22193.585084707847,Female
No,90000,24257.50413557251,Male
No,70000,21711.90695482114,Male
No,73500,17056.23929115252,Female
No,90500,26836.55708876215,Female
No,80000,23756.35860521735,Male
Yes,210000,62382.184570088604,Male
No,43500,13898.82034121158,Female
Yes,110000,28864.55483332265,Male
Yes,120000,34756.320468716185,Male
Yes,180000,56768.38395831291,Male
Yes,119500,35367.8497011749,Female
Yes,100000,26550.1614737186,Male
No,90000,25383.015412246248,Male
No,69000,20725.395794645992,Female
No,38000,8772.332020246598,Female
Yes,120000,33587.973595311436,Male
Yes,120000,35780.65954547191,Male
No,92000,26108.356050041846,Female
No,89500,24978.958357994932,Female
Yes,100000,32059.795134131014,Male
No,60000,22000.61862902529,Male
No,65000,19360.437709305214,Female
No,59500,22502.187300564037,Female
Yes,90000,31225.22990210671,Male
Yes,100000,33212.73071509856,Male
No,66500,18660.296426284665,Female
Yes,90000,28254.199932303876,Male
No,95000,21889.778076510058,Female
Yes,108000,31055.6409862583,Female
No,30000,5349.464683108037,Male
No,76500,23280.271050621617,Female
Yes,110000,38071.43022231223,Male
No,59500,13428.389631498434,Female
No,56500,12692.865656840251,Female
Yes,230000,73395.95151571478,Male
No,45000,9139.508725681691,Female
No,80000,24740.17553247711,Male
No,43500,17948.430547532855,Female
No,79500,20414.03286699023,Female
No,32000,10616.709053478386,Female
Yes,126500,36803.84434006377,Female
No,60000,15442.676604673088,Male
Yes,130000,39888.871354089126,Male
Yes,115000,29243.053398155564,Female
Yes,120000,38285.74543230572,Male
Yes,100000,30948.964369030105,Male
Yes,90000,31525.85987815482,Male
No,85000,25082.45086837818,Female
No,43500,8704.732897698344,Female
Yes,85500,28102.592939445443,Female
Yes,110000,28411.598698808717,Male
No,80000,28839.38750644184,Male
No,62000,15467.419122630985,Female
Yes,120000,36859.62852063905,Male
No,60000,15961.306098271132,Male
No,70500,20554.187096088142,Female
No,53500,15215.588689516037,Female
Yes,108000,31037.59099407022,Female
Yes,130000,38694.815168495035,Male
Yes,110000,31202.188450446043,Male
No,90000,25661.39903757816,Male
Yes,142500,41497.473012055925,Female
No,60000,18275.151510626536,Male
Yes,103500,31309.313114283646,Female
No,36500,7181.612523706255,Female
No,59500,19443.8391381169,Female
No,80000,28722.79885668945,Male
Yes,130000,33750.25686016417,Male
No,80000,26496.523631136217,Male
No,33500,12332.908612461384,Female
Yes,160000,44148.0650019168,Male
No,70000,22387.26414405985,Male
Yes,102000,31784.6006992435,Female
No,80000,23480.45573922863,Male
No,80000,22493.471848835274,Male
Yes,120000,38837.81980797327,Male
No,40000,8685.617702361491,Male
Yes,90000,28120.166249295817,Male
No,80000,22514.17805357694,Male
No,58000,15559.724027877686,Female
Yes,100000,32441.56288736202,Male
Yes,100000,31302.268782895466,Male
No,58000,19399.265168629216,Female
Yes,98000,29186.924782819377,Female
No,83500,24857.488690962917,Female
No,70000,23089.457306897086,Male
Yes,120000,36718.92753912993,Male
No,82000,25168.13704865993,Female
Yes,150000,44805.14546462297,Male
No,80000,25480.175626627224,Male
Yes,130000,39103.57507903498,Male
Yes,156500,42407.67155988446,Female
No,27500,3146.8883109256976,Female
No,60000,16196.341658372912,Male
No,50500,11772.608649039254,Female
No,80000,24807.034153763074,Male
Yes,120000,32290.89294261482,Male
No,90000,23283.01744944058,Male
Yes,111000,36171.711458732956,Female
Yes,111000,29253.078685623626,Female
No,81000,23244.925205599433,Female
No,80000,28259.35516076115,Male
Yes,100000,30139.47771263903,Male
No,80000,23798.050489619876,Male
No,60000,17669.968515412613,Male
No,69500,19080.14745610313,Female
No,80000,23718.997642149483,Male
Yes,110000,33180.2753285909,Male
No,60500,11306.053590077903,Female
Yes,144000,37575.904468858454,Female
No,45000,9764.878107737653,Female
No,76000,19385.81267393325,Female
Yes,100000,25149.168079947387,Male
Yes,100000,31095.771960639217,Male
No,61000,21050.323787092315,Female
No,76500,23333.54881745444,Female
Yes,140000,41129.94311014987,Male
No,76500,21061.27448065678,Female
Yes,160000,43294.26273308806,Male
Yes,100000,29658.958656134404,Male
No,80000,23362.04993960963,Male
No,85000,26331.88510061314,Female
Yes,100000,28835.042092461004,Male
No,70000,23207.65094891561,Male
No,70000,28061.07365768432,Male
Yes,150000,40641.043399111746,Male
Yes,100000,29582.038616874997,Male
Yes,128000,33678.81339162896,Female
Yes,140000,43740.404108940806,Male
No,92000,23486.93257330752,Female
Yes,100000,28058.27427875918,Male
No,33500,9651.559757430152,Female
No,90000,24211.88330665158,Male
Yes,120000,34348.71960132165,Male
Yes,180000,55730.49485127342,Male
Yes,90000,29507.867100683685,Male
Yes,105000,33660.151296447824,Female
Yes,111500,28596.608281690533,Female
Yes,130000,40315.22514151923,Male
Yes,100000,30579.524102495863,Male
Yes,110000,34624.795387810984,Male
Yes,100000,29691.575315972885,Male
No,90000,25394.246870093735,Male
Yes,120000,32123.203081054555,Male
Yes,119000,37041.798256648486,Female
No,80000,24156.77734564443,Male
Yes,140000,43384.102351113754,Male
Yes,110000,34682.88984402077,Male
Yes,90000,29444.76514113549,Male
No,70000,19508.70478599411,Male
No,69500,16793.98457755885,Female
Yes,130000,36922.50653605337,Male
Yes,100000,30711.30239876818,Male
Yes,160000,49820.05119535899,Male
No,35000,10989.64760722874,Female
Yes,150000,43190.79788024202,Male
Yes,100000,29707.718489281204,Male
Yes,130000,34455.24560617747,Male
Yes,100000,28058.21705606973,Male
No,81000,20895.52072288757,Female
Yes,110000,34018.2203647325,Male
Yes,140000,42737.04756877846,Male
No,70000,26164.602120079857,Male
No,70000,15186.19416488074,Male
Yes,149500,43241.52188295196,Female
Yes,106500,32407.032026157463,Female
Yes,112000,34995.557232900646,Female
No,55500,7430.117295920353,Female
Yes,150000,45835.72387240058,Male
Yes,140000,45779.44360696974,Male
No,70000,23211.976112896453,Male
No,90000,24438.025752521582,Male
Yes,115000,27643.622664251663,Female
Yes,130000,36789.3329572927,Male
No,96500,21987.76157641051,Female
No,88000,24367.449453427133,Female
No,43500,8730.01433821012,Female
Yes,125000,36040.498084411316,Female
No,70000,20981.865966134144,Male
No,59500,18940.65690719132,Female
Yes,140000,40502.816632314265,Male
Yes,100000,27107.411282760062,Male
No,80000,25672.68465237901,Male
No,90000,24792.264374748058,Male
No,37500,10377.82147313596,Female
Yes,110000,30438.067616706987,Male
Yes,110000,35949.77099174429,Male
Yes,130000,38692.436297496315,Male
Yes,130000,40048.63528805049,Male
Yes,108000,31698.211388093678,Female
Yes,150000,47916.51555617214,Male
Yes,180000,52244.98322222892,Male
Yes,100000,32373.60620349114,Male
Yes,130000,33822.53249573752,Male
No,42000,7310.885336839967,Female
Yes,110000,30112.390270564036,Male
No,60500,13234.43597236268,Female
No,71000,21461.01791699095,Female
Yes,140000,41249.24120942139,Male
Yes,100000,28635.877976473552,Male
No,19500,4943.794464799741,Female
No,90000,26824.66933479882,Male
No,43500,11367.935899014934,Female
No,80000,24408.827887580996,Male
No,69000,22605.130592256075,Female
Yes,85000,30078.216722598558,Female
Yes,120000,36498.77923358459,Male
Yes,120000,36135.093229334,Male
Yes,90000,27435.614331335597,Male
Yes,113500,31000.562630044005,Female
Yes,90000,31663.668064483398,Male
No,80000,28499.118553717715,Male
Yes,140000,40872.243212364534,Male
Yes,113500,35077.82468921992,Female
Yes,110000,31928.00186456943,Male
No,90000,23983.224219195567,Male
No,80000,23072.95383430202,Male
Yes,130000,36238.377126167186,Male
Yes,121000,36462.22622677286,Female
Yes,130000,39197.98891495739,Male
Yes,82000,29573.30447238164,Female
No,43500,11630.790461042598,Female
Yes,108000,30854.34056765907,Female
Yes,150000,39899.49754106299,Male
Yes,140000,41695.764497242904,Male
Yes,100000,30196.46646668683,Male
No,76500,23279.86680532455,Female
Yes,89500,28635.038692280297,Female
No,80000,25426.752646391364,Male
No,90000,24456.48614782629,Male
Yes,180000,51621.47992897869,Male
Yes,130000,41265.29472529122,Male
Yes,140000,42626.40246380654,Male
Yes,130000,39683.63618533012,Male
Yes,90000,29993.90365155861,Male
Yes,100000,30842.722282658466,Male
No,50000,14254.985981540161,Male
Yes,120000,39559.00477342335,Male
No,70000,22532.569475887954,Male
Yes,120000,35374.649797757585,Male
Yes,93500,30694.87602806293,Female
No,68000,16814.010653240002,Female
No,70000,18760.279778200038,Male
Yes,96500,28420.229000279094,Female
Yes,120000,37460.258399432554,Male
Yes,128000,37554.80890306584,Female
Yes,90500,29101.130634030946,Female
Yes,122000,32659.508298998397,Female
Yes,160000,44098.59709763232,Male
Yes,90000,27500.42540042644,Male
No,93500,26151.675771834147,Female
Yes,113500,31302.02115536014,Female
No,70000,17984.181516768014,Male
No,50000,13615.00721221965,Male
Yes,136500,41708.42934181718,Female
No,50000,11579.835912268692,Male
Yes,110000,34938.79971694961,Male
Yes,105000,30313.12089500443,Female
No,49500,16558.67416548895,Female
No,70000,19740.05025929378,Male
No,80000,25569.68296728738,Male
No,90000,25134.012688581104,Male
No,78000,20144.245942893638,Female
No,70000,22602.983811157344,Male
Yes,150000,44189.166559491954,Male
No,60000,18519.077757076655,Male
No,100000,23866.067459092494,Male
Yes,150500,43645.46455719633,Female
Yes,100000,30499.78848504732,Male
Yes,93500,26393.831526217014,Female
Yes,160000,45158.1959675679,Male
No,70000,17690.676593961394,Male
Yes,97500,30397.813557818496,Female
Yes,160000,45271.51832188316,Male
No,90000,22639.257120841612,Male
No,50000,18669.16964256046,Male
Yes,130000,40373.05876779658,Male
No,80000,24968.110362963303,Male
No,70000,25153.888294230972,Male
No,60000,15433.334842417158,Male
No,79000,19002.250133182188,Female
Yes,110000,29657.82399850904,Male
Yes,110000,36288.00610192924,Male
Yes,150000,40010.59205254119,Male
No,40000,12598.499036084459,Male
No,80000,20875.53787463864,Male
Yes,120000,38800.54821452986,Male
No,96500,24589.519534733463,Female
No,60000,20064.846621055494,Male
No,42000,11350.168496816874,Female
Yes,110000,36616.85782372226,Male
Yes,120000,35454.0247698353,Male
No,50000,20936.38224327857,Male
No,82500,23832.556224918153,Female
Yes,160000,47099.699289726785,Male
No,69000,17535.95022358142,Female
No,41500,10599.834894779784,Female
Yes,100000,33983.042868959186,Male
No,73500,22611.057555572585,Female
Yes,100000,28107.04159583249,Male
Yes,100000,30977.561619209395,Male
No,60000,13798.939073259327,Male
No,59000,17498.445375807,Female
Yes,130000,36895.34642687952,Male
Yes,110000,32306.387395429207,Male
Yes,100000,31085.116833142725,Male
Yes,100000,25157.268608339924,Male
No,76500,25385.11508668261,Female
No,70000,24799.00402762974,Male
Yes,125000,32862.62461991479,Female
Yes,80000,30360.781217949556,Male
No,50000,12779.085014413859,Male
No,80000,24770.279452754094,Male
Yes,100000,27345.935804365487,Male
No,56500,18848.804467481583,Female
Yes,100000,35761.89771001634,Male
Yes,110000,32263.06773214315,Male
Yes,110000,28159.0573596681,Male
No,46500,11834.663438047017,Female
Yes,110000,29016.718654774726,Male
No,90000,24630.237636535894,Male
Yes,100000,25738.369256561127,Male
Yes,120000,39283.94325919534,Male
Yes,125000,34061.34743445124,Female
No,70000,16862.29567144749,Male
No,70000,22333.517912191714,Male
No,37500,8625.389977322064,Female
No,90000,20858.69292128506,Male
No,80000,28336.120839999872,Male
No,90000,22753.809157987325,Male
Yes,150000,47784.976069842814,Male
Yes,97500,30663.37524482994,Female
No,30000,9925.32634251101,Male
Yes,120000,38369.567579694616,Male
No,75500,21844.701078750077,Female
No,90000,26623.682312719324,Male
Yes,141500,40548.872263345926,Female
No,90000,22971.32400589482,Male
No,50000,14523.227979494273,Male
No,70000,20911.787634913497,Male
No,50000,12975.02254499394,Male
Yes,110000,30640.25875503988,Male
Yes,96000,28636.117605747346,Female
No,86500,23216.73089630164,Female
Yes,130000,39455.41687759116,Male
Yes,120000,40109.05284197596,Male
No,60000,18173.441277594364,Male
No,65000,14346.599978394242,Female
Yes,130000,40198.90363067067,Male
Yes,100000,28625.355381856094,Male
Yes,100000,32295.20024295287,Male
Yes,150000,46159.630957825175,Male
Yes,100000,29843.808235845416,Male
Yes,100000,26950.25358483023,Male
Yes,90000,30530.325077878304,Male
No,60000,15417.594977629806,Male
Yes,150000,48543.44724661453,Male
Yes,110000,30762.605872288397,Male
Yes,110000,36697.16291578955,Male
No,39500,12703.353900280283,Female
Yes,115000,34143.90908835077,Female
No,78000,17505.590981310655,Female
No,70000,19381.01484821242,Male
No,80000,22151.510590184094,Male
Yes,140000,45001.780597454774,Male
No,23000,6462.860979564503,Female
Yes,101000,30928.29047195938,Female
Yes,160000,49625.34530917162,Male
Yes,100000,31092.448492549654,Male
No,84000,24810.24074839222,Female
No,80000,25130.571440943888,Male
No,81000,23564.92754796258,Female
Yes,130000,43941.113962653515,Male
Yes,130000,34988.40874039117,Male
Yes,130000,40866.06139959377,Male
Yes,95000,31161.273413192972,Female
Yes,100000,30595.50849921547,Male
Yes,100000,29244.873796819502,Male
No,84000,26096.03903734484,Female
No,30000,8509.253688704022,Male
Yes,140000,42688.32424431517,Male
No,76000,24683.223359068565,Female
Yes,129000,40904.74828805131,Female
No,84000,27835.368644571543,Female
No,70000,27115.62284656588,Male
Yes,130000,42520.8613487749,Male
Yes,110000,37520.8924508216,Male
Yes,129500,44641.512488122535,Female
No,80000,24759.91691958877,Male
No,82000,23827.06307735269,Female
No,52000,14806.466043006385,Female
Yes,90000,27956.0681698868,Male
Yes,110000,34856.78019458656,Male
Yes,136500,44764.76969586809,Female
Yes,160500,46577.65265695768,Female
No,12000,608.4148582298496,Female
Yes,100000,30058.659522589147,Male
No,76500,19643.24968226719,Female
Yes,110000,32074.076462578018,Male
No,80000,26822.242555975037,Male
No,37500,10336.566874708944,Female
No,90000,26996.059917023187,Male
No,80000,26153.61479598712,Male
Yes,100000,33947.80997045299,Male
No,16500,2415.644903758486,Female
No,77500,21764.239805807945,Female
No,70000,21479.744338244425,Male
Yes,130000,40689.47608214081,Male
Yes,90000,28440.34524938999,Male
Yes,133500,38988.445711195025,Female
Yes,100000,33096.86816523917,Male
No,50000,16934.254825146487,Male
Yes,109000,29216.265310917373,Female
Yes,130000,38692.025917507286,Male
Yes,99500,34295.461397480816,Female
No,40500,8590.350975097774,Female
No,60000,13781.912965477193,Male
Yes,180000,49942.76469779137,Male
No,56500,19843.968849377376,Female
No,40000,15560.065049838755,Male
Yes,110000,34411.78321704587,Male
No,63500,14116.755484267851,Female
Yes,128000,36740.47058001329,Female
Yes,140000,45641.173920615125,Male
No,90000,23124.028036045864,Male
Yes,115500,37683.21837473052,Female
Yes,110000,31685.58147770926,Male
Yes,116500,34451.03423204126,Female
No,65000,21532.506934958143,Female
No,82000,19025.931868231768,Female
Yes,128000,34959.65318747098,Female
Yes,120000,39160.864064146925,Male
Yes,100000,25618.375790917373,Male
Yes,110500,28665.10978938412,Female
Yes,112000,28756.96251711034,Female
Yes,139500,41155.16219388643,Female
Yes,90000,28310.842371877163,Male
No,90000,25493.653502405647,Male
Yes,110000,31253.392156910522,Male
Yes,120000,39206.96125540027,Male
Yes,100000,27887.872935089676,Male
Yes,140000,38711.14241122122,Male
Yes,140000,43453.574138693395,Male
No,43500,11591.382007856791,Female
Yes,130000,34768.93943915816,Male
Yes,130000,37001.67598266685,Male
Yes,160000,49570.53304450207,Male
No,52500,18807.509645254504,Female
Yes,110000,30424.996135863097,Male
No,70000,22029.3349919072,Male
No,59500,18298.824778726743,Female
No,60500,18542.199791825326,Female
Yes,110000,34090.31207097637,Male
Yes,120000,35533.51774001518,Male
No,80000,26355.04515952484,Male
No,37500,10259.936802522894,Female
No,74500,18030.896359449733,Female
No,76500,19997.88151074623,Female
No,46500,10949.223783417521,Female
No,79000,27032.623201982926,Female
Yes,160000,49376.089695061026,Male
No,90000,26722.257960387225,Male
No,75500,21730.615498346466,Female
Yes,110000,30103.314063418027,Male
Yes,132500,37307.940544984325,Female
No,62000,17863.582079224063,Female
Yes,140000,39556.754943613305,Male
No,66500,16393.592099246875,Female
Yes,90000,28983.925905263663,Male
Yes,130000,39547.22828942833,Male
Yes,130000,39352.17223346395,Male
No,70000,21285.811531050567,Male
Yes,110000,33598.77083640243,Male
No,70000,23826.951834979205,Male
No,70000,18530.469215870256,Male
No,50000,16313.498359831312,Male
Yes,130000,36220.70441750633,Male
Yes,110000,33457.670797282655,Male
Yes,105000,30439.166304373535,Female
Yes,150000,45379.80337145268,Male
Yes,100000,26353.230638762238,Male
No,90000,25672.312114725086,Male
No,83500,22397.859450172447,Female
Yes,110000,31396.356196436307,Male
Yes,110000,33068.44626181773,Male
No,50000,13811.834530044509,Male
No,70000,20741.609586044025,Male
Yes,190000,58046.935030494904,Male
Yes,110000,37060.00672802519,Male
No,60000,16737.974358612002,Male
Yes,90000,27365.234530599708,Male
Yes,160500,45796.79552569267,Female
No,80000,25291.34306612506,Male
Yes,110500,29655.395598171686,Female
No,50000,12240.699589519461,Male
No,72000,20240.076074025437,Female
No,68000,17176.876751623215,Female
Yes,120000,34863.642430891035,Male
Yes,100000,31831.197993721034,Male
Yes,116500,29694.27469560515,Female
Yes,120000,37771.65570441496,Male
Yes,140000,45189.403406375175,Male
No,58000,21581.189293868,Female
Yes,140000,42457.81554486923,Male
No,79000,21114.02750482285,Female
Yes,100000,33461.70342308968,Male
Yes,108000,34341.14798327673,Female
No,42000,11019.945742537566,Female
No,70000,20918.146053096403,Male
Yes,90000,33109.876779096936,Male
No,83500,22599.669224181045,Female
No,80000,23510.646788225356,Male
No,90000,23757.456145960667,Male
Yes,160000,43287.64867233417,Male
Yes,120000,37292.2714626701,Male
No,60000,19070.424199838762,Male
Yes,120000,40689.454601435085,Male
Yes,90000,29455.059051434433,Male
No,65000,16718.93622414543,Female
Yes,100000,33936.034777714434,Male
Yes,160000,51091.898582867056,Male
No,80000,25776.248045349126,Male
No,9000,5782.844469328304,Female
Yes,110000,27871.536049931176,Male
No,30000,9747.247859370978,Male
No,90000,22926.047261633565,Male
Yes,160000,44814.83641573462,Male
Yes,150000,44892.45584622023,Male
Yes,106500,32585.04655520843,Female
No,90000,24463.176695436887,Male
Yes,190000,58885.35946913172,Male
Yes,160000,47615.576895322156,Male
No,80000,23934.883752777576,Male
Yes,100000,32727.70112218175,Male
Yes,175000,50322.3511875059,Female
No,78000,24307.244953267247,Female
Yes,102000,26979.648527064524,Female
Yes,180000,50963.309377961086,Male
Yes,90000,28736.974707995476,Male
No,29500,8490.575460618633,Female
Yes,101000,30528.120518800337,Female
Yes,110000,32153.540992603233,Male
Yes,120500,34481.55456650388,Female
Yes,110000,33846.73773658788,Male
Yes,148000,43031.36802354282,Female
No,90000,23818.603317143334,Male
Yes,130000,36856.581234175865,Male
Yes,99000,26820.312058726464,Female
No,60000,15090.022073323513,Male
Yes,98000,31110.665563546085,Female
No,70000,23636.11486440093,Male
No,80000,25457.944379008164,Male
Yes,98000,31331.523812135034,Female
No,85500,26469.48200894626,Female
Yes,110000,35100.04072336527,Male
Yes,140000,44204.959950293756,Male
Yes,140000,46414.288352352414,Male
Yes,100000,25080.937367844308,Male
Yes,100000,30249.811846667475,Male
Yes,100000,29954.292640086882,Male
No,20000,6500.341253148584,Male
No,90000,24110.03474798331,Male
No,70000,23936.3842757513,Male
Yes,150000,41673.89345906629,Male
Yes,130000,40199.95478312415,Male
No,52000,19238.025068193434,Female
No,26500,3055.2244113251354,Female
No,80000,24364.717938335703,Male
Yes,100000,28025.265376230003,Male
No,80000,21500.78748227083,Male
No,80000,25652.631099354727,Male
No,87500,20416.292492385823,Female
Yes,113500,29664.710824597874,Female
No,78000,25016.12922750585,Female
Yes,120000,34788.9022594093,Male
No,80000,23655.115564495238,Male
No,80000,24551.529031779606,Male
Yes,140000,42386.18335304023,Male
Yes,110000,31931.51491784807,Male
Yes,103500,33299.98628862551,Female
No,30000,5586.440229756997,Male
No,78000,19563.224312577928,Female
No,80000,22674.063828175153,Male
No,96500,24896.115871530736,Female
Yes,102500,27557.507667864655,Female
Yes,90000,28899.08972020142,Male
No,61000,18663.493407121015,Female
Yes,100000,30075.87825769913,Male
No,68000,19147.661208207035,Female
No,83500,22653.24700387769,Female
Yes,110000,30391.455415386445,Male
Yes,100000,30567.701735261293,Male
No,63500,19520.239998280267,Female
No,60000,18127.917577834003,Male
Yes,110000,30699.816168312842,Male
Yes,160000,51034.45427243119,Male
No,90000,24038.890241739242,Male
Yes,100000,28706.019153873316,Male
Yes,110000,33350.22056406598,Male
No,92000,26269.412789181053,Female
No,75000,20838.425332178893,Female
Yes,130000,36691.3887506435,Male
