"LSAT"|"sex"|"race_nonwhite"|"lsat0"|"weighted_sense_cols"|"weighted_u"|"pred_LSAT"|"delta"
"71"|32|"Female"|"White"|1.8029077225504|1.81190978449993|0.0314365502019487|38.3308117559624|6.33081175596238
"72"|29|"Male"|"White"|1.8029077225504|1.82815776054702|0.00536265905279779|37.9560208013628|8.95602080136281
"73"|31|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0146301304181634|37.2047094981705|6.20470949817049
"74"|36|"Female"|"White"|1.8029077225504|1.81190978449993|-0.00236634353289012|37.0567737954225|1.05677379542249
"76"|30|"Male"|"White"|1.8029077225504|1.82815776054702|0.0178786643549457|38.434063913571|8.43406391357097
"78"|34|"Female"|"White"|1.8029077225504|1.81190978449993|-0.036902150293516|35.7988352068851|1.79883520688512
"81"|43|"Male"|"White"|1.8029077225504|1.82815776054702|-0.01230732098481|37.2912293940721|-5.70877060592791
"84"|25|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0248178914587273|36.827601015457|11.827601015457
"86"|42|"Male"|"White"|1.8029077225504|1.82815776054702|0.0290741293924822|38.8667687789251|-3.13323122107492
"87"|37|"Male"|"White"|1.8029077225504|1.82815776054702|0.0198832570487153|38.5111858304741|1.51118583047406
"88"|30|"Male"|"White"|1.8029077225504|1.82815776054702|0.0190971488807121|38.4809237689185|8.48092376891854
"89"|41|"Male"|"White"|1.8029077225504|1.82815776054702|-0.00725606038856667|37.4800736609643|-3.51992633903569
"90"|38|"Female"|"White"|1.8029077225504|1.81190978449993|0.019313001535399|37.8689118845023|-0.131088115497661
"95"|28|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0226853153271333|36.9062224817009|8.9062224817009
"96"|42|"Female"|"White"|1.8029077225504|1.81190978449993|-0.00130170771033237|37.096246772718|-4.90375322728205
"101"|42|"Female"|"White"|1.8029077225504|1.81190978449993|-0.056558391560579|35.1020353331383|-6.89796466686172
"102"|42|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0429289164085135|35.5837328368185|-6.41626716318152
"103"|40|"Female"|"White"|1.8029077225504|1.81190978449993|0.0244770355374838|38.0649740331941|-1.93502596680591
"104"|38|"Female"|"White"|1.8029077225504|1.81190978449993|0.0121662378005469|37.5992365192606|-0.4007634807394
"108"|38|"Female"|"White"|1.8029077225504|1.81190978449993|0.0178411720671685|37.8132163013156|-0.186783698684444
"109"|36|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0146781281945053|37.2029237977003|1.20292379770029
"112"|32|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0362234965581978|36.4099462716916|4.4099462716916
"115"|36|"Female"|"White"|1.8029077225504|1.81190978449993|-0.00265188960399983|37.0461938898543|1.04619388985432
"117"|39|"Female"|"White"|1.8029077225504|1.81190978449993|0.0277262640962641|38.1888569869366|-0.811143013063436
"118"|37|"Female"|"White"|1.8029077225504|1.81190978449993|0.0319756421850671|38.3514811601409|1.3514811601409
"121"|40|"Male"|"White"|1.8029077225504|1.82815776054702|0.00764072047196207|38.0425855104013|-1.95741448959874
"122"|45|"Female"|"White"|1.8029077225504|1.81190978449993|-0.000662135819441746|37.1199800781798|-7.88001992182016
"124"|37|"Female"|"White"|1.8029077225504|1.81190978449993|0.0172296607178712|37.7901001590059|0.790100159005902
"129"|38|"Male"|"White"|1.8029077225504|1.82815776054702|0.0421518349354991|39.3783950937923|1.37839509379231
"131"|34|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0233527147160887|36.8815995089604|2.88159950896041
"134"|40|"Female"|"White"|1.8029077225504|1.81190978449993|-0.00843864600527422|36.8324356700944|-3.16756432990561
"136"|41|"Female"|"White"|1.8029077225504|1.81190978449993|0.00490734346738343|37.3272958228301|-3.6727041771699
"140"|38|"Male"|"White"|1.8029077225504|1.82815776054702|0.0215208673988852|38.5743038142135|0.574303814213451
"143"|32|"Female"|"NonWhite"|1.8029077225504|1.67439878863331|-0.0203993393238246|31.7187240916193|-0.281275908380675
"144"|39|"Female"|"White"|1.8029077225504|1.81190978449993|0.0197546416947538|37.8856400104158|-1.1143599895842
"145"|32|"Female"|"White"|1.8029077225504|1.81190978449993|-0.038287066112848|35.7492911487871|3.7492911487871
"146"|41|"Male"|"White"|1.8029077225504|1.82815776054702|-0.00558524747072528|37.5427481963301|-3.45725180366993
"149"|34|"Male"|"White"|1.8029077225504|1.82815776054702|0.00478003697568849|37.9339132264907|3.93391322649067
"150"|38|"Male"|"White"|1.8029077225504|1.82815776054702|0.0285043985637087|38.8446314892839|0.844631489283906
"152"|35|"Female"|"White"|1.8029077225504|1.81190978449993|0.0244513761325536|38.0639973211427|3.06399732114269
"155"|40|"Male"|"White"|1.8029077225504|1.82815776054702|0.00137800405839874|37.8050800765787|-2.19491992342134
"159"|38|"Female"|"White"|1.8029077225504|1.81190978449993|0.00514351418649257|37.3361124782039|-0.663887521796106
"160"|40|"Male"|"White"|1.8029077225504|1.82815776054702|0.0149707998026109|38.3224651971272|-1.67753480287278
"162"|36|"Male"|"White"|1.8029077225504|1.82815776054702|0.0344339446402489|39.0756467524846|3.0756467524846
"166"|31|"Female"|"NonWhite"|1.8029077225504|1.67439878863331|0.0202561753606826|33.0348375033008|2.03483750330077
"169"|28|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0116150648087643|36.7156260452119|8.71562604521189
"170"|39|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0552122976033804|35.7250879435587|-3.27491205644134
"171"|41|"Female"|"White"|1.8029077225504|1.81190978449993|0.040420005704964|38.6767062353903|-2.32329376460965
"172"|29|"Male"|"White"|1.8029077225504|1.82815776054702|0.0191031684016368|38.4811554063415|9.48115540634154
"173"|36|"Male"|"White"|1.8029077225504|1.82815776054702|-0.00676512536340581|37.4984784592805|1.49847845928048
"175"|36|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0145393850449596|37.2080858066087|1.2080858066087
"176"|36|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0227001378540347|36.9056754422796|0.905675442279595
"180"|32|"Male"|"White"|1.8029077225504|1.82815776054702|-0.00824028563973526|37.4432029735587|5.44320297355869
"183"|32|"Female"|"NonWhite"|1.8029077225504|1.67439878863331|0.0421539068617894|33.7662039131688|1.76620391316884
"184"|31|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0243329772188856|36.2516366711865|5.25163667118651
"186"|35|"Male"|"White"|1.8029077225504|1.82815776054702|-0.00118864852321297|37.7081719881|2.70817198809997
"188"|33|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0155198297004075|37.1716232154374|4.17162321543736
"197"|29|"Female"|"NonWhite"|1.8029077225504|1.67439878863331|-0.00289414684439475|32.2788547561809|3.27885475618086
"199"|34|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0450713911044702|35.5075771995216|1.50757719952162
"200"|30|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0246931972028846|36.2385804589003|6.23858045890034
"202"|34|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0219105744862902|36.9348263183882|2.93482631838824
"204"|38|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0649081960872401|34.8101604445243|-3.18983955547575
"209"|29|"Female"|"White"|1.8029077225504|1.81190978449993|0.00123758960385345|37.1905648726827|8.19056487268275
"211"|32|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0193353600018839|36.4332619435277|4.43326194352771
"215"|38|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0236579348642039|36.2761163228374|-1.72388367716263
"217"|34|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0418382532916015|36.2060861288203|2.20608612882035
"218"|31|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0244480380349948|36.2474657682442|5.24746576824418
"220"|35|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0432350045251829|35.5728427457991|0.572842745799129
"222"|36|"Female"|"White"|1.8029077225504|1.81190978449993|-0.051868296161468|35.2670539014751|-0.732946098524877
"223"|37|"Male"|"White"|1.8029077225504|1.82815776054702|0.0142912743230411|38.2964329513747|1.2964329513747
"224"|33|"Female"|"White"|1.8029077225504|1.81190978449993|-0.00952566089527918|36.7924200168315|3.79242001683151
"225"|37|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0303990413221901|36.0323975508489|-0.96760244915113
"226"|26|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0293250278009785|36.6619874982333|10.6619874982333
"227"|38|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0418456815414018|36.2058171819672|-1.7941828180328
"231"|41|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0221169151064196|36.3320616301672|-4.66793836983279
"232"|35|"Male"|"White"|1.8029077225504|1.82815776054702|-0.00143664619875963|37.6988216085819|2.69882160858191
"237"|32|"Male"|"White"|1.8029077225504|1.82815776054702|0.0191425889880932|38.4826723859551|6.4826723859551
"238"|35|"Female"|"White"|1.8029077225504|1.81190978449993|0.024274277949884|38.0572568532719|3.05725685327191
"240"|39|"Male"|"White"|1.8029077225504|1.82815776054702|-0.00534735364257061|37.5516804468394|-1.44831955316055
"242"|40|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0500904927180374|35.3298075566448|-4.67019244335525
"243"|40|"Male"|"White"|1.8029077225504|1.82815776054702|0.0412689547773235|39.3436440328716|-0.656355967128405
"245"|32|"Male"|"White"|1.8029077225504|1.82815776054702|0.00609906636103893|37.9839821866933|5.98398218669332
"246"|39|"Male"|"White"|1.8029077225504|1.82815776054702|0.00668595124312341|38.0062809543648|-0.99371904563516
"247"|39|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0443776533292609|35.5322186935104|-3.46778130648957
"252"|33|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0153858728521934|37.1766029424531|4.17660294245312
"253"|40|"Male"|"White"|1.8029077225504|1.82815776054702|0.000305648767762849|37.7645613280757|-2.23543867192434
"254"|42|"Male"|"NonWhite"|1.8029077225504|1.6906467646804|0.0249037850958648|33.7323822064458|-8.26761779355422
"258"|36|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0080753639905587|37.4493786775832|1.44937867758318
"261"|41|"Female"|"White"|1.8029077225504|1.81190978449993|0.0252516439298603|38.0944709043229|-2.90552909567712
"262"|36|"Female"|"White"|1.8029077225504|1.81190978449993|0.0391450665111846|38.6274272072819|2.62742720728186
"264"|42|"Female"|"White"|1.8029077225504|1.81190978449993|0.0131488312643975|37.6361994400985|-4.36380055990153
"265"|46|"Male"|"White"|1.8029077225504|1.82815776054702|0.00957758564650701|38.1163402728842|-7.88365972711579
"266"|40|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0676189415561457|35.284597650561|-4.71540234943899
"267"|41|"Female"|"White"|1.8029077225504|1.81190978449993|0.0331592207051759|38.3969000225493|-2.60309997745074
"268"|41|"Female"|"NonWhite"|1.8029077225504|1.67439878863331|0.0238293259259768|33.1530870875729|-7.84691291242713
"269"|32|"Male"|"NonWhite"|1.8029077225504|1.6906467646804|-0.0124595249989332|32.4952837113645|0.495283711364536
"272"|36|"Female"|"White"|1.8029077225504|1.81190978449993|0.0257009135442047|38.1115894377052|2.11158943770523
"274"|36|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0215099625664555|36.9496258142977|0.949625814297711
"276"|48|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0687635966913804|34.6762117098516|-13.3237882901484
"277"|37|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0169797797799543|36.5191845738763|-0.480815426123733
"279"|34|"Male"|"NonWhite"|1.8029077225504|1.6906467646804|0.0158805707485222|33.4293767886158|-0.570623211384223
"280"|47|"Female"|"White"|1.8029077225504|1.81190978449993|0.0409691365384407|38.6979506397664|-8.3020493602336
"281"|41|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0359845224052106|35.8317002930935|-5.16829970690652
"283"|44|"Male"|"White"|1.8029077225504|1.82815776054702|0.0138439567032235|38.2793061129932|-5.72069388700675
"287"|46|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0469031616496898|36.0231692402466|-9.97683075975336
"289"|34|"Male"|"NonWhite"|1.8029077225504|1.6906467646804|-0.012879839748587|32.4816283343057|-1.5183716656943
"290"|34|"Male"|"White"|1.8029077225504|1.82815776054702|0.0330521196300202|39.021688335642|5.02168833564196
"291"|38|"Male"|"White"|1.8029077225504|1.82815776054702|0.00633845137267227|37.9930760711374|-0.0069239288626477
"293"|38|"Male"|"White"|1.8029077225504|1.82815776054702|0.00628899716436877|37.9911972000987|-0.00880279990132493
"295"|37|"Male"|"White"|1.8029077225504|1.82815776054702|0.034599145746378|39.0821026257948|2.08210262579484
"296"|40|"Male"|"NonWhite"|1.8029077225504|1.6906467646804|-0.0108968673387146|32.5461024111511|-7.45389758884885
"298"|41|"Male"|"White"|1.8029077225504|1.82815776054702|0.0013203818429404|37.8029017268703|-3.19709827312965
"301"|38|"Male"|"NonWhite"|1.8029077225504|1.6906467646804|0.0324197089263694|33.986867369312|-4.01313263068798
"303"|41|"Male"|"White"|1.8029077225504|1.82815776054702|0.0215294432912574|38.5746346247098|-2.42536537529023
"304"|40|"Male"|"White"|1.8029077225504|1.82815776054702|0.0215291991347276|38.574625206462|-1.425374793538
"305"|41|"Female"|"White"|1.8029077225504|1.81190978449993|0.00495528473422416|37.3290853835761|-3.67091461642387
"311"|40|"Female"|"White"|1.8029077225504|1.81190978449993|0.0339700876880966|38.4280474275186|-1.57195257248142
"312"|36|"Female"|"White"|1.8029077225504|1.81190978449993|0.0258113825295004|38.1157998188724|2.1157998188724
"315"|23|"Female"|"NonWhite"|1.8029077225504|1.67439878863331|-0.0232872333298183|31.6272559172035|8.62725591720353
"316"|38|"Male"|"White"|1.8029077225504|1.82815776054702|0.0141019520373466|38.2891832694392|0.289183269439221
"318"|39|"Female"|"White"|1.8029077225504|1.81190978449993|0.00635579349061785|37.3814017207169|-1.61859827928308
"320"|33|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0238409695114455|36.8635962865772|3.86359628657721
"321"|38|"Male"|"White"|1.8029077225504|1.82815776054702|0.0425159825332651|39.3927372529425|1.39273725294252
"322"|43|"Male"|"White"|1.8029077225504|1.82815776054702|0.0429581804585472|39.410160491603|-3.58983950839696
"325"|39|"Female"|"White"|1.8029077225504|1.81190978449993|-0.00190002387639859|37.074058127148|-1.92594187285195
"329"|35|"Male"|"NonWhite"|1.8029077225504|1.6906467646804|-0.0104117630552221|32.5618944949358|-2.43810550506416
"331"|38|"Female"|"White"|1.8029077225504|1.81190978449993|-0.00930322370850478|36.8006049295154|-1.19939507048458
"340"|35|"Female"|"White"|1.8029077225504|1.81190978449993|0.0232281865017913|38.0174662982481|3.01746629824809
"342"|37|"Female"|"White"|1.8029077225504|1.81190978449993|0.0040397129738742|37.2949235683423|0.294923568342305
"345"|38|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0231740158263141|36.2936752743595|-1.70632472564051
"348"|38|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0286655651637085|36.6861726829328|-1.31382731706719
"350"|34|"Female"|"NonWhite"|1.8029077225504|1.67439878863331|-7.32045594109796e-05|32.3700400962954|-1.62995990370464
"351"|34|"Male"|"White"|1.8029077225504|1.82815776054702|0.0122800719585012|38.2194884762609|4.21948847626086
"352"|29|"Female"|"NonWhite"|1.8029077225504|1.67439878863331|-0.0440445865512432|30.9775244760745|1.9775244760745
"353"|40|"Male"|"White"|1.8029077225504|1.82815776054702|0.000875950878202824|37.7861046796264|-2.21389532037357
"354"|30|"Male"|"White"|1.8029077225504|1.82815776054702|-0.036392321375067|36.4037998880257|6.40379988802571
"356"|33|"Male"|"White"|1.8029077225504|1.82815776054702|0.0416629888212837|39.3591498227379|6.35914982273791
"357"|36|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0632295027446232|35.4398176480572|-0.560182351942778
"359"|30|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0327715461146278|35.9470118440272|5.94701184402723
"360"|27|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0374896872493936|36.3638735112611|9.36387351126109
"365"|41|"Male"|"White"|1.8029077225504|1.82815776054702|-0.055898469608232|35.7005827966753|-5.29941720332469
"366"|33|"Male"|"NonWhite"|1.8029077225504|1.6906467646804|-0.0470885015980411|31.3892659464925|-1.61073405350747
"368"|33|"Male"|"White"|1.8029077225504|1.82815776054702|0.0130365812774395|38.2484128148446|5.2484128148446
"370"|40|"Female"|"White"|1.8029077225504|1.81190978449993|0.0271141639666397|38.1654887352092|-1.83451126479076
"371"|36|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0165678011136701|36.5342327983917|0.534232798391685
"375"|36|"Male"|"White"|1.8029077225504|1.82815776054702|0.00611553286501656|37.9846076552367|1.98460765523671
"376"|42|"Female"|"White"|1.8029077225504|1.81190978449993|0.00564809306884911|37.3549562457935|-4.64504375420652
"377"|40|"Male"|"White"|1.8029077225504|1.82815776054702|0.0286259718338636|38.8493542452366|-1.15064575476335
"379"|37|"Male"|"White"|1.8029077225504|1.82815776054702|0.0412522669942742|39.3429874801538|2.34298748015383
"380"|45|"Male"|"White"|1.8029077225504|1.82815776054702|0.0306681178568997|38.9287713625814|-6.07122863741857
"381"|23|"Male"|"NonWhite"|1.8029077225504|1.6906467646804|0.0119825789476778|33.2993229909783|10.2993229909783
"382"|30|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0583358008067366|35.6136746074644|5.61367460746443
"383"|38|"Female"|"White"|1.8029077225504|1.81190978449993|-0.0232487545440424|36.2909628329713|-1.7090371670287
"385"|35|"Female"|"White"|1.8029077225504|1.81190978449993|-0.024572727520194|36.2429463721642|1.24294637216421
"388"|38|"Male"|"White"|1.8029077225504|1.82815776054702|-0.000327267248223131|37.7406670946936|-0.259332905306429
"389"|20|"Female"|"NonWhite"|1.8029077225504|1.67439878863331|-0.0237641322469932|31.6121765090659|11.6121765090659
"391"|29|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0223761643899176|36.9176338387952|7.9176338387952
"392"|45|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0390493687388824|36.3072016573686|-8.69279834263143
"393"|36|"Male"|"White"|1.8029077225504|1.82815776054702|-0.02750131748276|36.7289093476058|0.728909347605786
"395"|28|"Male"|"NonWhite"|1.8029077225504|1.6906467646804|-0.055976407291149|31.1115172415234|3.1115172415234
"396"|35|"Male"|"White"|1.8029077225504|1.82815776054702|0.00507738627358716|37.9451945261153|2.94519452611527
"397"|36|"Male"|"White"|1.8029077225504|1.82815776054702|-0.00735223802402376|37.4764690894452|1.4764690894452
"398"|37|"Male"|"White"|1.8029077225504|1.82815776054702|0.0135665363330688|38.2686881266131|1.26868812661306
"401"|36|"Male"|"White"|1.8029077225504|1.82815776054702|-0.00127847368922211|37.704784997412|1.70478499741201
"403"|30|"Male"|"NonWhite"|1.8029077225504|1.6906467646804|-0.0200467384050287|32.2496680067924|2.24966800679244
"412"|34|"Male"|"NonWhite"|1.8029077225504|1.6906467646804|-0.0259307392357333|32.0604681055032|-1.9395318944968
"413"|22|"Female"|"White"|1.8029077225504|1.81190978449993|-0.00657545432916394|36.9011255289611|14.9011255289611
"415"|33|"Male"|"NonWhite"|1.8029077225504|1.6906467646804|0.00796687137849667|33.1658707794592|0.165870779459198
"417"|40|"Male"|"White"|1.8029077225504|1.82815776054702|0.019023275919498|38.4780811741262|-1.52191882587378
"421"|47|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0245152061484318|36.838749876511|-10.161250123489
"422"|38|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0504182043908768|35.8967685427668|-2.10323145723319
"425"|34|"Female"|"White"|1.8029077225504|1.81190978449993|0.00353927590908287|37.2762644755004|3.27626447550039
"428"|35|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0274269841382305|36.7316396317528|1.73163963175283
"430"|38|"Male"|"White"|1.8029077225504|1.82815776054702|-0.05543641261862|35.7170823120544|-2.28291768794562
"434"|42|"Female"|"White"|1.8029077225504|1.81190978449993|0.00688825315623933|37.4013111093804|-4.59868889061956
"436"|43|"Female"|"White"|1.8029077225504|1.81190978449993|0.0132204172978038|37.6388937627657|-5.36110623723435
"437"|43|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0122166888233247|37.2946093319597|-5.70539066804025
"438"|41|"Male"|"White"|1.8029077225504|1.82815776054702|0.0348465775991615|39.0917739793093|-1.90822602069068
"439"|42|"Female"|"White"|1.8029077225504|1.81190978449993|0.0396660736472144|38.6475576160913|-3.35244238390871
"442"|46|"Male"|"White"|1.8029077225504|1.82815776054702|0.0104668307464841|38.1502501165476|-7.84974988345245
"445"|42|"Male"|"White"|1.8029077225504|1.82815776054702|0.0287471646420887|38.8540627928907|-3.14593720710935
"448"|45|"Female"|"NonWhite"|1.8029077225504|1.67439878863331|0.0242456008689333|33.1668907598712|-11.8331092401288
"449"|44|"Male"|"White"|1.8029077225504|1.82815776054702|0.015578482103773|38.3457601582153|-5.65423984178467
"451"|41|"Male"|"White"|1.8029077225504|1.82815776054702|0.0284327748267094|38.8418493912476|-2.15815060875239
"453"|34|"Male"|"NonWhite"|1.8029077225504|1.6906467646804|-0.0197804864104039|32.2582556884182|-1.74174431158182
"467"|39|"Female"|"White"|1.8029077225504|1.81190978449993|0.0189666856213823|37.8557995483066|-1.14420045169337
"468"|43|"Female"|"White"|1.8029077225504|1.81190978449993|-0.00133140645697544|37.0951450770432|-5.90485492295679
"469"|42|"Female"|"White"|1.8029077225504|1.81190978449993|0.0211352061152362|37.9379796979035|-4.06202030209655
"470"|48|"Female"|"White"|1.8029077225504|1.81190978449993|0.0280387448983322|38.2007921362533|-9.79920786374668
"471"|33|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0500387522251126|35.9103922339404|2.91039223394039
"473"|38|"Female"|"White"|1.8029077225504|1.81190978449993|0.00609908040340493|37.3718066573187|-0.628193342681278
"474"|40|"Female"|"White"|1.8029077225504|1.81190978449993|0.019602355723799|37.8798709982226|-2.12012900177745
"479"|43|"Male"|"White"|1.8029077225504|1.82815776054702|0.0149056412838256|38.3199682434086|-4.68003175659143
"480"|42|"Female"|"White"|1.8029077225504|1.81190978449993|0.0199638009258253|37.8935649705094|-4.10643502949057
"484"|42|"Female"|"White"|1.8029077225504|1.81190978449993|0.0120931368743611|37.5964880807051|-4.40351191929492
"485"|46|"Female"|"NonWhite"|1.8029077225504|1.67439878863331|0.00291859454085808|32.4670297675917|-13.5329702324083
"486"|42|"Male"|"White"|1.8029077225504|1.82815776054702|0.0293976956215387|38.8793467875342|-3.12065321246584
"487"|45|"Male"|"White"|1.8029077225504|1.82815776054702|0.00848245009929948|38.0746205622606|-6.92537943773941
"491"|43|"Male"|"White"|1.8029077225504|1.82815776054702|0.00111452521117795|37.7951205497809|-5.20487945021907
"499"|46|"Female"|"White"|1.8029077225504|1.81190978449993|-0.000388758608734853|37.1301292220042|-8.86987077799579
"501"|37|"Female"|"White"|1.8029077225504|1.81190978449993|0.011778315523266|37.5846537664762|0.584653766476222
"503"|39|"Female"|"White"|1.8029077225504|1.81190978449993|0.0397140244550425|38.649410842131|-0.350589157868953
"506"|44|"Male"|"White"|1.8029077225504|1.82815776054702|0.0297121868425869|38.8915759236561|-5.10842407634389
"508"|37|"Male"|"NonWhite"|1.8029077225504|1.6906467646804|-0.0330619764742373|31.8326505773478|-5.16734942265222
"509"|39|"Male"|"White"|1.8029077225504|1.82815776054702|0.0358816825538728|39.1322590177609|0.13225901776093
"511"|44|"Male"|"White"|1.8029077225504|1.82815776054702|0.00206796236433312|37.8311730060656|-6.1688269939344
"514"|42|"Female"|"White"|1.8029077225504|1.81190978449993|0.0259473580461947|38.120982986831|-3.87901701316903
"515"|40|"Male"|"White"|1.8029077225504|1.82815776054702|0.0360709992773456|39.1396681101307|-0.860331889869329
"517"|46|"Female"|"White"|1.8029077225504|1.81190978449993|0.014640392139337|37.6923780091272|-8.30762199087277
"519"|37|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0118040128545156|37.3100030970972|0.31000309709718
"520"|39|"Male"|"White"|1.8029077225504|1.82815776054702|-0.0195486624643702|37.0221662326909|-1.97783376730912
"525"|41|"Male"|"White"|1.8029077225504|1.82815776054702|-0.021864909037585|36.9365130023162|-4.0634869976838
