"UGPA"|"sex"|"race_nonwhite"|"ugpa0"|"weighted_sense_cols"|"weighted_u"|"pred_UGPA"|"delta"
"122"|3.3|"Female"|"White"|1.6212852304611|1.71181609107502|-0.00709330077004879|3.32600802076607|0.0260080207660711
"124"|3.6|"Female"|"White"|1.6212852304611|1.71181609107502|0.184577184996269|3.51767850653239|-0.0823214934676111
"129"|3.8|"Male"|"White"|1.6212852304611|1.57876999481116|0.451562405216247|3.65161763048851|-0.148382369511493
"131"|2.9|"Male"|"White"|1.6212852304611|1.57876999481116|-0.250171980452623|2.94988324481964|0.0498832448196369
"134"|3.2|"Female"|"White"|1.6212852304611|1.71181609107502|-0.0904011721610948|3.24270014937502|0.0427001493750248
"136"|3.4|"Female"|"White"|1.6212852304611|1.71181609107502|0.0525711827906136|3.38567250432673|-0.0143274956732666
"140"|3.5|"Male"|"White"|1.6212852304611|1.57876999481116|0.230547843524512|3.43060306879677|-0.0693969312032281
"143"|2.8|"Female"|"NonWhite"|1.6212852304611|1.48608514593653|-0.218533184711512|2.88883719168612|0.0888371916861184
"144"|3.6|"Female"|"White"|1.6212852304611|1.71181609107502|0.21162669505416|3.54472801659028|-0.0552719834097202
"145"|2.8|"Female"|"White"|1.6212852304611|1.71181609107502|-0.410160072249447|2.92294124928667|0.122941249286673
"146"|3.1|"Male"|"White"|1.6212852304611|1.57876999481116|-0.0598334042982465|3.14022182097401|0.0402218209740135
"149"|3.3|"Male"|"White"|1.6212852304611|1.57876999481116|0.0512073791584023|3.25126260443066|-0.0487373955693378
"150"|3.6|"Male"|"White"|1.6212852304611|1.57876999481116|0.305360722596463|3.50541594786872|-0.0945840521312769
"152"|3.7|"Female"|"White"|1.6212852304611|1.71181609107502|0.261941674286743|3.59504299582286|-0.104957004177137
"155"|3.2|"Male"|"White"|1.6212852304611|1.57876999481116|0.0147622239449471|3.21481744921721|0.0148174492172068
"159"|3.4|"Female"|"White"|1.6212852304611|1.71181609107502|0.0551012225415702|3.38820254407769|-0.0117974559223097
"160"|3.4|"Male"|"White"|1.6212852304611|1.57876999481116|0.160378554746725|3.36043378001899|-0.0395662199810145
"162"|3.7|"Male"|"White"|1.6212852304611|1.57876999481116|0.368882514524626|3.56893773979689|-0.131062260203115
"166"|3.4|"Female"|"NonWhite"|1.6212852304611|1.48608514593653|0.216999503825838|3.32436988022347|-0.0756301197765321
"169"|3.2|"Female"|"White"|1.6212852304611|1.71181609107502|-0.124429377981148|3.20867194355497|0.00867194355497158
"170"|2.4|"Male"|"White"|1.6212852304611|1.57876999481116|-0.591475980617414|2.60857924465485|0.208579244654846
"171"|3.9|"Female"|"White"|1.6212852304611|1.71181609107502|0.433009737842196|3.76611105937832|-0.133888940621684
"172"|3.5|"Male"|"White"|1.6212852304611|1.57876999481116|0.204647619347866|3.40470284462013|-0.0952971553798738
"173"|3.1|"Male"|"White"|1.6212852304611|1.57876999481116|-0.0724731505843945|3.12758207468787|0.0275820746878654
"175"|3|"Male"|"White"|1.6212852304611|1.57876999481116|-0.155756912867816|3.04429831240444|0.0442983124044445
"176"|2.9|"Male"|"White"|1.6212852304611|1.57876999481116|-0.243181082479414|2.95687414279285|0.0568741427928456
"180"|3.1|"Male"|"White"|1.6212852304611|1.57876999481116|-0.0882761855763016|3.11177903969596|0.0117790396959583
"183"|3.7|"Female"|"NonWhite"|1.6212852304611|1.48608514593653|0.451584601261105|3.55895497765874|-0.141045022341265
"184"|3|"Female"|"White"|1.6212852304611|1.71181609107502|-0.26067329538194|3.07242802615418|0.0724280261541801
"186"|3.2|"Male"|"White"|1.6212852304611|1.57876999481116|-0.0127337039281949|3.18732152134407|-0.0126784786559351
"188"|3|"Male"|"White"|1.6212852304611|1.57876999481116|-0.166260179154394|3.03379504611787|0.0337950461178655
"197"|3.1|"Female"|"NonWhite"|1.6212852304611|1.48608514593653|-0.0310042946434885|3.07636608175414|-0.0236339182458587
"199"|2.7|"Female"|"White"|1.6212852304611|1.71181609107502|-0.482838903803838|2.85026241773228|0.150262417732282
"200"|3|"Female"|"White"|1.6212852304611|1.71181609107502|-0.264532244882726|3.06856907665339|0.068569076653394
"202"|2.9|"Male"|"White"|1.6212852304611|1.57876999481116|-0.234722681227016|2.96533254404524|0.0653325440452441
"204"|2.4|"Female"|"White"|1.6212852304611|1.71181609107502|-0.695345794275678|2.63775552726044|0.237755527260442
"209"|3.4|"Female"|"White"|1.6212852304611|1.71181609107502|0.0132579978793768|3.3463593194155|-0.0536406805845036
"211"|3.1|"Female"|"White"|1.6212852304611|1.71181609107502|-0.207135031761561|3.12596628977456|0.0259662897745585
"215"|3|"Female"|"White"|1.6212852304611|1.71181609107502|-0.253441730023769|3.07965959151235|0.079659591512351
"217"|2.6|"Male"|"White"|1.6212852304611|1.57876999481116|-0.448203080964605|2.75185214430766|0.151852144307655
"218"|3|"Female"|"White"|1.6212852304611|1.71181609107502|-0.26190591405555|3.07119540748057|0.0711954074805701
"220"|2.7|"Female"|"White"|1.6212852304611|1.71181609107502|-0.463166138859709|2.86993518267641|0.169935182676411
"222"|2.6|"Female"|"White"|1.6212852304611|1.71181609107502|-0.555652502553713|2.77744881898241|0.177448818982406
"223"|3.4|"Male"|"White"|1.6212852304611|1.57876999481116|0.153098962756725|3.35315418802899|-0.0468458119710147
"224"|3.2|"Female"|"White"|1.6212852304611|1.71181609107502|-0.102046099576179|3.23105522195994|0.0310552219599405
"225"|2.9|"Female"|"White"|1.6212852304611|1.71181609107502|-0.325657571887948|3.00744374964817|0.107443749648171
"226"|2.8|"Male"|"White"|1.6212852304611|1.57876999481116|-0.314151924989891|2.88590330028237|0.0859033002823693
"227"|2.6|"Male"|"White"|1.6212852304611|1.57876999481116|-0.448282658006779|2.75177256726548|0.151772567265481
"231"|3|"Female"|"White"|1.6212852304611|1.71181609107502|-0.236933158347692|3.09616816318843|0.0961681631884277
"232"|3.2|"Male"|"White"|1.6212852304611|1.57876999481116|-0.0153904430008651|3.18466478227139|-0.0153352177286057
"237"|3.5|"Male"|"White"|1.6212852304611|1.57876999481116|0.205069922549198|3.40512514782146|-0.0948748521785419
"238"|3.7|"Female"|"White"|1.6212852304611|1.71181609107502|0.260044464320722|3.59314578585684|-0.106854214143159
"240"|3.1|"Male"|"White"|1.6212852304611|1.57876999481116|-0.0572849052971472|3.14277031997511|0.0427703199751126
"242"|2.6|"Female"|"White"|1.6212852304611|1.71181609107502|-0.536607324564531|2.79649399697159|0.196493996971589
"243"|3.8|"Male"|"White"|1.6212852304611|1.57876999481116|0.442104323774394|3.64215954904665|-0.157840450953346
"245"|3.3|"Male"|"White"|1.6212852304611|1.57876999481116|0.0653378217052375|3.2653930469775|-0.0346069530225024
"246"|3.3|"Male"|"White"|1.6212852304611|1.57876999481116|0.0716249773971463|3.27168020266941|-0.0283197973305938
"247"|2.7|"Female"|"White"|1.6212852304611|1.71181609107502|-0.475407058930602|2.85769426260552|0.157694262605518
"252"|3|"Male"|"White"|1.6212852304611|1.57876999481116|-0.164825131862448|3.03523009340981|0.0352300934098118
"253"|3.2|"Male"|"White"|1.6212852304611|1.57876999481116|0.00327434126968783|3.20332956654195|0.00332956654194749
"254"|3.3|"Male"|"NonWhite"|1.6212852304611|1.35303904967267|0.26678822200944|3.24111250214321|-0.0588874978567899
"258"|3.1|"Male"|"White"|1.6212852304611|1.57876999481116|-0.0865094198663781|3.11354580540588|0.0135458054058817
"261"|3.7|"Female"|"White"|1.6212852304611|1.71181609107502|0.270514749502137|3.60361607103826|-0.0963839289617434
"262"|3.9|"Female"|"White"|1.6212852304611|1.71181609107502|0.419351622846053|3.75245294438217|-0.147547055617828
"264"|3.5|"Female"|"White"|1.6212852304611|1.71181609107502|0.140860246786872|3.47396156832299|-0.0260384316770081
"265"|3.3|"Male"|"White"|1.6212852304611|1.57876999481116|0.102602356868195|3.30265758214045|0.00265758214045464
"266"|2.2|"Male"|"White"|1.6212852304611|1.57876999481116|-0.724385354374098|2.47566987089816|0.275669870898162
"267"|3.8|"Female"|"White"|1.6212852304611|1.71181609107502|0.355226705542903|3.68832802707902|-0.111671972920977
"268"|3.4|"Female"|"NonWhite"|1.6212852304611|1.48608514593653|0.255277800984977|3.36264817738261|-0.037351822617393
"269"|2.8|"Male"|"NonWhite"|1.6212852304611|1.35303904967267|-0.133475875604931|2.84084840452884|0.0408484045288393
"272"|3.7|"Female"|"White"|1.6212852304611|1.71181609107502|0.275327666139203|3.60842898767532|-0.0915710123246778
"274"|2.9|"Male"|"White"|1.6212852304611|1.57876999481116|-0.230431022694103|2.96962420257816|0.069624202578157
"276"|2.3|"Female"|"White"|1.6212852304611|1.71181609107502|-0.736647767785059|2.59645355375106|0.296453553751061
"277"|3.1|"Female"|"White"|1.6212852304611|1.71181609107502|-0.181900270989652|3.15120105054647|0.0512010505464673
"279"|3.2|"Male"|"NonWhite"|1.6212852304611|1.35303904967267|0.170124710688933|3.1444489908227|-0.0555510091772975
"280"|3.9|"Female"|"White"|1.6212852304611|1.71181609107502|0.438892443549374|3.77199376508549|-0.128006234914506
"281"|2.8|"Female"|"White"|1.6212852304611|1.71181609107502|-0.38549347881817|2.94760784271795|0.14760784271795
"283"|3.4|"Male"|"White"|1.6212852304611|1.57876999481116|0.148306957364564|3.34836218263682|-0.0516378173631762
"287"|2.5|"Male"|"White"|1.6212852304611|1.57876999481116|-0.502462218292267|2.69759300697999|0.197593006979993
"289"|2.8|"Male"|"NonWhite"|1.6212852304611|1.35303904967267|-0.137978605784814|2.83634567434896|0.0363456743489561
"290"|3.7|"Male"|"White"|1.6212852304611|1.57876999481116|0.354079357647549|3.55413458291981|-0.145865417080191
"291"|3.3|"Male"|"White"|1.6212852304611|1.57876999481116|0.0679022953940172|3.26795752066628|-0.0320424793337226
"293"|3.3|"Male"|"White"|1.6212852304611|1.57876999481116|0.067372504430379|3.26742772970264|-0.032572270297361
"295"|3.7|"Male"|"White"|1.6212852304611|1.57876999481116|0.370652273989242|3.5707074992615|-0.129292500738498
"296"|2.8|"Male"|"NonWhite"|1.6212852304611|1.35303904967267|-0.116735502317322|2.85758877781645|0.0575887778164472
"298"|3.2|"Male"|"White"|1.6212852304611|1.57876999481116|0.0141449310976471|3.21420015636991|0.0142001563699066
"301"|3.4|"Male"|"NonWhite"|1.6212852304611|1.35303904967267|0.34730449484829|3.32162877498206|-0.0783712250179405
"303"|3.5|"Male"|"White"|1.6212852304611|1.57876999481116|0.230639714983783|3.43069494025604|-0.0693050597439577
"304"|3.5|"Male"|"White"|1.6212852304611|1.57876999481116|0.230637099393975|3.43069232466624|-0.0693076753337647
"305"|3.4|"Female"|"White"|1.6212852304611|1.71181609107502|0.0530847659785541|3.38618608751467|-0.0138139124853258
"311"|3.8|"Female"|"White"|1.6212852304611|1.71181609107502|0.36391332726835|3.69701464880447|-0.10298535119553
"312"|3.7|"Female"|"White"|1.6212852304611|1.71181609107502|0.276511093640717|3.60961241517684|-0.0903875848231634
"315"|2.8|"Female"|"NonWhite"|1.6212852304611|1.48608514593653|-0.249470494210649|2.85789988218698|0.0578998821869807
"316"|3.4|"Male"|"White"|1.6212852304611|1.57876999481116|0.151070798933726|3.35112602420599|-0.0488739757940144
"318"|3.4|"Female"|"White"|1.6212852304611|1.71181609107502|0.0680880773060747|3.40118939884219|0.00118939884219449
"320"|2.9|"Male"|"White"|1.6212852304611|1.57876999481116|-0.255402535897885|2.94465268937437|0.0446526893743751
"321"|3.8|"Male"|"White"|1.6212852304611|1.57876999481116|0.455463430292677|3.65551865556494|-0.144481344435063
"322"|3.8|"Male"|"White"|1.6212852304611|1.57876999481116|0.460200589636454|3.66025581490871|-0.139744185091286
"325"|3.3|"Female"|"White"|1.6212852304611|1.71181609107502|-0.0203544959052845|3.31274682563084|0.0127468256308356
"329"|2.8|"Male"|"NonWhite"|1.6212852304611|1.35303904967267|-0.111538697543111|2.86278558259066|0.0627855825906591
"331"|3.2|"Female"|"White"|1.6212852304611|1.71181609107502|-0.0996631838330549|3.23343813770306|0.0334381377030648
"340"|3.7|"Female"|"White"|1.6212852304611|1.71181609107502|0.248837939833716|3.58193926136984|-0.118060738630164
"342"|3.4|"Female"|"White"|1.6212852304611|1.71181609107502|0.0432764673152967|3.37637778885142|-0.0236222111485835
"345"|3|"Female"|"White"|1.6212852304611|1.71181609107502|-0.248257622498822|3.0848436990373|0.084843699037298
"348"|2.8|"Male"|"White"|1.6212852304611|1.57876999481116|-0.30708726137343|2.89296796389883|0.0929679638988303
"350"|3.1|"Female"|"NonWhite"|1.6212852304611|1.48608514593653|-0.000784222726507651|3.10658615367112|0.00658615367112203
"351"|3.4|"Male"|"White"|1.6212852304611|1.57876999481116|0.131553438617671|3.33160866388993|-0.0683913361100688
"352"|2.5|"Female"|"NonWhite"|1.6212852304611|1.48608514593653|-0.471838995153321|2.63553138124431|0.135531381244309
"353"|3.2|"Male"|"White"|1.6212852304611|1.57876999481116|0.00938384974266999|3.20943907501493|0.0094390750149298
"354"|2.7|"Male"|"White"|1.6212852304611|1.57876999481116|-0.389862130478408|2.81019309479385|0.110193094793851
"356"|3.8|"Male"|"White"|1.6212852304611|1.57876999481116|0.446325515115175|3.64638074038744|-0.153619259612565
"357"|2.3|"Male"|"White"|1.6212852304611|1.57876999481116|-0.677362358807863|2.5226928664644|0.222692866464397
"359"|2.9|"Female"|"White"|1.6212852304611|1.71181609107502|-0.351073641487281|2.98202768004884|0.0820276800488386
"360"|2.7|"Male"|"White"|1.6212852304611|1.57876999481116|-0.401617945483174|2.79843727978909|0.0984372797890853
"365"|2.4|"Male"|"White"|1.6212852304611|1.57876999481116|-0.59882677522403|2.60122845004823|0.20122845004823
"366"|2.3|"Male"|"NonWhite"|1.6212852304611|1.35303904967267|-0.504447720299196|2.46987655983457|0.169876559834574
"368"|3.4|"Male"|"White"|1.6212852304611|1.57876999481116|0.139657739845625|3.33971296511789|-0.0602870348821147
"370"|3.7|"Female"|"White"|1.6212852304611|1.71181609107502|0.290467475851026|3.62356879738715|-0.076431202612854
"371"|3.1|"Female"|"White"|1.6212852304611|1.71181609107502|-0.177486843253238|3.15561447828288|0.055614478282882
"375"|3.3|"Male"|"White"|1.6212852304611|1.57876999481116|0.0655142233767903|3.26556944864905|-0.0344305513509497
"376"|3.4|"Female"|"White"|1.6212852304611|1.71181609107502|0.0605066539797722|3.39360797551589|-0.00639202448410803
"377"|3.6|"Male"|"White"|1.6212852304611|1.57876999481116|0.306663107613987|3.50671833288625|-0.0932816671137533
"379"|3.8|"Male"|"White"|1.6212852304611|1.57876999481116|0.441925551593705|3.64198077686597|-0.158019223134035
"380"|3.6|"Male"|"White"|1.6212852304611|1.57876999481116|0.328540123676895|3.52859534894916|-0.071404651050845
"381"|3.2|"Male"|"NonWhite"|1.6212852304611|1.35303904967267|0.128366467998053|3.10269074813182|-0.097309251868178
"382"|2.4|"Male"|"White"|1.6212852304611|1.57876999481116|-0.624937314420947|2.57511791085131|0.175117910851313
"383"|3|"Female"|"White"|1.6212852304611|1.71181609107502|-0.249058280292054|3.08404304124407|0.0840430412440654
"385"|3|"Female"|"White"|1.6212852304611|1.71181609107502|-0.263241682330593|3.06985963920553|0.0698596392055268
"388"|3.2|"Male"|"White"|1.6212852304611|1.57876999481116|-0.00350593481831279|3.19654929045395|-0.00345070954605298
"389"|2.8|"Female"|"NonWhite"|1.6212852304611|1.48608514593653|-0.254579396881531|2.8527909795161|0.0527909795160992
"391"|2.9|"Male"|"White"|1.6212852304611|1.57876999481116|-0.239710433173001|2.96034479209926|0.0603447920992588
"392"|2.6|"Male"|"White"|1.6212852304611|1.57876999481116|-0.418326435774108|2.78172878949815|0.181728789498151
"393"|2.8|"Male"|"White"|1.6212852304611|1.57876999481116|-0.294614957762424|2.90544026750984|0.105440267509836
"395"|2.2|"Male"|"NonWhite"|1.6212852304611|1.35303904967267|-0.59966170275705|2.37466257737672|0.17466257737672
"396"|3.3|"Male"|"White"|1.6212852304611|1.57876999481116|0.0543928102162423|3.2544480354885|-0.0455519645114975
"397"|3.1|"Male"|"White"|1.6212852304611|1.57876999481116|-0.0787627464126006|3.12129247885966|0.0212924788596589
"398"|3.4|"Male"|"White"|1.6212852304611|1.57876999481116|0.145335020086039|3.3453902453583|-0.0546097546417013
"401"|3.2|"Male"|"White"|1.6212852304611|1.57876999481116|-0.0136959791903301|3.18635924608193|-0.0136407539180703
"403"|2.7|"Male"|"NonWhite"|1.6212852304611|1.35303904967267|-0.214755856412125|2.75956842372164|0.0595684237216441
"412"|2.6|"Male"|"NonWhite"|1.6212852304611|1.35303904967267|-0.277789733145443|2.69653454698833|0.0965345469883268
"413"|3.3|"Female"|"White"|1.6212852304611|1.71181609107502|-0.0704412507026178|3.2626600708335|-0.0373399291664978
"415"|3.1|"Male"|"NonWhite"|1.6212852304611|1.35303904967267|0.0853471647729547|3.05967144490672|-0.0403285550932755
"417"|3.5|"Male"|"White"|1.6212852304611|1.57876999481116|0.203791750523923|3.40384697579618|-0.0961530242038169
"421"|2.8|"Male"|"White"|1.6212852304611|1.57876999481116|-0.262625469797402|2.93742975547486|0.137429755474858
"422"|2.5|"Male"|"White"|1.6212852304611|1.57876999481116|-0.540118020396189|2.65993720487607|0.159937204876071
"425"|3.4|"Female"|"White"|1.6212852304611|1.71181609107502|0.0379154061661837|3.3710167277023|-0.0289832722976961
"428"|2.8|"Male"|"White"|1.6212852304611|1.57876999481116|-0.293818642634153|2.90623658263811|0.106236582638107
"430"|2.4|"Male"|"White"|1.6212852304611|1.57876999481116|-0.593876870530784|2.60617835474148|0.206178354741476
"434"|3.4|"Female"|"White"|1.6212852304611|1.71181609107502|0.0737921888271174|3.40689351036324|0.00689351036323727
"436"|3.5|"Female"|"White"|1.6212852304611|1.71181609107502|0.141627130636041|3.47472845217216|-0.0252715478278391
"437"|3|"Male"|"White"|1.6212852304611|1.57876999481116|-0.130874430431806|3.06918079484045|0.0691807948404541
"438"|3.7|"Male"|"White"|1.6212852304611|1.57876999481116|0.373302951539602|3.57335817681186|-0.126641823188138
"439"|3.9|"Female"|"White"|1.6212852304611|1.71181609107502|0.424933046189554|3.75803436772567|-0.141965632274326
"442"|3.3|"Male"|"White"|1.6212852304611|1.57876999481116|0.112128624390993|3.31218384966325|0.0121838496632529
"445"|3.6|"Male"|"White"|1.6212852304611|1.57876999481116|0.307961416834945|3.5080166421072|-0.0919833578927958
"448"|3.4|"Female"|"NonWhite"|1.6212852304611|1.48608514593653|0.259737253693509|3.36710763009114|-0.0328923699088608
"449"|3.4|"Male"|"White"|1.6212852304611|1.57876999481116|0.166888508155397|3.36694373342766|-0.0330562665723431
"451"|3.6|"Male"|"White"|1.6212852304611|1.57876999481116|0.304593434837829|3.50464866011009|-0.0953513398899113
"453"|2.7|"Male"|"NonWhite"|1.6212852304611|1.35303904967267|-0.211903563237454|2.76242071689632|0.0624207168963156
"467"|3.6|"Female"|"White"|1.6212852304611|1.71181609107502|0.20318551235735|3.53628683389347|-0.0637131661065307
"468"|3.3|"Female"|"White"|1.6212852304611|1.71181609107502|-0.0142630351194022|3.31883828641672|0.0188382864167176
"469"|3.6|"Female"|"White"|1.6212852304611|1.71181609107502|0.226416347538399|3.55951766907452|-0.0404823309254816
"470"|3.7|"Female"|"White"|1.6212852304611|1.71181609107502|0.300372287586293|3.63347360912241|-0.0665263908775877
"471"|2.5|"Male"|"White"|1.6212852304611|1.57876999481116|-0.536053041187118|2.66400218408514|0.164002184085142
"473"|3.4|"Female"|"White"|1.6212852304611|1.71181609107502|0.0653379721377056|3.39843929367383|-0.00156070632617444
"474"|3.6|"Female"|"White"|1.6212852304611|1.71181609107502|0.209995292306682|3.5430966138428|-0.0569033861571984
"479"|3.4|"Male"|"White"|1.6212852304611|1.57876999481116|0.159680527305974|3.35973575257823|-0.0402642474217663
"480"|3.6|"Female"|"White"|1.6212852304611|1.71181609107502|0.213867367271642|3.54696868880776|-0.053031311192238
"484"|3.5|"Female"|"White"|1.6212852304611|1.71181609107502|0.129550848307124|3.46265216984324|-0.0373478301567562
"485"|3.1|"Female"|"NonWhite"|1.6212852304611|1.48608514593653|0.0312661968983695|3.138636573296|0.0386365732959995
"486"|3.6|"Male"|"White"|1.6212852304611|1.57876999481116|0.314930397763002|3.51498562303526|-0.0850143769647382
"487"|3.3|"Male"|"White"|1.6212852304611|1.57876999481116|0.0908704348180261|3.29092566009029|-0.00907433990971374
"491"|3.2|"Male"|"White"|1.6212852304611|1.57876999481116|0.0119396388272012|3.21199486409946|0.0119948640994609
"499"|3.3|"Female"|"White"|1.6212852304611|1.71181609107502|-0.00416467688008025|3.32893664465604|0.02893664465604
"501"|3.5|"Female"|"White"|1.6212852304611|1.71181609107502|0.126178243372334|3.45927956490845|-0.0407204350915462
"503"|3.9|"Female"|"White"|1.6212852304611|1.71181609107502|0.425446731587783|3.7585480531239|-0.141451946876097
"506"|3.6|"Male"|"White"|1.6212852304611|1.57876999481116|0.318299466094505|3.51835469136676|-0.0816453086332358
"508"|2.5|"Male"|"NonWhite"|1.6212852304611|1.35303904967267|-0.354184951633892|2.62013932849988|0.120139328499878
"509"|3.7|"Male"|"White"|1.6212852304611|1.57876999481116|0.384391780382189|3.58444700565445|-0.115552994345552
