"LSAT"|"sex"|"race_nonwhite"|"lsat0"|"weighted_sense_cols"|"weighted_u"|"pred_LSAT"
"233"|34|"Male"|"White"|1.82535438840156|1.80264037991559|-8.87188101281513e-06|37.6369355406545
"238"|35|"Female"|"White"|1.82535438840156|1.78796203355344|-4.30187258246086e-06|37.088691806137
"253"|40|"Male"|"White"|1.82535438840156|1.80264037991559|1.25191295562435e-05|37.6377406413514
"258"|36|"Male"|"White"|1.82535438840156|1.80264037991559|-3.20558518259769e-06|37.6371488032696
"262"|36|"Female"|"White"|1.82535438840156|1.78796203355344|6.68879835664523e-06|37.0890994379843
"274"|36|"Male"|"White"|1.82535438840156|1.80264037991559|4.1299393078566e-06|37.6374248925091
"276"|48|"Female"|"White"|1.82535438840156|1.78796203355344|-3.71478070366581e-06|37.0887135806132
"277"|37|"Female"|"White"|1.82535438840156|1.78796203355344|-9.20584624096162e-06|37.0885099246153
"291"|38|"Male"|"White"|1.82535438840156|1.80264037991559|-7.86534959781722e-06|37.6369734234316
"309"|40|"Male"|"White"|1.82535438840156|1.80264037991559|2.52950924548411e-06|37.637364656491
"342"|37|"Female"|"White"|1.82535438840156|1.78796203355344|-1.32509689872467e-06|37.0888022110172
"356"|33|"Male"|"White"|1.82535438840156|1.80264037991559|9.21597070144554e-06|37.6376163181204
"357"|36|"Male"|"White"|1.82535438840156|1.80264037991559|-1.16838124708141e-05|37.6368297083203
"359"|30|"Female"|"White"|1.82535438840156|1.78796203355344|-1.26415261015172e-05|37.0883825005876
"383"|38|"Female"|"White"|1.82535438840156|1.78796203355344|-1.00872003900656e-05|37.0884772365176
"408"|27|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|5.59533102411769e-06|32.8401968641673
"411"|28|"Male"|"White"|1.82535438840156|1.80264037991559|-8.95721863747265e-07|37.6372357400395
"441"|28|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|1.67793171264531e-05|32.8405641505265
"468"|43|"Female"|"White"|1.82535438840156|1.78796203355344|1.20036479563475e-05|37.0892965614934
"473"|38|"Female"|"White"|1.82535438840156|1.78796203355344|2.23580192910493e-07|37.0888596496401
"499"|46|"Female"|"White"|1.82535438840156|1.78796203355344|-4.1291413657492e-06|37.0886982125124
"500"|32|"Male"|"White"|1.82535438840156|1.80264037991559|-2.46491668863697e-06|37.6371766799303
"518"|42|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|-9.85561713847248e-06|32.8396894559078
"519"|37|"Male"|"White"|1.82535438840156|1.80264037991559|-3.13730579327756e-06|37.6371513731113
"531"|29|"Female"|"White"|1.82535438840156|1.78796203355344|4.79227478112169e-06|37.0890290976995
"538"|41|"Female"|"White"|1.82535438840156|1.78796203355344|-1.08133628748616e-06|37.0888112518074
"542"|38|"Male"|"White"|1.82535438840156|1.80264037991559|6.81798825158176e-06|37.6375260638853
"543"|38|"Male"|"White"|1.82535438840156|1.80264037991559|-2.59988610067974e-07|37.6372596672894
"546"|46|"Female"|"White"|1.82535438840156|1.78796203355344|7.01213936282714e-06|37.0891114304129
"548"|33|"Male"|"White"|1.82535438840156|1.80264037991559|2.20077762147961e-06|37.637352283901
"552"|35|"Female"|"White"|1.82535438840156|1.78796203355344|-5.27330157356745e-06|37.0886557771241
"556"|31|"Female"|"White"|1.82535438840156|1.78796203355344|-6.91647734018438e-06|37.0885948339937
"584"|31|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|8.94010282157507e-06|32.3617858498358
"593"|34|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|-9.69201733631164e-06|32.3611828867706
"609"|28|"Male"|"White"|1.82535438840156|1.80264037991559|-7.71391003017897e-06|37.636979123159
"611"|26|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|-4.84086511869813e-06|32.3613398761755
"642"|39|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|-1.88870839552867e-06|32.3614354120636
"646"|28|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|-1.08155333032266e-05|32.3611465284853
"647"|35|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|1.46734432343133e-06|32.3615440189291
"650"|30|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|-3.45302183509639e-06|32.8398997158224
"668"|32|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|1.06856499305506e-05|32.3618423389068
"672"|46|"Female"|"White"|1.82535438840156|1.78796203355344|-1.69214587480898e-06|37.0887885976129
"678"|41|"Male"|"White"|1.82535438840156|1.80264037991559|1.26332760331988e-06|37.637317000781
"682"|45|"Male"|"White"|1.82535438840156|1.80264037991559|-5.84181739347494e-06|37.6370495831364
"683"|45|"Male"|"White"|1.82535438840156|1.80264037991559|1.93667865991211e-06|37.6373423439167
"688"|46|"Male"|"White"|1.82535438840156|1.80264037991559|-2.28524501529891e-06|37.6371834422654
"694"|41|"Male"|"White"|1.82535438840156|1.80264037991559|5.85522233749802e-06|37.6374898277755
"700"|45|"Female"|"White"|1.82535438840156|1.78796203355344|-9.4074364425108e-06|37.0885024479359
"715"|34|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|-1.36989740390932e-06|32.3614522015363
"720"|46|"Female"|"White"|1.82535438840156|1.78796203355344|-3.7914122317104e-06|37.0887107384485
"722"|48|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|7.09401771425918e-06|32.8402460813701
"748"|42|"Male"|"White"|1.82535438840156|1.80264037991559|-1.28416184774447e-05|37.636786132198
"754"|44|"Female"|"White"|1.82535438840156|1.78796203355344|7.8645663265764e-06|37.0891430461851
"755"|41|"Male"|"White"|1.82535438840156|1.80264037991559|-9.31780144343827e-07|37.6372343829055
"757"|48|"Female"|"White"|1.82535438840156|1.78796203355344|-1.29368998549208e-06|37.0888033758621
"761"|35|"Female"|"White"|1.82535438840156|1.78796203355344|1.18099978977238e-05|37.0892893791497
"767"|31|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|-7.96805857961063e-07|32.3614707476163
"774"|38|"Male"|"White"|1.82535438840156|1.80264037991559|4.60540130134153e-06|37.6374427876784
"776"|40|"Female"|"White"|1.82535438840156|1.78796203355344|8.58877984362998e-07|37.0888832121182
"813"|39|"Female"|"White"|1.82535438840156|1.78796203355344|9.03003667258077e-06|37.0891862725066
"847"|28|"Male"|"White"|1.82535438840156|1.80264037991559|4.93219663140937e-06|37.6374550874209
"854"|38|"Male"|"White"|1.82535438840156|1.80264037991559|4.28480568067146e-07|37.6372855793916
"868"|43|"Male"|"White"|1.82535438840156|1.80264037991559|-9.05402459493625e-06|37.6369286853289
"870"|38|"Male"|"White"|1.82535438840156|1.80264037991559|-2.37836510942664e-06|37.6371799374875
"889"|34|"Male"|"White"|1.82535438840156|1.80264037991559|-5.41259541251623e-06|37.6370657377889
"902"|32|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|-4.82847316407552e-06|32.3613402771958
"904"|37|"Male"|"White"|1.82535438840156|1.80264037991559|-4.57999064647072e-06|37.6370970746022
"911"|36|"Male"|"White"|1.82535438840156|1.80264037991559|-4.44322536622596e-06|37.6371022220507
"914"|38|"Male"|"White"|1.82535438840156|1.80264037991559|-1.50187824055808e-06|37.637212925996
"922"|38|"Male"|"White"|1.82535438840156|1.80264037991559|5.27009937434474e-06|37.6374678052224
"927"|32|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|-7.60500403405786e-07|32.3614719225143
"934"|33|"Female"|"White"|1.82535438840156|1.78796203355344|-3.20092822624428e-06|37.0887326387454
"946"|35|"Female"|"White"|1.82535438840156|1.78796203355344|3.99110812245122e-06|37.0889993832179
"947"|35|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|2.52387649112524e-06|32.8400959971506
"961"|35|"Male"|"White"|1.82535438840156|1.80264037991559|-9.61145539638854e-06|37.6369077053514
"968"|36|"Male"|"White"|1.82535438840156|1.80264037991559|2.46306039443269e-06|37.6373621555314
"978"|36|"Male"|"White"|1.82535438840156|1.80264037991559|1.72480280199867e-06|37.6373343694733
"984"|40|"Male"|"White"|1.82535438840156|1.80264037991559|9.47252688825406e-06|37.637625974285
"985"|39|"Male"|"White"|1.82535438840156|1.80264037991559|-2.76833605993791e-06|37.6371652600835
"994"|38|"Female"|"White"|1.82535438840156|1.78796203355344|5.59897496766593e-06|37.0890590174383
"1010"|42|"Female"|"White"|1.82535438840156|1.78796203355344|-1.21389906345827e-05|37.0884011388199
"1020"|39|"Male"|"White"|1.82535438840156|1.80264037991559|-6.34141165799345e-06|37.637030779887
"1030"|34|"Female"|"White"|1.82535438840156|1.78796203355344|-2.74004640676494e-06|37.0887497322719
"1040"|34|"Male"|"White"|1.82535438840156|1.80264037991559|7.47561449436105e-06|37.6375508153183
"1041"|37|"Female"|"White"|1.82535438840156|1.78796203355344|-1.32821309134101e-05|37.0883587415989
"1063"|34|"Male"|"White"|1.82535438840156|1.80264037991559|-9.48423512063764e-06|37.6369124935295
"1075"|38|"Female"|"White"|1.82535438840156|1.78796203355344|-6.70411675419755e-06|37.0886027101503
"1084"|33|"Female"|"White"|1.82535438840156|1.78796203355344|-1.81262399031671e-06|37.0887841292258
"1091"|34|"Female"|"White"|1.82535438840156|1.78796203355344|1.05857121770998e-05|37.0892439712901
"1094"|40|"Male"|"White"|1.82535438840156|1.80264037991559|-3.57711377371455e-06|37.6371348199954
"1095"|36|"Male"|"White"|1.82535438840156|1.80264037991559|-3.41143007611603e-06|37.6371410558556
"1105"|42|"Male"|"White"|1.82535438840156|1.80264037991559|1.72279392053573e-05|37.637917870725
"1111"|34|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|-1.28171410052163e-05|32.8395922005278
"1132"|39|"Female"|"White"|1.82535438840156|1.78796203355344|4.20681831477927e-06|37.0890073836939
"1158"|32|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|-2.16897757883841e-06|32.8399418837341
"1160"|32|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|8.21324161473583e-07|32.361523112726
"1174"|37|"Female"|"White"|1.82535438840156|1.78796203355344|5.22431383353189e-06|37.0890451216119
"1192"|40|"Female"|"White"|1.82535438840156|1.78796203355344|-4.25232978727293e-06|37.0886936436145
"1195"|29|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|-6.59157328992162e-06|32.8397966462691
"1201"|39|"Male"|"White"|1.82535438840156|1.80264037991559|-4.06528969924563e-06|37.6371164464567
"1215"|37|"Male"|"White"|1.82535438840156|1.80264037991559|8.77276958441167e-06|37.6375996370906
"1223"|36|"Male"|"White"|1.82535438840156|1.80264037991559|-4.4735856227593e-06|37.6371010793787
"1254"|41|"Male"|"White"|1.82535438840156|1.80264037991559|5.55852326792796e-06|37.637478660769
"1257"|39|"Male"|"White"|1.82535438840156|1.80264037991559|-4.83125426891283e-06|37.6370876177701
"1258"|41|"Male"|"White"|1.82535438840156|1.80264037991559|4.90050392548539e-06|37.6374538945882
"1266"|37|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|-1.70944119403669e-06|32.8399569748857
"1297"|43|"Male"|"White"|1.82535438840156|1.80264037991559|-4.20594121888886e-06|37.6371111527395
"1299"|43|"Female"|"White"|1.82535438840156|1.78796203355344|-2.59898516231508e-06|37.0887549640575
"1301"|45|"Male"|"White"|1.82535438840156|1.80264037991559|1.23748780521073e-05|37.6377352120511
"1305"|46|"Male"|"White"|1.82535438840156|1.80264037991559|3.85670532977504e-06|37.6374146086871
"1307"|42|"Female"|"White"|1.82535438840156|1.78796203355344|8.98641400291286e-06|37.0891846545774
"1311"|45|"Male"|"White"|1.82535438840156|1.80264037991559|1.34974331897428e-05|37.6377774625078
"1324"|41|"Female"|"White"|1.82535438840156|1.78796203355344|-1.10719684054551e-05|37.0884407129895
"1340"|36|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|2.67225787152494e-06|32.3615830118155
"1346"|38|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|-2.97312956778022e-07|32.3614869119453
"1349"|39|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|4.67927286895277e-06|32.3616479620631
"1355"|28|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|4.38037547273701e-07|32.8400274980709
"1356"|42|"Male"|"White"|1.82535438840156|1.80264037991559|3.46705822100836e-06|37.6373999433802
"1364"|47|"Male"|"White"|1.82535438840156|1.80264037991559|8.36051760380873e-06|37.6375841209188
"1379"|40|"Female"|"White"|1.82535438840156|1.78796203355344|2.08601883930294e-06|37.0889287254299
"1388"|36|"Female"|"White"|1.82535438840156|1.78796203355344|8.13361265458129e-06|37.0891530248842
"1398"|34|"Male"|"White"|1.82535438840156|1.80264037991559|7.66659663135958e-06|37.6375580034188
"1410"|43|"Female"|"White"|1.82535438840156|1.78796203355344|8.89960922904262e-06|37.0891814350592
"1416"|23|"Male"|"White"|1.82535438840156|1.80264037991559|2.926174270759e-06|37.6373795859202
"1441"|42|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|1.71252266396584e-05|32.840575510392
"1537"|34|"Male"|"White"|1.82535438840156|1.80264037991559|-3.75932992550722e-06|37.6371279619021
"1544"|24|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|9.85666178252246e-07|32.8400454822152
"1545"|35|"Male"|"White"|1.82535438840156|1.80264037991559|-1.56624425246071e-05|37.6366799655964
"1547"|43|"Female"|"White"|1.82535438840156|1.78796203355344|7.12287542146908e-06|37.0891155375152
"1596"|37|"Female"|"White"|1.82535438840156|1.78796203355344|-4.38607155125507e-06|37.0886886833075
"1609"|35|"Female"|"White"|1.82535438840156|1.78796203355344|6.87596405256351e-06|37.089106379792
"1617"|37|"Female"|"White"|1.82535438840156|1.78796203355344|6.74887202883828e-07|37.0888763881062
"1625"|40|"Female"|"White"|1.82535438840156|1.78796203355344|1.53227739824016e-06|37.0889081877588
"1632"|37|"Male"|"White"|1.82535438840156|1.80264037991559|1.22180935280657e-05|37.6377293110371
"1637"|35|"Male"|"White"|1.82535438840156|1.80264037991559|1.2469687730417e-06|37.6373163850785
"1640"|34|"Male"|"White"|1.82535438840156|1.80264037991559|-1.00621276983105e-05|37.6368907434434
"1649"|39|"Male"|"White"|1.82535438840156|1.80264037991559|-1.23764850852736e-05|37.6368036383281
"1662"|39|"Female"|"White"|1.82535438840156|1.78796203355344|1.65056356579637e-06|37.0889125748639
"1663"|35|"Female"|"White"|1.82535438840156|1.78796203355344|7.08863512910419e-06|37.0891142675731
"1667"|41|"Female"|"White"|1.82535438840156|1.78796203355344|-1.75145046291788e-06|37.0887863980776
"1679"|35|"Male"|"White"|1.82535438840156|1.80264037991559|1.58995046039704e-05|37.6378678712458
"1680"|37|"Female"|"White"|1.82535438840156|1.78796203355344|-9.22975104657889e-06|37.0885090380217
"1684"|34|"Male"|"White"|1.82535438840156|1.80264037991559|-7.59543801146653e-06|37.6369835820881
"1685"|39|"Male"|"White"|1.82535438840156|1.80264037991559|-5.25451317796637e-06|37.6370716875408
"1711"|43|"Male"|"White"|1.82535438840156|1.80264037991559|-3.17424550352148e-07|37.6372575055581
"1714"|36|"Male"|"White"|1.82535438840156|1.80264037991559|6.44989308459518e-06|37.6375122096964
"1716"|38|"Male"|"White"|1.82535438840156|1.80264037991559|1.85065737974435e-05|37.6379659958995
"1718"|32|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|5.6928658289848e-06|32.8402000672296
"1720"|38|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|2.48036698144535e-06|32.8400945682942
"1723"|43|"Male"|"White"|1.82535438840156|1.80264037991559|1.69405682534273e-06|37.6373332122768
"1734"|42|"Male"|"White"|1.82535438840156|1.80264037991559|-4.69485515443082e-06|37.6370927514358
"1746"|46|"Male"|"White"|1.82535438840156|1.80264037991559|5.18989290359382e-06|37.6374647864541
"1792"|36|"Male"|"White"|1.82535438840156|1.80264037991559|5.35232753389957e-06|37.6374709000822
"1797"|44|"Male"|"White"|1.82535438840156|1.80264037991559|-5.9161835646679e-06|37.6370467842133
"1801"|33|"Female"|"White"|1.82535438840156|1.78796203355344|4.56673455864982e-06|37.0890207326326
"1809"|35|"Male"|"White"|1.82535438840156|1.80264037991559|1.1576349654622e-06|37.6373130227939
"1815"|40|"Male"|"White"|1.82535438840156|1.80264037991559|6.83622973086828e-06|37.6375267504494
"1819"|34|"Male"|"White"|1.82535438840156|1.80264037991559|-6.85296232683973e-06|37.6370115266437
"1849"|36|"Female"|"White"|1.82535438840156|1.78796203355344|-1.1838866092625e-05|37.088412269961
"1860"|36|"Female"|"White"|1.82535438840156|1.78796203355344|7.67813393492252e-06|37.0891361315681
"1864"|36|"Female"|"White"|1.82535438840156|1.78796203355344|-7.09959965915417e-06|37.0885880422449
"1870"|40|"Male"|"White"|1.82535438840156|1.80264037991559|2.22653072066578e-06|37.6373532531795
"1884"|36|"Male"|"White"|1.82535438840156|1.80264037991559|-5.13632501394531e-06|37.6370761357975
"1899"|37|"Male"|"White"|1.82535438840156|1.80264037991559|2.00735605679658e-06|37.6373450040262
"1901"|34|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|7.49174069784651e-06|32.8402591426933
"1922"|37|"Male"|"White"|1.82535438840156|1.80264037991559|9.02139342976926e-06|37.6376089946965
"1925"|35|"Male"|"White"|1.82535438840156|1.80264037991559|6.52119617072843e-06|37.6375148933672
"1926"|39|"Male"|"White"|1.82535438840156|1.80264037991559|-3.18112099598236e-06|37.6371497240319
"1927"|38|"Female"|"White"|1.82535438840156|1.78796203355344|1.54337857127178e-05|37.0894237831081
"1943"|40|"Male"|"White"|1.82535438840156|1.80264037991559|-4.30225305798357e-06|37.6371075278403
"1946"|36|"Male"|"White"|1.82535438840156|1.80264037991559|-1.39536699560008e-06|37.6372169347826
"1955"|37|"Female"|"White"|1.82535438840156|1.78796203355344|-1.46608856161628e-06|37.0887969818057
"1980"|39|"Male"|"White"|1.82535438840156|1.80264037991559|-1.1323292292052e-05|37.6368432771593
"1983"|28|"Male"|"White"|1.82535438840156|1.80264037991559|1.06554828465199e-05|37.6376704979653
"1985"|36|"Male"|"White"|1.82535438840156|1.80264037991559|-3.99174939665129e-06|37.6371192143018
"1998"|39|"Male"|"White"|1.82535438840156|1.80264037991559|-1.07995692228363e-05|37.6368629884475
"2005"|44|"Female"|"White"|1.82535438840156|1.78796203355344|8.64014760272468e-06|37.0891718118411
"2008"|33|"Female"|"White"|1.82535438840156|1.78796203355344|7.09425754328913e-06|37.0891144761034
"2012"|29|"Female"|"White"|1.82535438840156|1.78796203355344|4.71175909464048e-06|37.089026111451
"2031"|41|"Female"|"White"|1.82535438840156|1.78796203355344|-1.87909662487651e-06|37.0887816638367
"2063"|30|"Male"|"White"|1.82535438840156|1.80264037991559|-2.88597877698882e-06|37.6371608323454
"2081"|25|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|-5.64207252434027e-06|32.3613139480407
"2097"|34|"Female"|"White"|1.82535438840156|1.78796203355344|6.56877942749123e-06|37.0890949865905
"2098"|33|"Female"|"White"|1.82535438840156|1.78796203355344|-5.31815068411335e-06|37.0886541137309
"2106"|35|"Male"|"White"|1.82535438840156|1.80264037991559|1.06650724814963e-05|37.6376708588968
"2110"|38|"Male"|"White"|1.82535438840156|1.80264037991559|-7.80405783314258e-06|37.6369757302682
"2113"|37|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|7.08619556436693e-06|32.3617258541418
"2128"|42|"Female"|"White"|1.82535438840156|1.78796203355344|-1.74211109329397e-06|37.0887867444635
"2129"|33|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|1.14342894495185e-05|32.36186656627
"2139"|39|"Female"|"White"|1.82535438840156|1.78796203355344|-4.00850470378263e-06|37.0887026867694
"2148"|38|"Female"|"White"|1.82535438840156|1.78796203355344|1.04668977483666e-05|37.089239564553
"2165"|36|"Female"|"White"|1.82535438840156|1.78796203355344|8.33377468580449e-06|37.0891604487251
"2178"|37|"Male"|"White"|1.82535438840156|1.80264037991559|-6.19772187268748e-06|37.6370361879443
"2207"|40|"Female"|"White"|1.82535438840156|1.78796203355344|3.91808456509458e-06|37.0889966748473
"2210"|41|"Female"|"White"|1.82535438840156|1.78796203355344|1.01195033755915e-05|37.0892266799621
"2212"|37|"Female"|"White"|1.82535438840156|1.78796203355344|-1.37631351345489e-05|37.0883409019461
"2218"|31|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|2.5641875001296e-06|32.3615795144874
"2227"|38|"Female"|"White"|1.82535438840156|1.78796203355344|-5.98053285484959e-06|37.0886295468758
"2233"|40|"Male"|"White"|1.82535438840156|1.80264037991559|1.05873296029878e-06|37.6373093003883
"2255"|39|"Male"|"White"|1.82535438840156|1.80264037991559|-5.43575070880146e-06|37.6370648662915
"2260"|38|"Female"|"White"|1.82535438840156|1.78796203355344|-1.25038861810515e-07|37.0888467197591
"2276"|38|"Female"|"White"|1.82535438840156|1.78796203355344|5.57497275249111e-06|37.0890581272187
"2280"|37|"Female"|"White"|1.82535438840156|1.78796203355344|6.304766161574e-06|37.0890851945787
"2286"|30|"Male"|"White"|1.82535438840156|1.80264037991559|-7.58144335171559e-06|37.6369841088049
"2292"|33|"Female"|"White"|1.82535438840156|1.78796203355344|-3.38898068442148e-06|37.0887256641187
"2296"|39|"Male"|"White"|1.82535438840156|1.80264037991559|4.4839908126153e-06|37.6374382180983
"2299"|34|"Female"|"White"|1.82535438840156|1.78796203355344|-9.56671593699845e-06|37.0884965404984
"2305"|39|"Male"|"White"|1.82535438840156|1.80264037991559|1.59214026722157e-06|37.6373293764095
"2310"|34|"Male"|"White"|1.82535438840156|1.80264037991559|1.49371690506224e-06|37.6373256720172
"2320"|35|"Male"|"White"|1.82535438840156|1.80264037991559|-7.11646434800977e-06|37.6370016092164
"2344"|33|"Male"|"White"|1.82535438840156|1.80264037991559|1.24867972552285e-06|37.6373164494742
"2345"|37|"Male"|"White"|1.82535438840156|1.80264037991559|1.08321202775237e-06|37.6373102217146
"2347"|30|"Female"|"White"|1.82535438840156|1.78796203355344|6.13655825184302e-07|37.0888741171033
"2353"|43|"Female"|"White"|1.82535438840156|1.78796203355344|1.30308371928218e-05|37.0893346592392
"2381"|44|"Male"|"White"|1.82535438840156|1.80264037991559|-9.42415036960104e-06|37.6369147549341
"2388"|34|"Female"|"White"|1.82535438840156|1.78796203355344|5.90358858349949e-07|37.088873253045
"2392"|35|"Male"|"White"|1.82535438840156|1.80264037991559|2.19476657804082e-06|37.6373520576613
"2402"|31|"Female"|"White"|1.82535438840156|1.78796203355344|-7.51629800329201e-06|37.0885725874949
"2413"|38|"Male"|"White"|1.82535438840156|1.80264037991559|-3.21067019064893e-06|37.6371486118844
"2417"|39|"Female"|"White"|1.82535438840156|1.78796203355344|2.67070887048728e-06|37.0889504109632
"2428"|40|"Male"|"White"|1.82535438840156|1.80264037991559|6.68516558985341e-06|37.6375210647692
"2436"|39|"Female"|"White"|1.82535438840156|1.78796203355344|1.27025032150327e-06|37.0888984694619
"2446"|33|"Male"|"White"|1.82535438840156|1.80264037991559|-6.04210911574854e-06|37.6370420447477
"2451"|39|"Female"|"White"|1.82535438840156|1.78796203355344|4.21147618046491e-06|37.0890075564496
"2455"|32|"Male"|"White"|1.82535438840156|1.80264037991559|6.41913439529689e-06|37.6375110520159
"2463"|36|"Male"|"White"|1.82535438840156|1.80264037991559|-4.63233144384613e-06|37.6370951046466
"2465"|36|"Male"|"White"|1.82535438840156|1.80264037991559|1.66550599722571e-06|37.6373321376997
"2483"|36|"Female"|"White"|1.82535438840156|1.78796203355344|3.33592363916325e-07|37.0888637298663
"2485"|34|"Male"|"White"|1.82535438840156|1.80264037991559|-9.57285542231244e-06|37.6369091581351
"2530"|46|"Male"|"White"|1.82535438840156|1.80264037991559|-2.77758402117319e-06|37.6371649120165
"2531"|44|"Male"|"White"|1.82535438840156|1.80264037991559|7.28410609729346e-07|37.6372968679459
"2538"|47|"Male"|"White"|1.82535438840156|1.80264037991559|1.29586716734736e-05|37.6377571847272
"2542"|43|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|5.17955870225741e-06|32.8401832101252
"2543"|40|"Female"|"White"|1.82535438840156|1.78796203355344|-1.83958553988369e-06|37.0887831292547
"2554"|44|"Male"|"White"|1.82535438840156|1.80264037991559|7.66621279723787e-07|37.6372983060923
"2556"|45|"Male"|"White"|1.82535438840156|1.80264037991559|-6.55742484478603e-06|37.6370226497929
"2565"|42|"Female"|"White"|1.82535438840156|1.78796203355344|2.79036954913437e-06|37.0889548490524
"2586"|46|"Male"|"White"|1.82535438840156|1.80264037991559|-4.83137464396754e-06|37.6370876132395
"2592"|48|"Male"|"White"|1.82535438840156|1.80264037991559|4.54667824003582e-06|37.6374405774926
"2606"|45|"Female"|"White"|1.82535438840156|1.78796203355344|1.48684540448954e-05|37.0894028152882
"2607"|39|"Female"|"White"|1.82535438840156|1.78796203355344|5.9390468863541e-07|37.0888733845559
"2621"|38|"Male"|"White"|1.82535438840156|1.80264037991559|-1.11589110060682e-05|37.6368494639525
"2626"|28|"Male"|"NonWhite"|1.82535438840156|1.66629329547946|-7.69063375910699e-07|32.8399878568674
"2630"|34|"Female"|"White"|1.82535438840156|1.78796203355344|-7.80879847398188e-06|37.0885617390715
"2634"|35|"Male"|"White"|1.82535438840156|1.80264037991559|8.0363504740207e-06|37.6375719200531
"2647"|28|"Female"|"NonWhite"|1.82535438840156|1.6516149491173|1.72430934097266e-06|32.3615523347149
