"UGPA"|"sex"|"race_nonwhite"|"ugpa0"|"weighted_sense_cols"|"weighted_u"|"pred_UGPA"
"233"|2.9|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000808297909446163|3.21677034159786
"238"|3.7|"Female"|"White"|1.58332359151179|1.74672299629509|0.00111976275954178|3.33116635056642
"253"|3.2|"Male"|"White"|1.58332359151179|1.63425504799552|-8.55941448106749e-05|3.2174930453625
"258"|3.1|"Male"|"White"|1.58332359151179|1.63425504799552|-9.11695409966805e-05|3.21748746996631
"262"|3.9|"Female"|"White"|1.58332359151179|1.74672299629509|0.000551786489918437|3.33059837429679
"274"|2.9|"Male"|"White"|1.58332359151179|1.63425504799552|-0.00112098546023852|3.21645765404707
"276"|2.3|"Female"|"White"|1.58332359151179|1.74672299629509|-0.00133388696571832|3.32871270084115
"277"|3.1|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000301799311900301|3.32974478849497
"291"|3.3|"Male"|"White"|1.58332359151179|1.63425504799552|0.000371915780767965|3.21795055528807
"309"|2|"Male"|"White"|1.58332359151179|1.63425504799552|-0.00209569132196123|3.21548294818535
"342"|3.4|"Female"|"White"|1.58332359151179|1.74672299629509|0.000112791010320913|3.33015937881719
"356"|3.8|"Male"|"White"|1.58332359151179|1.63425504799552|0.000726743421588257|3.21830538292889
"357"|2.3|"Male"|"White"|1.58332359151179|1.63425504799552|-0.00160509954468306|3.21597353996262
"359"|2.9|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000704004913012736|3.32934258289386
"383"|3|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000677636785855582|3.32936895102102
"408"|3.3|"Male"|"NonWhite"|1.58332359151179|1.40640902763481|0.000483858946427288|2.99021647809302
"411"|3.7|"Male"|"White"|1.58332359151179|1.63425504799552|0.000869287820407845|3.21844792732771
"441"|3.5|"Male"|"NonWhite"|1.58332359151179|1.40640902763481|0.000764450564645341|2.99049706971124
"468"|3.3|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000345136492513508|3.32970145131436
"473"|3.4|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000362932194258945|3.32968365561261
"499"|3.3|"Female"|"White"|1.58332359151179|1.74672299629509|0.000155797122719631|3.33020238492959
"500"|3.3|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000788348862118445|3.21679029064519
"518"|2.5|"Male"|"NonWhite"|1.58332359151179|1.40640902763481|-0.000885374941228543|2.98884724420537
"519"|3|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000410661702078373|3.21716797780523
"531"|3.2|"Female"|"White"|1.58332359151179|1.74672299629509|-0.00043448432373339|3.32961210348314
"538"|2.8|"Female"|"White"|1.58332359151179|1.74672299629509|-0.00140410540452908|3.32864248240234
"542"|2.7|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000629233714934994|3.21694940579237
"543"|2.6|"Male"|"White"|1.58332359151179|1.63425504799552|-0.0011143194223729|3.21646432008493
"546"|2.7|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000944945012463731|3.32910164279441
"548"|2.1|"Male"|"White"|1.58332359151179|1.63425504799552|-0.00184662088620936|3.2157320186211
"552"|2.9|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000549037225576915|3.3294975505813
"556"|3.9|"Female"|"White"|1.58332359151179|1.74672299629509|0.00109769894071913|3.33114428674759
"584"|2.9|"Female"|"NonWhite"|1.58332359151179|1.51887697593438|8.13277428012851e-05|3.10228189518896
"593"|3.3|"Female"|"NonWhite"|1.58332359151179|1.51887697593438|0.000504345024016255|3.10270491247018
"609"|3.9|"Male"|"White"|1.58332359151179|1.63425504799552|0.000961726920167589|3.21854036642747
"611"|2.8|"Female"|"NonWhite"|1.58332359151179|1.51887697593438|-0.000374694555852115|3.10182587289031
"642"|3.4|"Female"|"NonWhite"|1.58332359151179|1.51887697593438|0.000941947398557963|3.10314251484472
"646"|3|"Female"|"NonWhite"|1.58332359151179|1.51887697593438|0.000239417275236544|3.1024399847214
"647"|2.7|"Female"|"NonWhite"|1.58332359151179|1.51887697593438|-0.00057211787449389|3.10162844957167
"650"|3.3|"Male"|"NonWhite"|1.58332359151179|1.40640902763481|3.11652538021319e-05|2.9897637844004
"668"|3.2|"Female"|"NonWhite"|1.58332359151179|1.51887697593438|-0.000190442167648309|3.10201012527851
"672"|4|"Female"|"White"|1.58332359151179|1.74672299629509|0.000544560114426792|3.3305911479213
"678"|3.2|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000407415074204765|3.2171712244331
"682"|3.4|"Male"|"White"|1.58332359151179|1.63425504799552|0.000752806681266199|3.21833144618857
"683"|3.6|"Male"|"White"|1.58332359151179|1.63425504799552|0.000314391538609838|3.21789303104592
"688"|3.6|"Male"|"White"|1.58332359151179|1.63425504799552|0.00086298112491488|3.21844162063222
"694"|3.5|"Male"|"White"|1.58332359151179|1.63425504799552|0.000587336780541573|3.21816597628785
"700"|3.7|"Female"|"White"|1.58332359151179|1.74672299629509|0.000870963695530571|3.3309175515024
"715"|3.7|"Female"|"NonWhite"|1.58332359151179|1.51887697593438|0.00130046304246885|3.10350103048863
"720"|3.6|"Female"|"White"|1.58332359151179|1.74672299629509|0.000628297392650054|3.33067488519952
"722"|3.1|"Male"|"NonWhite"|1.58332359151179|1.40640902763481|7.09336447443257e-06|2.98973971251107
"748"|3.5|"Male"|"White"|1.58332359151179|1.63425504799552|0.000527041276737308|3.21810568078404
"754"|3.7|"Female"|"White"|1.58332359151179|1.74672299629509|0.000356852888356304|3.33040344069523
"755"|3.3|"Male"|"White"|1.58332359151179|1.63425504799552|-0.00017920165457305|3.21739943785273
"757"|3.4|"Female"|"White"|1.58332359151179|1.74672299629509|8.08011511242448e-05|3.330127388958
"761"|3.5|"Female"|"White"|1.58332359151179|1.74672299629509|0.000557049746134513|3.33060363755301
"767"|3.4|"Female"|"NonWhite"|1.58332359151179|1.51887697593438|0.000884472785855206|3.10308504023202
"774"|3.4|"Male"|"White"|1.58332359151179|1.63425504799552|0.000178099167301745|3.21775673867461
"776"|3.7|"Female"|"White"|1.58332359151179|1.74672299629509|0.000436692403651688|3.33048328021053
"813"|2.4|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000948601126731003|3.32909798668014
"847"|3.3|"Male"|"White"|1.58332359151179|1.63425504799552|0.000563127200270831|3.21814176670758
"854"|3.3|"Male"|"White"|1.58332359151179|1.63425504799552|7.78336962738422e-05|3.21765647320358
"868"|2.7|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000971432449197801|3.21660720705811
"870"|3.3|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000133732225368984|3.21744490728194
"889"|3.7|"Male"|"White"|1.58332359151179|1.63425504799552|0.00120703545187978|3.21878567495919
"902"|3.1|"Female"|"NonWhite"|1.58332359151179|1.51887697593438|-0.000114041383964187|3.1020865260622
"904"|3|"Male"|"White"|1.58332359151179|1.63425504799552|-1.16765552626097e-05|3.21756696295204
"911"|3.4|"Male"|"White"|1.58332359151179|1.63425504799552|0.000392726077105852|3.21797136558441
"914"|3.3|"Male"|"White"|1.58332359151179|1.63425504799552|0.000692430436819083|3.21827106994413
"922"|3.5|"Male"|"White"|1.58332359151179|1.63425504799552|0.000676450864893607|3.2182550903722
"927"|2.5|"Female"|"NonWhite"|1.58332359151179|1.51887697593438|-0.000941930448782916|3.10125863699738
"934"|3.1|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000591895560313715|3.32945469224656
"946"|3.2|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000385351998163404|3.32966123580871
"947"|3.2|"Male"|"NonWhite"|1.58332359151179|1.40640902763481|0.000344772393846958|2.99007739154044
"961"|3.9|"Male"|"White"|1.58332359151179|1.63425504799552|0.00164389823249228|3.2192225377398
"968"|3.2|"Male"|"White"|1.58332359151179|1.63425504799552|0.000266552757375783|3.21784519226468
"978"|3.2|"Male"|"White"|1.58332359151179|1.63425504799552|0.000210215347133603|3.21778885485444
"984"|2.9|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000604334716442595|3.21697430479086
"985"|3.5|"Male"|"White"|1.58332359151179|1.63425504799552|0.000252239186453965|3.21783087869376
"994"|3.5|"Female"|"White"|1.58332359151179|1.74672299629509|0.000640272089935742|3.33068685989681
"1010"|3.2|"Female"|"White"|1.58332359151179|1.74672299629509|0.000154461875626863|3.3302010496825
"1020"|3.2|"Male"|"White"|1.58332359151179|1.63425504799552|0.000311281661745302|3.21788992116905
"1030"|3.7|"Female"|"White"|1.58332359151179|1.74672299629509|0.000944982325094375|3.33099157013197
"1040"|3.8|"Male"|"White"|1.58332359151179|1.63425504799552|0.000692215210994471|3.2182708547183
"1041"|3.2|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000525145028862783|3.32952144277801
"1063"|3.5|"Male"|"White"|1.58332359151179|1.63425504799552|0.000703637356296722|3.2182822768636
"1075"|3.7|"Female"|"White"|1.58332359151179|1.74672299629509|0.000461042597797412|3.33050763040467
"1084"|3.6|"Female"|"White"|1.58332359151179|1.74672299629509|0.000227965693901928|3.33027455350078
"1091"|3.7|"Female"|"White"|1.58332359151179|1.74672299629509|0.00110340152516898|3.33114998933204
"1094"|2.9|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000509290946590258|3.21706934856072
"1095"|3.7|"Male"|"White"|1.58332359151179|1.63425504799552|0.00142878940431312|3.21900742891162
"1105"|3|"Male"|"White"|1.58332359151179|1.63425504799552|-1.75713696854003e-06|3.21757688237034
"1111"|3.8|"Male"|"NonWhite"|1.58332359151179|1.40640902763481|0.00164523558310002|2.99137785472969
"1132"|2.9|"Female"|"White"|1.58332359151179|1.74672299629509|-0.00104210597302389|3.32900448183385
"1158"|3|"Male"|"NonWhite"|1.58332359151179|1.40640902763481|-2.60011742744809e-05|2.98970661797232
"1160"|2.6|"Female"|"NonWhite"|1.58332359151179|1.51887697593438|-0.000827387652797353|3.10137317979336
"1174"|3.5|"Female"|"White"|1.58332359151179|1.74672299629509|0.000651437027025031|3.3306980248339
"1192"|3.9|"Female"|"White"|1.58332359151179|1.74672299629509|0.000729002658861803|3.33077559046574
"1195"|3.8|"Male"|"NonWhite"|1.58332359151179|1.40640902763481|0.00190349514932896|2.99163611429592
"1201"|3.1|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000532404081356911|3.21704623542595
"1215"|3.4|"Male"|"White"|1.58332359151179|1.63425504799552|0.000491141359863891|3.21806978086717
"1223"|3.6|"Male"|"White"|1.58332359151179|1.63425504799552|0.000914408043409087|3.21849304755072
"1254"|2.8|"Male"|"White"|1.58332359151179|1.63425504799552|-0.00105580118676338|3.21652283832054
"1257"|3.5|"Male"|"White"|1.58332359151179|1.63425504799552|0.000599450583099366|3.21817809009041
"1258"|3.5|"Male"|"White"|1.58332359151179|1.63425504799552|0.000141261445179551|3.21771990095249
"1266"|3.4|"Male"|"NonWhite"|1.58332359151179|1.40640902763481|0.00159660931414766|2.99132922846074
"1297"|3.4|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000181835430178802|3.21739680407713
"1299"|3.1|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000103768965522027|3.32994281884135
"1301"|3.2|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000374705556850012|3.21720393395046
"1305"|3|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000407534136082034|3.21717110537122
"1307"|3.5|"Female"|"White"|1.58332359151179|1.74672299629509|0.000751162032827218|3.3307977498397
"1311"|3.3|"Male"|"White"|1.58332359151179|1.63425504799552|0.0011193416010392|3.21869798110835
"1324"|3.8|"Female"|"White"|1.58332359151179|1.74672299629509|0.000993990383068823|3.33104057818994
"1340"|3|"Female"|"NonWhite"|1.58332359151179|1.51887697593438|5.21981432078329e-05|3.10225276558937
"1346"|3.7|"Female"|"NonWhite"|1.58332359151179|1.51887697593438|0.00107219863254488|3.10327276607871
"1349"|3.4|"Female"|"NonWhite"|1.58332359151179|1.51887697593438|0.000548002235986601|3.10274856968215
"1355"|3|"Male"|"NonWhite"|1.58332359151179|1.40640902763481|-0.000137190721065342|2.98959542842553
"1356"|3.8|"Male"|"White"|1.58332359151179|1.63425504799552|0.000843359622535792|3.21842199912984
"1364"|2.7|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000919646118760532|3.21665899338855
"1379"|2.8|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000376626238866919|3.32966996156801
"1388"|3.8|"Female"|"White"|1.58332359151179|1.74672299629509|0.000313675389987884|3.33036026319686
"1398"|3.1|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000572770344458988|3.21700586916285
"1410"|2.8|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000684268499844189|3.32936231930703
"1416"|2.8|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000458189905641751|3.21712044960166
"1441"|3|"Male"|"NonWhite"|1.58332359151179|1.40640902763481|-0.000139168104265024|2.98959345104233
"1537"|3.8|"Male"|"White"|1.58332359151179|1.63425504799552|0.000811038807535027|3.21838967831484
"1544"|2.8|"Male"|"NonWhite"|1.58332359151179|1.40640902763481|-5.91795059297646e-05|2.98967343964066
"1545"|3.5|"Male"|"White"|1.58332359151179|1.63425504799552|0.00102323411612254|3.21860187362343
"1547"|3.4|"Female"|"White"|1.58332359151179|1.74672299629509|0.000752181029186735|3.33079876883606
"1596"|3.1|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000487276307539564|3.32955931149933
"1609"|3.8|"Female"|"White"|1.58332359151179|1.74672299629509|0.000735794401882087|3.33078238220876
"1617"|3.6|"Female"|"White"|1.58332359151179|1.74672299629509|0.000569895191776843|3.33061648299865
"1625"|3.2|"Female"|"White"|1.58332359151179|1.74672299629509|0.000201593826328549|3.3302481816332
"1632"|3.4|"Male"|"White"|1.58332359151179|1.63425504799552|0.000461061997581112|3.21803970150489
"1637"|3.6|"Male"|"White"|1.58332359151179|1.63425504799552|0.000217402204202282|3.21779604171151
"1640"|3.5|"Male"|"White"|1.58332359151179|1.63425504799552|0.00020567665660774|3.21778431616391
"1649"|3.4|"Male"|"White"|1.58332359151179|1.63425504799552|0.00109338301960195|3.21867202252691
"1662"|2.8|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000980203556070725|3.3290663842508
"1663"|3.8|"Female"|"White"|1.58332359151179|1.74672299629509|0.00096279797461765|3.33100938578149
"1667"|3|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000783175669122712|3.32926341213775
"1679"|2.9|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000199524161644515|3.21737911534566
"1680"|3.7|"Female"|"White"|1.58332359151179|1.74672299629509|0.000295970003466957|3.33034255781034
"1684"|3.6|"Male"|"White"|1.58332359151179|1.63425504799552|0.00117022092906926|3.21874886043638
"1685"|3.6|"Male"|"White"|1.58332359151179|1.63425504799552|-8.62326108209512e-05|3.21749240689649
"1711"|3.4|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000120098623159554|3.21745854088415
"1714"|3.9|"Male"|"White"|1.58332359151179|1.63425504799552|0.00108972644256961|3.21866836594988
"1716"|3.5|"Male"|"White"|1.58332359151179|1.63425504799552|4.81146823690053e-05|3.21762675418968
"1718"|2.4|"Male"|"NonWhite"|1.58332359151179|1.40640902763481|-0.00100476099104847|2.98872785815555
"1720"|2.7|"Male"|"NonWhite"|1.58332359151179|1.40640902763481|-0.000366225387174385|2.98936639375942
"1723"|3.3|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000377251193149071|3.21720138831416
"1734"|3.6|"Male"|"White"|1.58332359151179|1.63425504799552|0.000607392926012693|3.21818603243332
"1746"|3|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000229561147532608|3.21734907835977
"1792"|3.6|"Male"|"White"|1.58332359151179|1.63425504799552|0.00106621661876721|3.21864485612607
"1797"|2.7|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000842170227881116|3.21673646927943
"1801"|4|"Female"|"White"|1.58332359151179|1.74672299629509|0.00160034701010195|3.33164693481698
"1809"|4|"Male"|"White"|1.58332359151179|1.63425504799552|0.00142739497721837|3.21900603448453
"1815"|3.7|"Male"|"White"|1.58332359151179|1.63425504799552|0.000956860008573451|3.21853549951588
"1819"|3.3|"Male"|"White"|1.58332359151179|1.63425504799552|0.000328595206905271|3.21790723471421
"1849"|3.7|"Female"|"White"|1.58332359151179|1.74672299629509|0.000731873087123121|3.330778460894
"1860"|3.1|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000116340563938945|3.32993024724293
"1864"|3.6|"Female"|"White"|1.58332359151179|1.74672299629509|0.000314298734019993|3.33036088654089
"1870"|3.1|"Male"|"White"|1.58332359151179|1.63425504799552|3.00947737034664e-05|3.21760873428101
"1884"|3.5|"Male"|"White"|1.58332359151179|1.63425504799552|0.000784498562604391|3.21836313806991
"1899"|3.5|"Male"|"White"|1.58332359151179|1.63425504799552|0.000685944210645486|3.21826458371795
"1901"|2.8|"Male"|"NonWhite"|1.58332359151179|1.40640902763481|-0.00010993737845225|2.98962268176814
"1922"|3.3|"Male"|"White"|1.58332359151179|1.63425504799552|-5.40132783529575e-05|3.21752462622895
"1925"|3.3|"Male"|"White"|1.58332359151179|1.63425504799552|9.97712104251917e-05|3.21767841071773
"1926"|3.4|"Male"|"White"|1.58332359151179|1.63425504799552|0.000569120587966353|3.21814776009527
"1927"|3|"Female"|"White"|1.58332359151179|1.74672299629509|-0.00062181971300764|3.32942476809387
"1943"|2.4|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000853876359316234|3.21672476314799
"1946"|3.1|"Male"|"White"|1.58332359151179|1.63425504799552|0.000129299012937305|3.21770793852024
"1955"|3.5|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000475224429483064|3.32957136337739
"1980"|2.8|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000729076591906952|3.2168495629154
"1983"|3.2|"Male"|"White"|1.58332359151179|1.63425504799552|6.34087255280679e-05|3.21764204823283
"1985"|2.1|"Male"|"White"|1.58332359151179|1.63425504799552|-0.00213545741165671|3.21544318209565
"1998"|3.1|"Male"|"White"|1.58332359151179|1.63425504799552|0.000366735854483039|3.21794537536179
"2005"|3.6|"Female"|"White"|1.58332359151179|1.74672299629509|0.000433090265126785|3.330479678072
"2008"|3.8|"Female"|"White"|1.58332359151179|1.74672299629509|0.000478261911369334|3.33052484971824
"2012"|3.1|"Female"|"White"|1.58332359151179|1.74672299629509|0.000238504422721811|3.3302850922296
"2031"|3.4|"Female"|"White"|1.58332359151179|1.74672299629509|9.16334107723186e-05|3.33013822121765
"2063"|2.6|"Male"|"White"|1.58332359151179|1.63425504799552|-0.00186546116909694|3.21571317833821
"2081"|2.7|"Female"|"NonWhite"|1.58332359151179|1.51887697593438|-0.00108997575440649|3.10111059169175
"2097"|2.7|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000618102928110885|3.32942848487876
"2098"|2.3|"Female"|"White"|1.58332359151179|1.74672299629509|-0.00120673350667696|3.3288398543002
"2106"|3.8|"Male"|"White"|1.58332359151179|1.63425504799552|0.00135127816119402|3.2189299176685
"2110"|3.7|"Male"|"White"|1.58332359151179|1.63425504799552|0.000408401500949935|3.21798704100826
"2113"|3.2|"Female"|"NonWhite"|1.58332359151179|1.51887697593438|3.59078799301369e-05|3.10223647532609
"2128"|3.8|"Female"|"White"|1.58332359151179|1.74672299629509|0.000668202135072863|3.33071478994195
"2129"|2.7|"Female"|"NonWhite"|1.58332359151179|1.51887697593438|-0.000632174791382738|3.10156839265478
"2139"|3|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000811085970917179|3.32923550183596
"2148"|3.5|"Female"|"White"|1.58332359151179|1.74672299629509|0.000190481026517237|3.33023706883339
"2165"|3.5|"Female"|"White"|1.58332359151179|1.74672299629509|0.00019254691825456|3.33023913472513
"2178"|3.3|"Male"|"White"|1.58332359151179|1.63425504799552|0.000749163232005169|3.21832780273931
"2207"|3.9|"Female"|"White"|1.58332359151179|1.74672299629509|0.000664502944991203|3.33071109075186
"2210"|3.7|"Female"|"White"|1.58332359151179|1.74672299629509|0.000857492440637147|3.33090408024751
"2212"|3.5|"Female"|"White"|1.58332359151179|1.74672299629509|1.29218822097157e-05|3.33005950968908
"2218"|3.4|"Female"|"NonWhite"|1.58332359151179|1.51887697593438|0.000399589085704321|3.10260015653187
"2227"|3.2|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000152799231127653|3.32989378857575
"2233"|2.9|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000792368923669484|3.21678627058364
"2255"|2.7|"Male"|"White"|1.58332359151179|1.63425504799552|-0.00076611102842424|3.21681252847888
"2260"|3|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000392028055093176|3.32965455975178
"2276"|3.1|"Female"|"White"|1.58332359151179|1.74672299629509|-0.00129505702940667|3.32875153077747
"2280"|2.5|"Female"|"White"|1.58332359151179|1.74672299629509|-0.00106291028953171|3.32898367751734
"2286"|2.3|"Male"|"White"|1.58332359151179|1.63425504799552|-0.00173278059350362|3.2158458589138
"2292"|3.3|"Female"|"White"|1.58332359151179|1.74672299629509|8.37766013539495e-05|3.33013036440823
"2296"|2.5|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000834107381219577|3.21674453212609
"2299"|3.8|"Female"|"White"|1.58332359151179|1.74672299629509|0.000914154976622131|3.3309607427835
"2305"|2|"Male"|"White"|1.58332359151179|1.63425504799552|-0.00164195936247265|3.21593668014483
"2310"|3|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000262943758828143|3.21731569574848
"2320"|2.8|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000223457208989514|3.21735518229832
"2344"|2.7|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000590057718603336|3.2169885817887
"2345"|2.9|"Male"|"White"|1.58332359151179|1.63425504799552|5.07223533573563e-05|3.21762936186066
"2347"|2.7|"Female"|"White"|1.58332359151179|1.74672299629509|-0.00154956128058252|3.32849702652629
"2353"|3.6|"Female"|"White"|1.58332359151179|1.74672299629509|0.000859941507650787|3.33090652931452
"2381"|2.6|"Male"|"White"|1.58332359151179|1.63425504799552|-0.0014346714486303|3.21614396805868
"2388"|3.6|"Female"|"White"|1.58332359151179|1.74672299629509|0.000309612674433439|3.33035620048131
"2392"|3.4|"Male"|"White"|1.58332359151179|1.63425504799552|5.99490774818042e-05|3.21763858858479
"2402"|3.4|"Female"|"White"|1.58332359151179|1.74672299629509|0.00048704419769394|3.33053363200457
"2413"|3.6|"Male"|"White"|1.58332359151179|1.63425504799552|0.000577245799804016|3.21815588530711
"2417"|3.9|"Female"|"White"|1.58332359151179|1.74672299629509|0.00102077893747817|3.33106736674435
"2428"|3.4|"Male"|"White"|1.58332359151179|1.63425504799552|0.000569216026303445|3.21814785553361
"2436"|3.6|"Female"|"White"|1.58332359151179|1.74672299629509|0.000413338793930196|3.3304599266008
"2446"|3.5|"Male"|"White"|1.58332359151179|1.63425504799552|0.000389208040989816|3.2179678475483
"2451"|3.3|"Female"|"White"|1.58332359151179|1.74672299629509|0.000179810260383667|3.33022639806726
"2455"|3|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000116705260655092|3.21746193424665
"2463"|3.5|"Male"|"White"|1.58332359151179|1.63425504799552|0.000487796749453442|3.21806643625676
"2465"|3.8|"Male"|"White"|1.58332359151179|1.63425504799552|0.000882676193002103|3.21846131570031
"2483"|3|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000201970751250917|3.32984461705562
"2485"|2.7|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000691164534508519|3.2168874749728
"2530"|3|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000294999358871978|3.21728364014843
"2531"|3.5|"Male"|"White"|1.58332359151179|1.63425504799552|-7.67852267491981e-05|3.21750185428056
"2538"|3.5|"Male"|"White"|1.58332359151179|1.63425504799552|0.000544830331018702|3.21812346983833
"2542"|3.6|"Male"|"NonWhite"|1.58332359151179|1.40640902763481|0.00114172854936858|2.99087434769596
"2543"|3.6|"Female"|"White"|1.58332359151179|1.74672299629509|0.000430716871535026|3.33047730467841
"2554"|3.7|"Male"|"White"|1.58332359151179|1.63425504799552|0.000940058971324204|3.21851869847863
"2556"|3.5|"Male"|"White"|1.58332359151179|1.63425504799552|0.000749036103839826|3.21832767561115
"2565"|3.5|"Female"|"White"|1.58332359151179|1.74672299629509|9.86915330181536e-05|3.33014527933989
"2586"|3.7|"Male"|"White"|1.58332359151179|1.63425504799552|0.000907519807368075|3.21848615931467
"2592"|3.9|"Male"|"White"|1.58332359151179|1.63425504799552|0.00149891709506896|3.21907755660238
"2606"|3.9|"Female"|"White"|1.58332359151179|1.74672299629509|0.000858432517807426|3.33090502032468
"2607"|3.7|"Female"|"White"|1.58332359151179|1.74672299629509|0.000932170260169355|3.33097875806704
"2621"|2.9|"Male"|"White"|1.58332359151179|1.63425504799552|-0.000519404499929065|3.21705923500738
"2626"|2.5|"Male"|"NonWhite"|1.58332359151179|1.40640902763481|-0.00124245861173991|2.98849016053485
"2630"|3.1|"Female"|"White"|1.58332359151179|1.74672299629509|-0.000322885980015213|3.32972370182686
"2634"|2.5|"Male"|"White"|1.58332359151179|1.63425504799552|-0.00129864987188186|3.21627998963542
